MSA,State,County,rent50_2,rent50_0,rent50_1,rent50_3,rent50_4,State_Alpha,CountyName,pop,FMRtype,msaname,StateName,FMRArea
10000,17,159,430,298,334,565,634,IL,Richland,16545,40,,ILLINOIS,1700159
10000,17,165,430,298,334,565,634,IL,Saline,26551,40,,ILLINOIS,1700165
10000,17,169,430,298,334,565,634,IL,Schuyler,7498,40,,ILLINOIS,1700169
10000,17,171,430,298,334,565,634,IL,Scott,5644,40,,ILLINOIS,1700171
10000,17,173,430,298,334,565,634,IL,Shelby,22261,40,,ILLINOIS,1700173
10000,17,175,430,298,334,565,634,IL,Stark,6534,40,,ILLINOIS,1700175
10000,17,177,458,316,361,571,641,IL,Stephenson,48052,40,,ILLINOIS,1700177
10000,17,181,430,298,334,565,634,IL,Union,17619,40,,ILLINOIS,1700181
10000,17,183,481,302,386,601,674,IL,Vermilion,88257,40,,ILLINOIS,1700183
10000,17,185,430,298,334,565,670,IL,Wabash,13111,40,,ILLINOIS,1700185
10000,17,187,430,315,334,565,634,IL,Warren,19181,40,,ILLINOIS,1700187
10000,17,189,472,295,354,591,767,IL,Washington,14965,40,,ILLINOIS,1700189
10000,17,191,430,298,334,565,634,IL,Wayne,17241,40,,ILLINOIS,1700191
10000,17,193,430,298,334,565,634,IL,White,16522,40,,ILLINOIS,1700193
10000,17,195,461,305,346,577,651,IL,Whiteside,60186,40,,ILLINOIS,1700195
10000,17,199,436,300,337,606,640,IL,Williamson,57733,40,,ILLINOIS,1700199
1020,18,105,725,421,545,1009,1191,IN,Monroe,108978,40,"Bloomington, IN",INDIANA,1020
1640,18,29,695,404,519,930,1005,IN,Dearborn,38835,40,"Cincinnati, OH-KY-IN",INDIANA,1640
2330,18,39,622,432,492,796,914,IN,Elkhart,156198,40,"Elkhart-Goshen, IN",INDIANA,2330
2440,18,129,561,363,432,701,785,IN,Posey,25968,40,"Evansville-Henderson, IN-KY",INDIANA,2440
2440,18,163,561,363,432,701,785,IN,Vanderburgh,165058,40,"Evansville-Henderson, IN-KY",INDIANA,2440
2440,18,173,561,363,432,701,785,IN,Warrick,44920,40,"Evansville-Henderson, IN-KY",INDIANA,2440
2760,18,1,585,369,470,754,817,IN,Adams,31095,40,"Fort Wayne, IN",INDIANA,2760
2760,18,3,585,369,470,754,817,IN,Allen,300836,40,"Fort Wayne, IN",INDIANA,2760
2760,18,33,585,369,470,754,817,IN,De Kalb,35324,40,"Fort Wayne, IN",INDIANA,2760
2760,18,69,585,369,470,754,817,IN,Huntington,35427,40,"Fort Wayne, IN",INDIANA,2760
2760,18,179,585,369,470,754,817,IN,Wells,25948,40,"Fort Wayne, IN",INDIANA,2760
2760,18,183,585,369,470,754,817,IN,Whitley,27651,40,"Fort Wayne, IN",INDIANA,2760
2960,18,89,787,480,631,989,1104,IN,Lake,475594,40,"Gary, IN",INDIANA,2960
2960,18,127,787,480,631,989,1104,IN,Porter,128932,40,"Gary, IN",INDIANA,2960
3480,18,11,632,419,526,791,887,IN,Boone,38147,40,"Indianapolis, IN",INDIANA,3480
3480,18,57,632,419,526,791,887,IN,Hamilton,108936,40,"Indianapolis, IN",INDIANA,3480
3480,18,59,632,419,526,791,887,IN,Hancock,45527,40,"Indianapolis, IN",INDIANA,3480
3480,18,63,632,419,526,791,887,IN,Hendricks,75717,40,"Indianapolis, IN",INDIANA,3480
3480,18,81,632,419,526,791,887,IN,Johnson,88109,40,"Indianapolis, IN",INDIANA,3480
3480,18,95,632,419,526,791,887,IN,Madison,130669,40,"Indianapolis, IN",INDIANA,3480
3480,18,97,632,419,526,791,887,IN,Marion,797159,40,"Indianapolis, IN",INDIANA,3480
3480,18,109,632,419,526,791,887,IN,Morgan,55920,40,"Indianapolis, IN",INDIANA,3480
3480,18,145,632,419,526,791,887,IN,Shelby,40307,40,"Indianapolis, IN",INDIANA,3480
3850,18,67,599,389,459,770,839,IN,Howard,80827,40,"Kokomo, IN",INDIANA,3850
3850,18,159,599,389,459,770,839,IN,Tipton,16119,40,"Kokomo, IN",INDIANA,3850
3920,18,23,676,400,508,941,1111,IN,Clinton,30974,40,"Lafayette, IN",INDIANA,3920
3920,18,157,676,400,508,941,1111,IN,Tippecanoe,130598,40,"Lafayette, IN",INDIANA,3920
4520,18,19,620,393,505,855,901,IN,Clark,87777,40,"Louisville, KY-IN",INDIANA,4520
4520,18,43,620,393,505,855,901,IN,Floyd,64404,40,"Louisville, KY-IN",INDIANA,4520
4520,18,61,620,393,505,855,901,IN,Harrison,29890,40,"Louisville, KY-IN",INDIANA,4520
4520,18,143,620,393,505,855,901,IN,Scott,20991,40,"Louisville, KY-IN",INDIANA,4520
5280,18,35,605,410,510,819,967,IN,Delaware,119659,40,"Muncie, IN",INDIANA,5280
5840,18,115,497,345,388,640,705,IN,Ohio,5315,40,"Ohio County, IN",INDIANA,5840
7800,18,141,647,370,493,808,907,IN,St. Joseph,247052,40,"South Bend, IN",INDIANA,7800
8320,18,21,501,335,392,624,697,IN,Clay,24705,40,"Terre Haute, IN",INDIANA,8320
8320,18,165,501,335,392,624,697,IN,Vermillion,16773,40,"Terre Haute, IN",INDIANA,8320
8320,18,167,501,335,392,624,697,IN,Vigo,106107,40,"Terre Haute, IN",INDIANA,8320
10000,18,5,575,444,476,718,945,IN,Bartholomew,63657,40,,INDIANA,1800005
10000,18,7,460,318,359,591,650,IN,Benton,9441,40,,INDIANA,1800007
10000,18,9,468,315,355,586,657,IN,Blackford,14067,40,,INDIANA,1800009
10000,18,13,551,315,418,765,792,IN,Brown,14080,40,,INDIANA,1800013
10000,18,15,460,318,359,591,650,IN,Carroll,18809,40,,INDIANA,1800015
10000,18,17,460,318,359,591,650,IN,Cass,38413,40,,INDIANA,1800017
10000,18,25,460,318,359,591,650,IN,Crawford,9914,40,,INDIANA,1800025
10000,18,27,460,318,359,591,650,IN,Daviess,27533,40,,INDIANA,1800027
10000,18,31,496,318,389,643,699,IN,Decatur,23645,40,,INDIANA,1800031
10000,18,37,460,318,359,591,670,IN,Dubois,36616,40,,INDIANA,1800037
10000,18,41,481,334,377,619,728,IN,Fayette,26015,40,,INDIANA,1800041
10000,18,45,460,318,359,591,650,IN,Fountain,17808,40,,INDIANA,1800045
10000,18,47,460,318,359,591,726,IN,Franklin,19580,40,,INDIANA,1800047
10000,18,49,460,351,368,618,650,IN,Fulton,18840,40,,INDIANA,1800049
10000,18,51,460,318,359,591,650,IN,Gibson,31913,40,,INDIANA,1800051
10000,18,53,460,335,359,593,650,IN,Grant,74169,40,,INDIANA,1800053
10000,18,55,460,318,359,591,650,IN,Greene,30410,40,,INDIANA,1800055
10000,18,65,503,349,393,649,711,IN,Henry,48139,40,,INDIANA,1800065
10000,18,71,509,394,412,673,723,IN,Jackson,37730,40,,INDIANA,1800071
10000,18,73,460,318,387,591,650,IN,Jasper,24960,40,,INDIANA,1800073
10000,18,75,460,318,359,591,650,IN,Jay,21512,40,,INDIANA,1800075
10000,18,77,460,318,359,591,650,IN,Jefferson,29797,40,,INDIANA,1800077
10000,18,79,460,332,359,591,650,IN,Jennings,23661,40,,INDIANA,1800079
10000,18,83,520,362,401,661,729,IN,Knox,39884,40,,INDIANA,1800083
10000,18,85,511,320,423,663,716,IN,Kosciusko,65294,40,,INDIANA,1800085
10000,18,87,471,320,370,613,713,IN,Lagrange,29477,40,,INDIANA,1800087
10000,18,91,533,329,399,683,746,IN,La Porte,107066,40,,INDIANA,1800091
10000,18,93,460,318,359,595,650,IN,Lawrence,42836,40,,INDIANA,1800093
10000,18,99,515,383,388,648,722,IN,Marshall,42182,40,,INDIANA,1800099
10000,18,101,460,318,359,591,650,IN,Martin,10369,40,,INDIANA,1800101
10000,18,103,460,318,359,591,650,IN,Miami,36897,40,,INDIANA,1800103
10000,18,107,599,457,481,762,842,IN,Montgomery,34436,40,,INDIANA,1800107
10000,18,111,460,332,359,591,650,IN,Newton,13551,40,,INDIANA,1800111
10000,18,113,460,363,370,593,657,IN,Noble,37877,40,,INDIANA,1800113
10000,18,117,460,318,359,591,650,IN,Orange,18409,40,,INDIANA,1800117
10000,18,119,460,318,359,591,680,IN,Owen,17281,40,,INDIANA,1800119
10000,18,121,460,318,359,591,679,IN,Parke,15410,40,,INDIANA,1800121
10000,18,123,460,318,359,591,650,IN,Perry,19107,40,,INDIANA,1800123
10000,18,125,460,318,359,591,650,IN,Pike,12509,40,,INDIANA,1800125
10000,18,131,460,318,359,591,650,IN,Pulaski,12643,40,,INDIANA,1800131
10000,18,133,494,346,403,664,670,IN,Putnam,30315,40,,INDIANA,1800133
10000,18,135,460,318,359,591,650,IN,Randolph,27148,40,,INDIANA,1800135
10000,18,137,460,318,359,600,680,IN,Ripley,24616,40,,INDIANA,1800137
10000,18,139,460,327,359,591,680,IN,Rush,18129,40,,INDIANA,1800139
10000,18,147,460,318,359,591,650,IN,Spencer,19490,40,,INDIANA,1800147
10000,18,149,460,318,359,591,650,IN,Starke,22747,40,,INDIANA,1800149
10000,18,151,530,393,443,663,740,IN,Steuben,27446,40,,INDIANA,1800151
10000,18,153,460,318,359,591,650,IN,Sullivan,18993,40,,INDIANA,1800153
10000,18,155,460,318,359,591,650,IN,Switzerland,7738,40,,INDIANA,1800155
10000,18,161,460,318,359,591,650,IN,Union,6976,40,,INDIANA,1800161
10000,18,169,460,318,359,591,650,IN,Wabash,35069,40,,INDIANA,1800169
10000,18,171,460,318,359,591,650,IN,Warren,8176,40,,INDIANA,1800171
10000,18,175,460,318,359,591,650,IN,Washington,23717,40,,INDIANA,1800175
10000,18,177,552,383,430,709,779,IN,Wayne,71951,40,,INDIANA,1800177
10000,18,181,460,318,359,591,717,IN,White,23265,40,,INDIANA,1800181
1360,19,113,556,306,432,773,830,IA,Linn,168767,40,"Cedar Rapids, IA",IOWA,1360
1960,19,163,545,319,440,705,764,IA,Scott,150979,40,"Davenport-Moline-Rock Island, IA-IL",IOWA,1960
2120,19,49,681,438,552,884,928,IA,Dallas,29755,40,"Des Moines, IA",IOWA,2120
2120,19,153,681,438,552,884,928,IA,Polk,327140,40,"Des Moines, IA",IOWA,2120
2120,19,181,681,438,552,884,928,IA,Warren,36033,40,"Des Moines, IA",IOWA,2120
2200,19,61,516,329,402,661,806,IA,Dubuque,86403,40,"Dubuque, IA",IOWA,2200
3500,19,103,636,384,494,882,1043,IA,Johnson,96119,40,"Iowa City, IA",IOWA,3500
5920,19,155,658,380,520,862,967,IA,Pottawattamie,82628,40,"Omaha, NE-IA",IOWA,5920
7720,19,193,597,399,479,745,851,IA,Woodbury,98276,40,"Sioux City, IA-NE",IOWA,7720
8920,19,13,584,365,468,777,914,IA,Black Hawk,123798,40,"Waterloo-Cedar Falls, IA",IOWA,8920
10000,19,1,466,300,371,592,652,IA,Adair,8409,40,,IOWA,1900001
10000,19,3,466,300,371,592,652,IA,Adams,4866,40,,IOWA,1900003
10000,19,5,466,300,371,598,685,IA,Allamakee,13855,40,,IOWA,1900005
10000,19,7,466,300,371,592,657,IA,Appanoose,13743,40,,IOWA,1900007
10000,19,9,466,300,371,592,652,IA,Audubon,7334,40,,IOWA,1900009
10000,19,11,466,308,371,592,652,IA,Benton,22429,40,,IOWA,1900011
10000,19,15,466,300,395,598,709,IA,Boone,25186,40,,IOWA,1900015
10000,19,17,466,300,371,592,694,IA,Bremer,22813,40,,IOWA,1900017
10000,19,19,466,316,371,592,652,IA,Buchanan,20844,40,,IOWA,1900019
10000,19,21,466,317,371,592,652,IA,Buena Vista,19965,40,,IOWA,1900021
10000,19,23,466,319,371,592,652,IA,Butler,15731,40,,IOWA,1900023
10000,19,25,466,300,371,592,652,IA,Calhoun,11508,40,,IOWA,1900025
10000,19,27,466,300,371,592,652,IA,Carroll,21423,40,,IOWA,1900027
10000,19,29,466,300,371,592,652,IA,Cass,15128,40,,IOWA,1900029
10000,19,31,466,300,377,592,652,IA,Cedar,17381,40,,IOWA,1900031
10000,19,33,490,302,396,652,685,IA,Cerro Gordo,46733,40,,IOWA,1900033
10000,19,35,466,300,371,592,652,IA,Cherokee,14098,40,,IOWA,1900035
10000,19,37,466,300,371,592,652,IA,Chickasaw,13295,40,,IOWA,1900037
10000,19,39,466,308,371,592,652,IA,Clarke,8287,40,,IOWA,1900039
10000,19,41,466,300,371,592,652,IA,Clay,17585,40,,IOWA,1900041
10000,19,43,466,300,371,592,652,IA,Clayton,19054,40,,IOWA,1900043
10000,19,45,476,302,374,596,666,IA,Clinton,51040,40,,IOWA,1900045
10000,19,47,466,300,371,592,652,IA,Crawford,16775,40,,IOWA,1900047
10000,19,51,466,300,371,592,652,IA,Davis,8312,40,,IOWA,1900051
10000,19,53,466,300,371,592,652,IA,Decatur,8338,40,,IOWA,1900053
10000,19,55,466,300,371,592,652,IA,Delaware,18035,40,,IOWA,1900055
10000,19,57,492,300,383,616,688,IA,Des Moines,42614,40,,IOWA,1900057
10000,19,59,466,300,371,592,652,IA,Dickinson,14909,40,,IOWA,1900059
10000,19,63,466,300,371,592,690,IA,Emmet,11569,40,,IOWA,1900063
10000,19,65,466,300,371,592,652,IA,Fayette,21843,40,,IOWA,1900065
10000,19,67,466,326,371,592,652,IA,Floyd,17058,40,,IOWA,1900067
10000,19,69,466,308,371,592,652,IA,Franklin,11364,40,,IOWA,1900069
10000,19,71,466,330,371,592,687,IA,Fremont,8226,40,,IOWA,1900071
10000,19,73,466,300,371,592,652,IA,Greene,10045,40,,IOWA,1900073
10000,19,75,466,300,371,592,670,IA,Grundy,12029,40,,IOWA,1900075
10000,19,77,466,300,371,592,686,IA,Guthrie,10935,40,,IOWA,1900077
10000,19,79,468,341,386,587,655,IA,Hamilton,16071,40,,IOWA,1900079
10000,19,81,466,300,371,592,652,IA,Hancock,12638,40,,IOWA,1900081
10000,19,83,466,300,371,592,652,IA,Hardin,19094,40,,IOWA,1900083
10000,19,85,466,300,371,592,652,IA,Harrison,14730,40,,IOWA,1900085
10000,19,87,487,303,384,610,690,IA,Henry,19226,40,,IOWA,1900087
10000,19,89,466,300,371,592,682,IA,Howard,9809,40,,IOWA,1900089
10000,19,91,466,300,371,592,652,IA,Humboldt,10756,40,,IOWA,1900091
10000,19,93,466,308,371,592,652,IA,Ida,8365,40,,IOWA,1900093
10000,19,95,466,300,371,592,652,IA,Iowa,14630,40,,IOWA,1900095
10000,19,97,466,298,368,587,652,IA,Jackson,19950,40,,IOWA,1900097
10000,19,99,481,299,380,600,673,IA,Jasper,34795,40,,IOWA,1900099
10000,19,101,513,305,386,669,845,IA,Jefferson,16310,40,,IOWA,1900101
10000,19,105,466,310,371,592,652,IA,Jones,19444,40,,IOWA,1900105
10000,19,107,466,300,371,592,652,IA,Keokuk,11624,40,,IOWA,1900107
10000,19,109,466,300,371,592,652,IA,Kossuth,18591,40,,IOWA,1900109
10000,19,111,489,306,378,613,687,IA,Lee,38687,40,,IOWA,1900111
10000,19,115,466,300,371,592,652,IA,Louisa,11592,40,,IOWA,1900115
10000,19,117,466,300,371,592,652,IA,Lucas,9070,40,,IOWA,1900117
10000,19,119,466,300,371,592,652,IA,Lyon,11952,40,,IOWA,1900119
10000,19,121,479,297,367,614,673,IA,Madison,12483,40,,IOWA,1900121
10000,19,123,466,300,371,592,652,IA,Mahaska,21522,40,,IOWA,1900123
10000,19,125,505,300,413,632,709,IA,Marion,30001,40,,IOWA,1900125
10000,19,127,523,337,418,664,734,IA,Marshall,38276,40,,IOWA,1900127
10000,19,129,469,298,398,590,658,IA,Mills,13202,40,,IOWA,1900129
10000,19,131,466,300,371,592,652,IA,Mitchell,10928,40,,IOWA,1900131
10000,19,133,466,300,371,592,652,IA,Monona,10034,40,,IOWA,1900133
10000,19,135,466,300,391,592,687,IA,Monroe,8114,40,,IOWA,1900135
10000,19,137,466,330,373,592,652,IA,Montgomery,12076,40,,IOWA,1900137
10000,19,139,561,341,423,747,784,IA,Muscatine,39907,40,,IOWA,1900139
10000,19,141,466,300,371,592,652,IA,O'Brien,15444,40,,IOWA,1900141
10000,19,143,466,300,371,592,652,IA,Osceola,7267,40,,IOWA,1900143
10000,19,145,466,300,371,592,652,IA,Page,16870,40,,IOWA,1900145
10000,19,147,466,300,371,592,652,IA,Palo Alto,10669,40,,IOWA,1900147
10000,19,149,495,305,378,619,693,IA,Plymouth,23388,40,,IOWA,1900149
10000,19,151,466,300,371,592,652,IA,Pocahontas,9525,40,,IOWA,1900151
10000,19,157,513,322,401,642,720,IA,Poweshiek,19033,40,,IOWA,1900157
10000,19,159,466,300,371,592,652,IA,Ringgold,5420,40,,IOWA,1900159
10000,19,161,466,300,371,592,652,IA,Sac,12324,40,,IOWA,1900161
10000,19,165,466,300,371,592,652,IA,Shelby,13230,40,,IOWA,1900165
10000,19,167,466,300,371,592,652,IA,Sioux,29903,40,,IOWA,1900167
10000,19,169,560,391,474,773,887,IA,Story,74252,40,,IOWA,1900169
10000,19,171,466,300,371,592,652,IA,Tama,17419,40,,IOWA,1900171
10000,19,173,466,300,371,592,654,IA,Taylor,7114,40,,IOWA,1900173
10000,19,175,466,300,371,592,687,IA,Union,12750,40,,IOWA,1900175
10000,19,177,466,300,371,592,652,IA,Van Buren,7676,40,,IOWA,1900177
10000,19,179,477,305,376,600,667,IA,Wapello,35687,40,,IOWA,1900179
10000,19,183,466,300,371,592,687,IA,Washington,19612,40,,IOWA,1900183
10000,19,185,466,300,371,592,652,IA,Wayne,7067,40,,IOWA,1900185
10000,19,187,472,300,371,594,662,IA,Webster,40342,40,,IOWA,1900187
10000,19,189,466,300,378,592,652,IA,Winnebago,12122,40,,IOWA,1900189
10000,19,191,466,300,371,592,652,IA,Winneshiek,20847,40,,IOWA,1900191
10000,19,195,466,300,371,592,663,IA,Worth,7991,40,,IOWA,1900195
10000,19,197,466,300,371,592,652,IA,Wright,14269,40,,IOWA,1900197
3760,20,91,701,463,582,970,1075,KS,Johnson,355054,50,"Kansas City, MO-KS",KANSAS,3760
3760,20,103,701,463,582,970,1075,KS,Leavenworth,64371,50,"Kansas City, MO-KS",KANSAS,3760
3760,20,121,701,463,582,970,1075,KS,Miami,23466,50,"Kansas City, MO-KS",KANSAS,3760
3760,20,209,701,463,582,970,1075,KS,Wyandotte,161993,50,"Kansas City, MO-KS",KANSAS,3760
4150,20,45,608,396,474,846,974,KS,Douglas,81798,40,"Lawrence, KS",KANSAS,4150
8440,20,177,561,374,430,758,854,KS,Shawnee,160976,40,"Topeka, KS",KANSAS,8440
9040,20,15,594,370,444,804,868,KS,Butler,50580,50,"Wichita, KS",KANSAS,9040
9040,20,79,594,370,444,804,868,KS,Harvey,31028,50,"Wichita, KS",KANSAS,9040
9040,20,173,594,370,444,804,868,KS,Sedgwick,403662,50,"Wichita, KS",KANSAS,9040
10000,20,1,444,305,347,574,638,KS,Allen,14638,40,,KANSAS,2000001
10000,20,3,444,305,347,574,638,KS,Anderson,7803,40,,KANSAS,2000003
10000,20,5,444,305,347,574,684,KS,Atchison,16932,40,,KANSAS,2000005
10000,20,7,444,305,347,574,638,KS,Barber,5874,40,,KANSAS,2000007
10000,20,9,444,305,347,574,638,KS,Barton,29382,40,,KANSAS,2000009
10000,20,11,444,305,347,574,638,KS,Bourbon,14966,40,,KANSAS,2000011
10000,20,13,444,305,347,574,638,KS,Brown,11128,40,,KANSAS,2000013
10000,20,17,444,305,347,574,638,KS,Chase,3021,40,,KANSAS,2000017
10000,20,19,444,305,347,574,638,KS,Chautauqua,4407,40,,KANSAS,2000019
10000,20,21,444,305,347,574,638,KS,Cherokee,21374,40,,KANSAS,2000021
10000,20,23,444,305,347,574,638,KS,Cheyenne,3243,40,,KANSAS,2000023
10000,20,25,444,305,347,574,638,KS,Clark,2418,40,,KANSAS,2000025
10000,20,27,444,305,347,574,638,KS,Clay,9158,40,,KANSAS,2000027
10000,20,29,444,305,347,574,638,KS,Cloud,11023,40,,KANSAS,2000029
10000,20,31,444,315,347,574,666,KS,Coffey,8404,40,,KANSAS,2000031
10000,20,33,444,305,347,574,638,KS,Comanche,2313,40,,KANSAS,2000033
10000,20,35,444,325,347,587,638,KS,Cowley,36915,40,,KANSAS,2000035
10000,20,37,459,310,352,582,647,KS,Crawford,35568,40,,KANSAS,2000037
10000,20,39,444,305,347,574,638,KS,Decatur,4021,40,,KANSAS,2000039
10000,20,41,444,305,347,574,638,KS,Dickinson,18958,40,,KANSAS,2000041
10000,20,43,444,305,347,574,638,KS,Doniphan,8134,40,,KANSAS,2000043
10000,20,47,444,305,347,574,638,KS,Edwards,3787,40,,KANSAS,2000047
10000,20,49,444,305,347,574,638,KS,Elk,3327,40,,KANSAS,2000049
10000,20,51,444,305,347,574,638,KS,Ellis,26004,40,,KANSAS,2000051
10000,20,53,444,305,347,574,638,KS,Ellsworth,6586,40,,KANSAS,2000053
10000,20,55,538,394,420,701,886,KS,Finney,33070,40,,KANSAS,2000055
10000,20,57,519,353,417,654,736,KS,Ford,27463,40,,KANSAS,2000057
10000,20,59,462,341,358,591,721,KS,Franklin,21994,40,,KANSAS,2000059
10000,20,61,485,369,388,626,679,KS,Geary,30453,40,,KANSAS,2000061
10000,20,63,444,305,347,574,638,KS,Gove,3231,40,,KANSAS,2000063
10000,20,65,444,305,347,574,638,KS,Graham,3543,40,,KANSAS,2000065
10000,20,67,455,313,397,623,679,KS,Grant,7159,40,,KANSAS,2000067
10000,20,69,444,305,347,574,638,KS,Gray,5396,40,,KANSAS,2000069
10000,20,71,444,305,347,574,638,KS,Greeley,1774,40,,KANSAS,2000071
10000,20,73,444,305,347,574,638,KS,Greenwood,7847,40,,KANSAS,2000073
10000,20,75,444,305,347,574,638,KS,Hamilton,2388,40,,KANSAS,2000075
10000,20,77,444,305,347,574,638,KS,Harper,7124,40,,KANSAS,2000077
10000,20,81,444,305,355,574,638,KS,Haskell,3886,40,,KANSAS,2000081
10000,20,83,444,305,347,574,638,KS,Hodgeman,2177,40,,KANSAS,2000083
10000,20,85,444,305,347,574,638,KS,Jackson,11525,40,,KANSAS,2000085
10000,20,87,448,303,344,595,632,KS,Jefferson,15905,40,,KANSAS,2000087
10000,20,89,444,305,347,574,638,KS,Jewell,4251,40,,KANSAS,2000089
10000,20,93,453,337,344,610,670,KS,Kearny,4027,40,,KANSAS,2000093
10000,20,95,444,305,347,574,638,KS,Kingman,8292,40,,KANSAS,2000095
10000,20,97,444,305,347,574,638,KS,Kiowa,3660,40,,KANSAS,2000097
10000,20,99,444,305,347,574,638,KS,Labette,23693,40,,KANSAS,2000099
10000,20,101,444,305,347,574,638,KS,Lane,2375,40,,KANSAS,2000101
10000,20,105,444,305,347,574,638,KS,Lincoln,3653,40,,KANSAS,2000105
10000,20,107,444,305,347,574,638,KS,Linn,8254,40,,KANSAS,2000107
10000,20,109,444,305,347,574,638,KS,Logan,3081,40,,KANSAS,2000109
10000,20,111,444,305,347,574,680,KS,Lyon,34732,40,,KANSAS,2000111
10000,20,113,444,308,347,574,638,KS,McPherson,27268,40,,KANSAS,2000113
10000,20,115,444,305,347,574,638,KS,Marion,12888,40,,KANSAS,2000115
10000,20,117,444,305,347,574,638,KS,Marshall,11705,40,,KANSAS,2000117
10000,20,119,444,305,347,574,638,KS,Meade,4247,40,,KANSAS,2000119
10000,20,123,444,305,347,574,638,KS,Mitchell,7203,40,,KANSAS,2000123
10000,20,125,444,305,347,574,638,KS,Montgomery,38816,40,,KANSAS,2000125
10000,20,127,444,305,347,574,638,KS,Morris,6198,40,,KANSAS,2000127
10000,20,129,444,305,373,574,638,KS,Morton,3480,40,,KANSAS,2000129
10000,20,131,444,305,347,574,638,KS,Nemaha,10446,40,,KANSAS,2000131
10000,20,133,444,305,347,574,638,KS,Neosho,17035,40,,KANSAS,2000133
10000,20,135,444,305,347,574,638,KS,Ness,4033,40,,KANSAS,2000135
10000,20,137,444,305,347,574,638,KS,Norton,5947,40,,KANSAS,2000137
10000,20,139,444,305,347,574,638,KS,Osage,15248,40,,KANSAS,2000139
10000,20,141,444,305,347,574,639,KS,Osborne,4867,40,,KANSAS,2000141
10000,20,143,444,305,347,574,638,KS,Ottawa,5634,40,,KANSAS,2000143
10000,20,145,444,305,347,574,638,KS,Pawnee,7555,40,,KANSAS,2000145
10000,20,147,444,305,347,574,638,KS,Phillips,6590,40,,KANSAS,2000147
10000,20,149,444,305,347,574,652,KS,Pottawatomie,16128,40,,KANSAS,2000149
10000,20,151,444,305,347,585,638,KS,Pratt,9702,40,,KANSAS,2000151
10000,20,153,444,305,347,574,638,KS,Rawlins,3404,40,,KANSAS,2000153
10000,20,155,444,305,347,574,693,KS,Reno,62389,40,,KANSAS,2000155
10000,20,157,444,305,347,574,638,KS,Republic,6482,40,,KANSAS,2000157
10000,20,159,444,305,347,574,638,KS,Rice,10610,40,,KANSAS,2000159
10000,20,161,545,372,410,681,827,KS,Riley,67139,40,,KANSAS,2000161
10000,20,163,444,305,347,574,638,KS,Rooks,6039,40,,KANSAS,2000163
10000,20,165,444,305,347,574,638,KS,Rush,3842,40,,KANSAS,2000165
10000,20,167,444,305,347,574,638,KS,Russell,7835,40,,KANSAS,2000167
10000,20,169,546,400,414,754,763,KS,Saline,49301,40,,KANSAS,2000169
10000,20,171,444,305,347,585,672,KS,Scott,5289,40,,KANSAS,2000171
10000,20,175,538,371,405,674,752,KS,Seward,18743,40,,KANSAS,2000175
10000,20,179,444,305,347,574,638,KS,Sheridan,3043,40,,KANSAS,2000179
10000,20,181,444,305,347,574,638,KS,Sherman,6926,40,,KANSAS,2000181
10000,20,183,444,305,347,574,638,KS,Smith,5078,40,,KANSAS,2000183
10000,20,185,444,305,347,574,638,KS,Stafford,5365,40,,KANSAS,2000185
10000,20,187,444,305,347,574,638,KS,Stanton,2333,40,,KANSAS,2000187
10000,20,189,444,305,348,574,655,KS,Stevens,5048,40,,KANSAS,2000189
10000,20,191,444,305,347,600,638,KS,Sumner,25841,40,,KANSAS,2000191
10000,20,193,444,305,347,574,638,KS,Thomas,8258,40,,KANSAS,2000193
10000,20,195,444,305,347,574,638,KS,Trego,3694,40,,KANSAS,2000195
10000,20,197,444,305,347,574,638,KS,Wabaunsee,6603,40,,KANSAS,2000197
10000,20,199,444,305,347,574,638,KS,Wallace,1821,40,,KANSAS,2000199
10000,20,201,444,305,347,574,638,KS,Washington,7073,40,,KANSAS,2000201
10000,20,203,453,302,344,568,705,KS,Wichita,2758,40,,KANSAS,2000203
10000,20,205,444,305,347,574,638,KS,Wilson,10289,40,,KANSAS,2000205
10000,20,207,444,305,347,574,638,KS,Woodson,4116,40,,KANSAS,2000207
1640,21,15,695,404,519,930,1005,KY,Boone,57589,40,"Cincinnati, OH-KY-IN",KENTUCKY,1640
1640,21,37,695,404,519,930,1005,KY,Campbell,83866,40,"Cincinnati, OH-KY-IN",KENTUCKY,1640
1640,21,117,695,404,519,930,1005,KY,Kenton,142031,40,"Cincinnati, OH-KY-IN",KENTUCKY,1640
1660,21,47,509,387,432,692,713,KY,Christian,68941,40,"Clarksville-Hopkinsville, TN-KY",KENTUCKY,1660
2440,21,101,561,363,432,701,785,KY,Henderson,43044,40,"Evansville-Henderson, IN-KY",KENTUCKY,2440
2910,21,77,504,302,411,632,824,KY,Gallatin,5393,40,"Gallatin County, KY",KENTUCKY,2910
3020,21,81,493,313,372,688,815,KY,Grant,15737,40,"Grant County, KY",KENTUCKY,3020
3400,21,19,506,350,410,645,712,KY,Boyd,51150,40,"Huntington-Ashland, WV-KY-OH",KENTUCKY,3400
3400,21,43,506,350,410,645,712,KY,Carter,24340,40,"Huntington-Ashland, WV-KY-OH",KENTUCKY,3400
3400,21,89,506,350,410,645,712,KY,Greenup,36742,40,"Huntington-Ashland, WV-KY-OH",KENTUCKY,3400
4280,21,17,598,392,488,815,921,KY,Bourbon,19236,40,"Lexington, KY",KENTUCKY,4280
