MSA,State,County,pop100,CountyName,MSAName,FMRType,StateName,State_Alpha,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4
10000,19,85,15666,Harrison County,,40,Iowa,IA,301,372,466,593,653
10000,19,87,20336,Henry County,,40,Iowa,IA,302,384,487,609,690
10000,19,89,9932,Howard County,,40,Iowa,IA,301,372,466,593,682
10000,19,91,10381,Humboldt County,,40,Iowa,IA,301,372,466,593,653
10000,19,93,7837,Ida County,,40,Iowa,IA,308,372,466,593,653
10000,19,95,15671,Iowa County,,40,Iowa,IA,301,372,466,593,653
10000,19,97,20296,Jackson County,,40,Iowa,IA,299,370,466,589,652
10000,19,99,37213,Jasper County,,40,Iowa,IA,299,380,481,601,674
10000,19,101,16181,Jefferson County,,40,Iowa,IA,305,386,513,668,844
10000,19,105,20221,Jones County,,40,Iowa,IA,310,372,466,593,653
10000,19,107,11400,Keokuk County,,40,Iowa,IA,301,372,466,593,653
10000,19,109,17163,Kossuth County,,40,Iowa,IA,301,372,466,593,653
10000,19,111,38052,Lee County,,40,Iowa,IA,306,378,489,613,687
10000,19,115,12183,Louisa County,,40,Iowa,IA,301,372,466,593,653
10000,19,117,9422,Lucas County,,40,Iowa,IA,301,372,466,593,653
10000,19,119,11763,Lyon County,,40,Iowa,IA,301,372,466,593,653
10000,19,121,14019,Madison County,,40,Iowa,IA,297,367,479,613,673
10000,19,123,22335,Mahaska County,,40,Iowa,IA,301,372,466,593,653
10000,19,125,32052,Marion County,,40,Iowa,IA,300,413,505,633,710
10000,19,127,39311,Marshall County,,40,Iowa,IA,337,418,523,663,734
10000,19,129,14547,Mills County,,40,Iowa,IA,297,397,469,589,658
10000,19,131,10874,Mitchell County,,40,Iowa,IA,301,372,466,593,653
10000,19,133,10020,Monona County,,40,Iowa,IA,301,372,466,593,653
10000,19,135,8016,Monroe County,,40,Iowa,IA,301,391,466,593,688
10000,19,137,11771,Montgomery County,,40,Iowa,IA,331,374,466,593,653
10000,19,139,41722,Muscatine County,,40,Iowa,IA,341,423,561,748,784
10000,19,141,15102,O'Brien County,,40,Iowa,IA,301,372,466,593,653
10000,19,143,7003,Osceola County,,40,Iowa,IA,301,372,466,593,653
10000,19,145,16976,Page County,,40,Iowa,IA,301,372,466,593,653
10000,19,147,10147,Palo Alto County,,40,Iowa,IA,301,372,466,593,653
10000,19,149,24849,Plymouth County,,40,Iowa,IA,305,378,495,618,693
10000,19,151,8662,Pocahontas County,,40,Iowa,IA,301,372,466,593,653
10000,19,157,18815,Poweshiek County,,40,Iowa,IA,321,400,513,643,721
10000,19,159,5469,Ringgold County,,40,Iowa,IA,301,372,466,593,653
10000,19,161,11529,Sac County,,40,Iowa,IA,301,372,466,593,653
10000,19,165,13173,Shelby County,,40,Iowa,IA,301,372,466,593,653
10000,19,167,31589,Sioux County,,40,Iowa,IA,301,372,466,593,653
10000,19,169,79981,Story County,,40,Iowa,IA,390,474,560,774,887
10000,19,171,18103,Tama County,,40,Iowa,IA,301,372,466,593,653
10000,19,173,6958,Taylor County,,40,Iowa,IA,301,372,466,593,654
10000,19,175,12309,Union County,,40,Iowa,IA,301,372,466,593,688
10000,19,177,7809,Van Buren County,,40,Iowa,IA,301,372,466,593,653
10000,19,179,36051,Wapello County,,40,Iowa,IA,305,377,477,601,667
10000,19,183,20670,Washington County,,40,Iowa,IA,301,372,466,593,688
10000,19,185,6730,Wayne County,,40,Iowa,IA,301,372,466,593,653
10000,19,187,40235,Webster County,,40,Iowa,IA,300,371,472,594,661
10000,19,189,11723,Winnebago County,,40,Iowa,IA,301,379,466,593,653
10000,19,191,21310,Winneshiek County,,40,Iowa,IA,301,372,466,593,653
10000,19,195,7909,Worth County,,40,Iowa,IA,301,372,466,593,663
10000,19,197,14334,Wright County,,40,Iowa,IA,301,372,466,593,653
3760,20,91,451086,Johnson County,"Kansas City, MO--KS MSA",50,Kansas,KS,471,592,713,987,1094
3760,20,103,68691,Leavenworth County,"Kansas City, MO--KS MSA",50,Kansas,KS,471,592,713,987,1094
3760,20,121,28351,Miami County,"Kansas City, MO--KS MSA",50,Kansas,KS,471,592,713,987,1094
3760,20,209,157882,Wyandotte County,"Kansas City, MO--KS MSA",50,Kansas,KS,471,592,713,987,1094
4150,20,45,99962,Douglas County,"Lawrence, KS MSA",40,Kansas,KS,400,479,613,854,983
8440,20,177,169871,Shawnee County,"Topeka, KS MSA",40,Kansas,KS,377,435,566,765,862
9040,20,15,59482,Butler County,"Wichita, KS MSA",50,Kansas,KS,373,448,599,811,876
9040,20,79,32869,Harvey County,"Wichita, KS MSA",50,Kansas,KS,373,448,599,811,876
9040,20,173,452869,Sedgwick County,"Wichita, KS MSA",50,Kansas,KS,373,448,599,811,876
10000,20,1,14385,Allen County,,40,Kansas,KS,305,346,444,573,637
10000,20,3,8110,Anderson County,,40,Kansas,KS,305,346,444,573,637
10000,20,5,16774,Atchison County,,40,Kansas,KS,305,346,444,573,683
10000,20,7,5307,Barber County,,40,Kansas,KS,305,346,444,573,637
10000,20,9,28205,Barton County,,40,Kansas,KS,305,346,444,573,637
10000,20,11,15379,Bourbon County,,40,Kansas,KS,305,346,444,573,637
10000,20,13,10724,Brown County,,40,Kansas,KS,305,346,444,573,637
10000,20,17,3030,Chase County,,40,Kansas,KS,305,346,444,573,637
10000,20,19,4359,Chautauqua County,,40,Kansas,KS,305,346,444,573,637
10000,20,21,22605,Cherokee County,,40,Kansas,KS,305,346,444,573,637
10000,20,23,3165,Cheyenne County,,40,Kansas,KS,305,346,444,573,637
10000,20,25,2390,Clark County,,40,Kansas,KS,305,346,444,573,637
10000,20,27,8822,Clay County,,40,Kansas,KS,305,346,444,573,637
10000,20,29,10268,Cloud County,,40,Kansas,KS,305,346,444,573,637
10000,20,31,8865,Coffey County,,40,Kansas,KS,314,346,444,573,666
10000,20,33,1967,Comanche County,,40,Kansas,KS,305,346,444,573,637
10000,20,35,36291,Cowley County,,40,Kansas,KS,326,346,444,587,637
10000,20,37,38242,Crawford County,,40,Kansas,KS,309,351,459,581,646
10000,20,39,3472,Decatur County,,40,Kansas,KS,305,346,444,573,637
10000,20,41,19344,Dickinson County,,40,Kansas,KS,305,346,444,573,637
10000,20,43,8249,Doniphan County,,40,Kansas,KS,305,346,444,573,637
10000,20,47,3449,Edwards County,,40,Kansas,KS,305,346,444,573,637
10000,20,49,3261,Elk County,,40,Kansas,KS,305,346,444,573,637
10000,20,51,27507,Ellis County,,40,Kansas,KS,305,346,444,573,637
10000,20,53,6525,Ellsworth County,,40,Kansas,KS,305,346,444,573,637
10000,20,55,40523,Finney County,,40,Kansas,KS,393,419,538,701,885
10000,20,57,32458,Ford County,,40,Kansas,KS,352,418,519,654,736
10000,20,59,24784,Franklin County,,40,Kansas,KS,341,358,462,592,721
10000,20,61,27947,Geary County,,40,Kansas,KS,369,387,485,626,678
10000,20,63,3068,Gove County,,40,Kansas,KS,305,346,444,573,637
10000,20,65,2946,Graham County,,40,Kansas,KS,305,346,444,573,637
10000,20,67,7909,Grant County,,40,Kansas,KS,312,397,455,623,679
10000,20,69,5904,Gray County,,40,Kansas,KS,305,346,444,573,637
10000,20,71,1534,Greeley County,,40,Kansas,KS,305,346,444,573,637
10000,20,73,7673,Greenwood County,,40,Kansas,KS,305,346,444,573,637
10000,20,75,2670,Hamilton County,,40,Kansas,KS,305,346,444,573,637
10000,20,77,6536,Harper County,,40,Kansas,KS,305,346,444,573,637
10000,20,81,4307,Haskell County,,40,Kansas,KS,305,354,444,573,637
10000,20,83,2085,Hodgeman County,,40,Kansas,KS,305,346,444,573,637
10000,20,85,12657,Jackson County,,40,Kansas,KS,305,346,444,573,637
10000,20,87,18426,Jefferson County,,40,Kansas,KS,302,343,448,594,631
10000,20,89,3791,Jewell County,,40,Kansas,KS,305,346,444,573,637
10000,20,93,4531,Kearny County,,40,Kansas,KS,337,343,453,609,670
10000,20,95,8673,Kingman County,,40,Kansas,KS,305,346,444,573,637
10000,20,97,3278,Kiowa County,,40,Kansas,KS,305,346,444,573,637
10000,20,99,22835,Labette County,,40,Kansas,KS,305,346,444,573,637
10000,20,101,2155,Lane County,,40,Kansas,KS,305,346,444,573,637
10000,20,105,3578,Lincoln County,,40,Kansas,KS,305,346,444,573,637
10000,20,107,9570,Linn County,,40,Kansas,KS,305,346,444,573,637
10000,20,109,3046,Logan County,,40,Kansas,KS,305,346,444,573,637
10000,20,111,35935,Lyon County,,40,Kansas,KS,305,346,444,573,680
10000,20,113,29554,McPherson County,,40,Kansas,KS,307,346,444,573,637
10000,20,115,13361,Marion County,,40,Kansas,KS,305,346,444,573,637
10000,20,117,10965,Marshall County,,40,Kansas,KS,305,346,444,573,637
10000,20,119,4631,Meade County,,40,Kansas,KS,305,346,444,573,637
10000,20,123,6932,Mitchell County,,40,Kansas,KS,305,346,444,573,637
10000,20,125,36252,Montgomery County,,40,Kansas,KS,305,346,444,573,637
10000,20,127,6104,Morris County,,40,Kansas,KS,305,346,444,573,637
10000,20,129,3496,Morton County,,40,Kansas,KS,305,373,444,573,637
10000,20,131,10717,Nemaha County,,40,Kansas,KS,305,346,444,573,637
10000,20,133,16997,Neosho County,,40,Kansas,KS,305,346,444,573,637
10000,20,135,3454,Ness County,,40,Kansas,KS,305,346,444,573,637
10000,20,137,5953,Norton County,,40,Kansas,KS,305,346,444,573,637
10000,20,139,16712,Osage County,,40,Kansas,KS,305,346,444,573,637
10000,20,141,4452,Osborne County,,40,Kansas,KS,305,346,444,573,638
10000,20,143,6163,Ottawa County,,40,Kansas,KS,305,346,444,573,637
10000,20,145,7233,Pawnee County,,40,Kansas,KS,305,346,444,573,637
10000,20,147,6001,Phillips County,,40,Kansas,KS,305,346,444,573,637
10000,20,149,18209,Pottawatomie County,,40,Kansas,KS,305,346,444,573,651
10000,20,151,9647,Pratt County,,40,Kansas,KS,305,346,444,585,637
10000,20,153,2966,Rawlins County,,40,Kansas,KS,305,346,444,573,637
10000,20,155,64790,Reno County,,40,Kansas,KS,305,346,444,573,691
10000,20,157,5835,Republic County,,40,Kansas,KS,305,346,444,573,637
10000,20,159,10761,Rice County,,40,Kansas,KS,305,346,444,573,637
10000,20,161,62843,Riley County,,40,Kansas,KS,372,410,545,679,826
10000,20,163,5685,Rooks County,,40,Kansas,KS,305,346,444,573,637
10000,20,165,3551,Rush County,,40,Kansas,KS,305,346,444,573,637
10000,20,167,7370,Russell County,,40,Kansas,KS,305,346,444,573,637
10000,20,169,53597,Saline County,,40,Kansas,KS,401,415,546,755,764
10000,20,171,5120,Scott County,,40,Kansas,KS,305,346,444,585,672
10000,20,175,22510,Seward County,,40,Kansas,KS,372,405,538,675,752
10000,20,179,2813,Sheridan County,,40,Kansas,KS,305,346,444,573,637
10000,20,181,6760,Sherman County,,40,Kansas,KS,305,346,444,573,637
10000,20,183,4536,Smith County,,40,Kansas,KS,305,346,444,573,637
10000,20,185,4789,Stafford County,,40,Kansas,KS,305,346,444,573,637
10000,20,187,2406,Stanton County,,40,Kansas,KS,305,346,444,573,637
10000,20,189,5463,Stevens County,,40,Kansas,KS,305,347,444,573,654
10000,20,191,25946,Sumner County,,40,Kansas,KS,305,346,444,600,637
10000,20,193,8180,Thomas County,,40,Kansas,KS,305,346,444,573,637
10000,20,195,3319,Trego County,,40,Kansas,KS,305,346,444,573,637
10000,20,197,6885,Wabaunsee County,,40,Kansas,KS,305,346,444,573,637
10000,20,199,1749,Wallace County,,40,Kansas,KS,305,346,444,573,637
10000,20,201,6483,Washington County,,40,Kansas,KS,305,346,444,573,637
10000,20,203,2531,Wichita County,,40,Kansas,KS,302,343,453,568,706
10000,20,205,10332,Wilson County,,40,Kansas,KS,305,346,444,573,637
10000,20,207,3788,Woodson County,,40,Kansas,KS,305,346,444,573,637
1640,21,15,85991,Boone County,"Cincinnati, OH--KY--IN PMSA",40,Kentucky,KY,412,528,706,946,1022
1640,21,37,88616,Campbell County,"Cincinnati, OH--KY--IN PMSA",40,Kentucky,KY,412,528,706,946,1022
1640,21,117,151464,Kenton County,"Cincinnati, OH--KY--IN PMSA",40,Kentucky,KY,412,528,706,946,1022
1660,21,47,72265,Christian County,"Clarksville--Hopkinsville, TN--KY MSA",40,Kentucky,KY,388,434,511,695,715
2440,21,101,44829,Henderson County,"Evansville--Henderson, IN--KY MSA",40,Kentucky,KY,365,434,565,705,789
2910,21,77,7870,Gallatin County,Gallatin County MSA*,40,Kentucky,KY,304,414,507,636,830
3020,21,81,22384,Grant County,Grant County MSA*,40,Kentucky,KY,316,376,497,693,821
3400,21,19,49752,Boyd County,"Huntington--Ashland, WV--KY--OH MSA",40,Kentucky,KY,353,414,509,649,716
3400,21,43,26889,Carter County,"Huntington--Ashland, WV--KY--OH MSA",40,Kentucky,KY,353,414,509,649,716
3400,21,89,36891,Greenup County,"Huntington--Ashland, WV--KY--OH MSA",40,Kentucky,KY,353,414,509,649,716
4280,21,17,19360,Bourbon County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4280,21,49,33144,Clark County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4280,21,67,260512,Fayette County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4280,21,113,39041,Jessamine County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4280,21,151,70872,Madison County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4280,21,209,33061,Scott County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4280,21,239,23208,Woodford County,"Lexington, KY MSA",40,Kentucky,KY,393,489,600,816,923
4520,21,29,61236,Bullitt County,"Louisville, KY--IN MSA",40,Kentucky,KY,394,506,622,858,905
4520,21,111,693604,Jefferson County,"Louisville, KY--IN MSA",40,Kentucky,KY,394,506,622,858,905
4520,21,185,46178,Oldham County,"Louisville, KY--IN MSA",40,Kentucky,KY,394,506,622,858,905
5990,21,59,91545,Daviess County,"Owensboro, KY MSA",40,Kentucky,KY,343,355,467,625,655
6070,21,191,14390,Pendleton County,Pendleton County MSA*,40,Kentucky,KY,310,360,477,601,672
10000,21,1,17244,Adair County,,40,Kentucky,KY,286,349,413,547,601
10000,21,3,17800,Allen County,,40,Kentucky,KY,286,334,413,534,601
10000,21,5,19111,Anderson County,,40,Kentucky,KY,312,332,429,536,601
10000,21,7,8286,Ballard County,,40,Kentucky,KY,286,334,413,534,601
10000,21,9,38033,Barren County,,40,Kentucky,KY,286,346,413,534,601
10000,21,11,11085,Bath County,,40,Kentucky,KY,286,334,413,534,601
10000,21,13,30060,Bell County,,40,Kentucky,KY,285,333,416,532,599
10000,21,21,27697,Boyle County,,40,Kentucky,KY,336,340,454,569,637
10000,21,23,8279,Bracken County,,40,Kentucky,KY,286,334,413,534,601
10000,21,25,16100,Breathitt County,,40,Kentucky,KY,286,334,413,534,601
10000,21,27,18648,Breckinridge County,,40,Kentucky,KY,286,334,413,534,601
10000,21,31,13010,Butler County,,40,Kentucky,KY,286,334,413,534,601
10000,21,33,13060,Caldwell County,,40,Kentucky,KY,286,334,413,534,601
10000,21,35,34177,Calloway County,,40,Kentucky,KY,286,334,413,534,601
10000,21,39,5351,Carlisle County,,40,Kentucky,KY,286,334,413,534,601
10000,21,41,10155,Carroll County,,40,Kentucky,KY,286,334,413,534,601
10000,21,45,15447,Casey County,,40,Kentucky,KY,286,334,413,534,601
10000,21,51,24556,Clay County,,40,Kentucky,KY,286,334,413,534,601
10000,21,53,9634,Clinton County,,40,Kentucky,KY,286,334,413,534,601
10000,21,55,9384,Crittenden County,,40,Kentucky,KY,286,334,413,534,601
10000,21,57,7147,Cumberland County,,40,Kentucky,KY,286,334,413,534,601
10000,21,61,11644,Edmonson County,,40,Kentucky,KY,286,334,413,534,601
10000,21,63,6748,Elliott County,,40,Kentucky,KY,286,334,413,534,601
10000,21,65,15307,Estill County,,40,Kentucky,KY,286,334,413,534,601
10000,21,69,13792,Fleming County,,40,Kentucky,KY,286,334,413,534,601
10000,21,71,42441,Floyd County,,40,Kentucky,KY,302,367,413,574,658
10000,21,73,47687,Franklin County,,40,Kentucky,KY,276,407,499,644,813
10000,21,75,7752,Fulton County,,40,Kentucky,KY,286,334,413,534,601
10000,21,79,14792,Garrard County,,40,Kentucky,KY,286,334,413,534,601
10000,21,83,37028,Graves County,,40,Kentucky,KY,286,334,413,534,601
10000,21,85,24053,Grayson County,,40,Kentucky,KY,286,334,413,534,601
10000,21,87,11518,Green County,,40,Kentucky,KY,286,334,413,534,601
10000,21,91,8392,Hancock County,,40,Kentucky,KY,286,334,413,539,638
10000,21,93,94174,Hardin County,,40,Kentucky,KY,356,366,458,616,730
10000,21,95,33202,Harlan County,,40,Kentucky,KY,290,442,503,658,776
10000,21,97,17983,Harrison County,,40,Kentucky,KY,291,341,431,543,665
10000,21,99,17445,Hart County,,40,Kentucky,KY,286,334,413,534,601
10000,21,103,15060,Henry County,,40,Kentucky,KY,286,334,413,534,601
10000,21,105,5262,Hickman County,,40,Kentucky,KY,286,334,413,534,601
10000,21,107,46519,Hopkins County,,40,Kentucky,KY,286,334,413,534,606
10000,21,109,13495,Jackson County,,40,Kentucky,KY,286,334,413,534,601
10000,21,115,23445,Johnson County,,40,Kentucky,KY,286,334,413,534,601
10000,21,119,17649,Knott County,,40,Kentucky,KY,286,334,413,534,601
10000,21,121,31795,Knox County,,40,Kentucky,KY,284,393,502,630,774
10000,21,123,13373,Larue County,,40,Kentucky,KY,286,334,413,534,601
10000,21,125,52715,Laurel County,,40,Kentucky,KY,373,422,500,675,700
10000,21,127,15569,Lawrence County,,40,Kentucky,KY,286,334,413,534,601
10000,21,129,7916,Lee County,,40,Kentucky,KY,286,334,413,534,601
10000,21,131,12401,Leslie County,,40,Kentucky,KY,286,334,413,534,601
10000,21,133,25277,Letcher County,,40,Kentucky,KY,286,334,413,534,601
10000,21,135,14092,Lewis County,,40,Kentucky,KY,286,334,413,534,601
10000,21,137,23361,Lincoln County,,40,Kentucky,KY,286,334,413,534,601
10000,21,139,9804,Livingston County,,40,Kentucky,KY,326,330,438,609,613
10000,21,141,26573,Logan County,,40,Kentucky,KY,286,334,413,545,601
10000,21,143,8080,Lyon County,,40,Kentucky,KY,286,334,413,534,601
10000,21,145,65514,McCracken County,,40,Kentucky,KY,332,356,445,569,731
10000,21,147,17080,McCreary County,,40,Kentucky,KY,286,334,413,534,601
10000,21,149,9938,McLean County,,40,Kentucky,KY,286,334,413,534,601
10000,21,153,13332,Magoffin County,,40,Kentucky,KY,286,334,413,534,601
10000,21,155,18212,Marion County,,40,Kentucky,KY,286,334,413,534,601
10000,21,157,30125,Marshall County,,40,Kentucky,KY,286,341,413,534,643
10000,21,159,12578,Martin County,,40,Kentucky,KY,286,334,413,534,601
10000,21,161,16800,Mason County,,40,Kentucky,KY,286,334,413,534,601
10000,21,163,26349,Meade County,,40,Kentucky,KY,292,363,418,551,688
10000,21,165,6556,Menifee County,,40,Kentucky,KY,286,334,413,534,601
10000,21,167,20817,Mercer County,,40,Kentucky,KY,286,334,413,545,601
10000,21,169,10037,Metcalfe County,,40,Kentucky,KY,286,334,413,534,601
10000,21,171,11756,Monroe County,,40,Kentucky,KY,286,334,413,534,601
10000,21,173,22554,Montgomery County,,40,Kentucky,KY,286,334,413,534,601
10000,21,175,13948,Morgan County,,40,Kentucky,KY,286,334,413,534,601
10000,21,177,31839,Muhlenberg County,,40,Kentucky,KY,286,334,413,534,601
10000,21,179,37477,Nelson County,,40,Kentucky,KY,314,334,426,534,601
10000,21,181,6813,Nicholas County,,40,Kentucky,KY,286,334,413,534,601
10000,21,183,22916,Ohio County,,40,Kentucky,KY,286,334,413,534,601
10000,21,187,10547,Owen County,,40,Kentucky,KY,286,334,413,534,615
10000,21,189,4858,Owsley County,,40,Kentucky,KY,286,334,413,534,601
10000,21,193,29390,Perry County,,40,Kentucky,KY,319,333,429,537,601
10000,21,195,68736,Pike County,,40,Kentucky,KY,308,351,427,535,632
10000,21,197,13237,Powell County,,40,Kentucky,KY,286,334,413,534,601
10000,21,199,56217,Pulaski County,,40,Kentucky,KY,309,329,417,526,591
10000,21,201,2266,Robertson County,,40,Kentucky,KY,286,334,413,534,601
10000,21,203,16582,Rockcastle County,,40,Kentucky,KY,286,334,413,534,601
10000,21,205,22094,Rowan County,,40,Kentucky,KY,286,334,413,534,622
10000,21,207,16315,Russell County,,40,Kentucky,KY,286,334,413,534,601
10000,21,211,33337,Shelby County,,40,Kentucky,KY,286,377,423,590,600
10000,21,213,16405,Simpson County,,40,Kentucky,KY,283,354,415,529,594
10000,21,215,11766,Spencer County,,40,Kentucky,KY,286,341,413,534,601
10000,21,217,22927,Taylor County,,40,Kentucky,KY,350,415,464,620,703
10000,21,219,11971,Todd County,,40,Kentucky,KY,286,334,413,534,601
10000,21,221,12597,Trigg County,,40,Kentucky,KY,286,334,413,534,601
10000,21,223,8125,Trimble County,,40,Kentucky,KY,286,334,413,534,601
10000,21,225,15637,Union County,,40,Kentucky,KY,286,334,413,534,601
10000,21,227,92522,Warren County,,40,Kentucky,KY,287,371,496,619,717
10000,21,229,10916,Washington County,,40,Kentucky,KY,286,339,413,534,601
10000,21,231,19923,Wayne County,,40,Kentucky,KY,286,334,413,534,601
10000,21,233,14120,Webster County,,40,Kentucky,KY,286,334,413,534,601
10000,21,235,35865,Whitley County,,40,Kentucky,KY,286,334,413,534,601
10000,21,237,7065,Wolfe County,,40,Kentucky,KY,286,334,413,534,601
220,22,79,126337,Rapides Parish,"Alexandria, LA MSA",40,Louisiana,LA,326,407,510,707,719
760,22,5,76627,Ascension Parish,"Baton Rouge, LA MSA",50,Louisiana,LA,347,430,535,741,876
760,22,33,412852,East Baton Rouge Parish,"Baton Rouge, LA MSA",50,Louisiana,LA,347,430,535,741,876
760,22,63,91814,Livingston Parish,"Baton Rouge, LA MSA",50,Louisiana,LA,347,430,535,741,876
760,22,121,21601,West Baton Rouge Parish,"Baton Rouge, LA MSA",50,Louisiana,LA,347,430,535,741,876
3350,22,57,89974,Lafourche Parish,"Houma, LA MSA",40,Louisiana,LA,320,374,480,665,788
3350,22,109,104503,Terrebonne Parish,"Houma, LA MSA",40,Louisiana,LA,320,374,480,665,788
3880,22,1,58861,Acadia Parish,"Lafayette, LA MSA",40,Louisiana,LA,339,391,465,640,757
3880,22,55,190503,Lafayette Parish,"Lafayette, LA MSA",40,Louisiana,LA,334,385,458,630,746
3880,22,97,87700,St. Landry Parish,"Lafayette, LA MSA",40,Louisiana,LA,344,397,472,649,769
3880,22,99,48583,St. Martin Parish,"Lafayette, LA MSA",40,Louisiana,LA,334,385,458,630,746
3960,22,19,183577,Calcasieu Parish,"Lake Charles, LA MSA",40,Louisiana,LA,378,439,557,729,913
5200,22,73,147250,Ouachita Parish,"Monroe, LA MSA",40,Louisiana,LA,353,395,527,710,737
5560,22,51,455466,Jefferson Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
5560,22,71,484674,Orleans Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
5560,22,75,26757,Plaquemines Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
5560,22,87,67229,St. Bernard Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
5560,22,89,48072,St. Charles Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
5560,22,95,43044,St. John the Baptist Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
5560,22,103,191268,St. Tammany Parish,"New Orleans, LA MSA",40,Louisiana,LA,489,561,699,951,1151
6990,22,93,21216,St. James Parish,St. James Parish MSA*,40,Louisiana,LA,325,368,490,609,683
7680,22,15,98310,Bossier Parish,"Shreveport--Bossier City, LA MSA",40,Louisiana,LA,393,448,561,751,922
7680,22,17,252161,Caddo Parish,"Shreveport--Bossier City, LA MSA",40,Louisiana,LA,393,448,561,751,922
7680,22,119,41831,Webster Parish,"Shreveport--Bossier City, LA MSA",40,Louisiana,LA,393,448,561,751,922
10000,22,3,25440,Allen Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,7,23388,Assumption Parish,,40,Louisiana,LA,330,356,422,530,591
10000,22,9,41481,Avoyelles Parish,,40,Louisiana,LA,307,334,412,539,605
10000,22,11,32986,Beauregard Parish,,40,Louisiana,LA,371,405,479,625,690
10000,22,13,15752,Bienville Parish,,40,Louisiana,LA,307,334,412,547,646
10000,22,21,10560,Caldwell Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,23,9991,Cameron Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,25,10920,Catahoula Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,27,16851,Claiborne Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,29,20247,Concordia Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,31,25494,De Soto Parish,,40,Louisiana,LA,307,334,412,539,607
10000,22,35,9421,East Carroll Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,37,21360,East Feliciana Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,39,35434,Evangeline Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,41,21263,Franklin Parish,,40,Louisiana,LA,307,334,412,539,607
10000,22,43,18698,Grant Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,45,73266,Iberia Parish,,40,Louisiana,LA,327,340,423,542,605
10000,22,47,33320,Iberville Parish,,40,Louisiana,LA,307,334,412,539,620
10000,22,49,15397,Jackson Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,53,31435,Jefferson Davis Parish,,40,Louisiana,LA,307,334,412,539,611
10000,22,59,14282,La Salle Parish,,40,Louisiana,LA,307,334,412,539,607
10000,22,61,42509,Lincoln Parish,,40,Louisiana,LA,360,362,451,619,742
10000,22,65,13728,Madison Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,67,31021,Morehouse Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,69,39080,Natchitoches Parish,,40,Louisiana,LA,326,333,432,598,602
10000,22,77,22763,Pointe Coupee Parish,,40,Louisiana,LA,307,334,412,539,653
10000,22,81,9622,Red River Parish,,40,Louisiana,LA,307,334,412,539,607
10000,22,83,20981,Richland Parish,,40,Louisiana,LA,307,334,412,539,607
10000,22,85,23459,Sabine Parish,,40,Louisiana,LA,307,342,412,539,635
10000,22,91,10525,St. Helena Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,101,53500,St. Mary Parish,,40,Louisiana,LA,334,359,450,614,640
10000,22,105,100588,Tangipahoa Parish,,40,Louisiana,LA,327,340,438,574,611
10000,22,107,6618,Tensas Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,111,22803,Union Parish,,40,Louisiana,LA,307,334,412,539,607
10000,22,113,53807,Vermilion Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,115,52531,Vernon Parish,,40,Louisiana,LA,346,386,439,569,672
10000,22,117,43926,Washington Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,123,12314,West Carroll Parish,,40,Louisiana,LA,307,334,412,539,601
10000,22,125,15111,West Feliciana Parish,,40,Louisiana,LA,302,395,528,660,741
10000,22,127,16894,Winn Parish,,40,Louisiana,LA,307,334,412,539,601
730,23,19,87262,Penobscot County,"Bangor, ME MSA",40,Maine,ME,403,492,631,825,885
730,23,27,3602,Waldo County,"Bangor, ME MSA",40,Maine,ME,403,492,631,825,885
4240,23,1,90830,Androscoggin County,"Lewiston--Auburn, ME MSA",40,Maine,ME,375,453,582,728,827
6400,23,5,219712,Cumberland County,"Portland, ME MSA",40,Maine,ME,530,683,899,1126,1260
6400,23,31,23825,York County,"Portland, ME MSA",40,Maine,ME,530,683,899,1126,1260
