"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","20",18,2,0,0,0
"2","Albany* GA MSA","51",51,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","206",198,2,0,6,1
"4","Albuquerque* NM MSA","467",459,0,8,0,0
"5","Alexandria* LA MSA","34",31,0,3,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","169",163,2,4,0,0
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","43",43,0,0,0,0
"9","Anchorage* AK MSA","258",89,54,3,112,14
"10","Anniston* AL MSA","21",21,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","259",133,12,0,114,11
"12","Asheville* NC MSA","110",102,4,4,0,0
"13","Athens* GA MSA","88",72,16,0,0,0
"14","Atlanta  GA MSA","5709",4285,16,29,1379,38
"15","Auburn-Opelika* AL MSA","27",27,0,0,0,0
"16","Augusta-Aiken* GA-SC MSA","223",219,4,0,0,0
"17","Austin-San Marcos* TX MSA","817",449,8,0,360,19
"18","Bakersfield* CA MSA","264",250,2,3,9,1
"19","Bangor* ME MSA","31",29,2,0,0,0
"20","Barnstable-Yarmouth* MA MSA","153",88,0,0,65,3
"21","Baton Rouge* LA MSA","106",106,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","41",41,0,0,0,0
"23","Bellingham* WA MSA","150",93,8,3,46,3
"24","Benton Harbor* MI MSA","16",16,0,0,0,0
"25","Billings* MT MSA","60",60,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","188",186,2,0,0,0
"27","Binghamton* NY MSA","6",6,0,0,0,0
"28","Birmingham* AL MSA","403",381,0,0,22,3
"29","Bismarck* ND MSA","48",38,4,6,0,0
"30","Bloomington* IN MSA","53",41,0,0,12,2
"31","Bloomington-Normal* IL MSA","175",105,2,0,68,4
"32","Boise City* ID MSA","555",484,8,4,59,3
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1449",1236,68,24,121,10
"34","Brownsville-Harlingen-San  Benito* TX MSA","267",232,8,14,13,2
"35","Bryan-College Station* TX MSA","65",65,0,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","232",161,0,0,71,4
"37","Burlington* VT MSA","72",65,4,3,0,0
"38","Canton-Massillon* OH MSA","88",88,0,0,0,0
"39","Casper* WY MSA","9",9,0,0,0,0
"40","Cedar Rapids* IA MSA","149",67,8,28,46,5
"41","Champaign-Urbana* IL MSA","46",38,8,0,0,0
"42","Charleston-North  Charleston* SC MSA","388",328,0,0,60,6
"43","Charleston* WV MSA","30",30,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1759",1480,4,3,272,17
"45","Charlottesville* VA MSA","123",103,4,0,16,3
"46","Chattanooga* TN-GA MSA","189",168,8,8,5,1
"47","Cheyenne* WY MSA","22",22,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4351",3017,46,107,1181,72
"49","Chico-Paradise* CA MSA","133",115,18,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1177",969,20,33,155,16
"51","Clarksville-Hopkinsville*  TN-KY MSA","104",101,0,3,0,0
"52","Cleveland-Akron  OH CMSA","1007",913,14,28,52,5
"53","Colorado Springs* CO MSA","545",531,0,8,6,1
"54","Columbia* MO MSA","91",83,0,0,8,1
"55","Columbia* SC MSA","378",375,0,3,0,0
"56","Columbus* GA-AL MSA","109",96,8,0,5,1
"57","Columbus  OH MSA","1392",961,10,122,299,24
"58","Corpus Christi* TX MSA","86",78,0,8,0,0
"59","Corvallis OR MSA*","24",17,2,0,5,1
"60","Cumberland* MD-WV MSA","14",14,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3492",3010,12,0,470,51
"62","Danville* VA MSA","27",27,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","55",55,0,0,0,0
"64","Dayton-Springfield* OH MSA","173",161,4,8,0,0
"65","Daytona Beach* FL MSA","811",533,10,0,268,13
"66","Decatur* Al MSA","28",28,0,0,0,0
"67","Decatur* IL MSA","20",20,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","3234",1814,50,46,1324,59
"69","Des Moines* IA MSA","301",232,6,22,41,5
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2168",1858,14,66,230,21
"71","Dothan* AL MSA","52",29,0,23,0,0
"72","Dover* DE MSA","102",102,0,0,0,0
"73","Dubuque* IA MSA","38",33,2,3,0,0
"74","Duluth-Superior* MN-WI MSA","73",62,2,4,5,1
"75","Eau Claire* WI MSA","80",64,4,12,0,0
"76","El Paso* TX MSA","299",275,6,12,6,1
"77","Elkhart-Goshen* IN MSA","135",91,4,4,36,1
"78","Elmira* NY MSA","6",6,0,0,0,0
"79","Enid* OK MSA","105",5,4,0,96,6
"80","Erie* PA MSA","41",34,0,0,7,1
"81","Eugene-Springfield* OR MSA","125",121,4,0,0,0
"82","Evansville-Henderson* IN-KY  MSA","125",120,2,3,0,0
"83","Fargo-Moorhead* ND-MN MSA","193",65,0,0,128,3
"84","Fayetteville* NC MSA","88",88,0,0,0,0
"85","Fayetteville-Springdale-  Rogers* AR MSA","391",178,0,0,213,25
"86","Flagstaff* AZ-UT MSA","115",115,0,0,0,0
"87","Florence* AL MSA","5",5,0,0,0,0
"88","Florence* SC MSA","57",49,0,0,8,1
"89","Fort Collins-Loveland* CO MSA","423",266,0,36,121,10
"90","Fort Myers-Cape Coral* FL MSA","1102",666,56,20,360,32
"91","Fort Pierce-Port St. Lucie*  FL MSA","316",308,4,4,0,0
"92","Fort Smith* AR-OK MSA","39",35,4,0,0,0
"93","Fort Walton Beach* FL MSA","109",100,0,3,6,1
"94","Fort Wayne* IN MSA","276",228,8,0,40,5
"95","Fresno  CA MSA","406",374,4,9,19,3
"96","Gadsden* AL MSA","5",5,0,0,0,0
"97","Gainesville* FL MSA","324",113,0,0,211,17
"98","Glens Falls* NY MSA","35",35,0,0,0,0
"99","Goldsboro* NC MSA","36",34,2,0,0,0
"100","Grand Forks* ND-MN MSA","2",0,2,0,0,0
"101","Grand Junction* CO MSA","85",85,0,0,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","682",632,12,4,34,5
"103","Great Falls* MT MSA","25",19,0,0,6,1
"104","Green Bay* WI MSA","206",79,6,0,121,9
"105","Greensboro--Winston-Salem--  High Point  NC MSA","776",752,4,4,16,1
"106","Greenville* NC MSA","273",102,4,0,167,16
"107","Greenville-Spartanburg-  Anderson* SC MSA","584",546,14,0,24,1
