Code,Code,Code,County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
CN011070,01,107,"Pickens County, AL",2004,"7,923     ","7,387     ",536     ,6.8     
CN011090,01,109,"Pike County, AL",2004,"14,929     ","14,213     ",716     ,4.8     
CN011110,01,111,"Randolph County, AL",2004,"9,927     ","9,331     ",596     ,6.0     
CN011130,01,113,"Russell County, AL",2004,"21,106     ","19,874     ","1,232     ",5.8     
CN011150,01,115,"St. Clair County, AL",2004,"32,766     ","31,308     ","1,458     ",4.4     
PA011100,01,117,"Shelby County, AL",2004,"90,802     ","88,072     ","2,730     ",3.0     
CN011190,01,119,"Sumter County, AL",2004,"4,899     ","4,481     ",418     ,8.5     
PA010800,01,121,"Talladega County, AL",2004,"38,356     ","36,038     ","2,318     ",6.0     
CN011230,01,123,"Tallapoosa County, AL",2004,"18,160     ","17,155     ","1,005     ",5.5     
PS010220,01,125,"Tuscaloosa County, AL",2004,"82,483     ","79,010     ","3,473     ",4.2     
PA010850,01,127,"Walker County, AL",2004,"29,820     ","28,197     ","1,623     ",5.4     
CN011290,01,129,"Washington County, AL",2004,"6,832     ","6,249     ",583     ,8.5     
CN011310,01,131,"Wilcox County, AL",2004,"3,658     ","3,263     ",395     ,10.8     
CN011330,01,133,"Winston County, AL",2004,"10,207     ","9,543     ",664     ,6.5     
CN020130,02,013,"Aleutians East Borough, AK",2004,"1,124     ","1,027     ",97     ,8.6     
CN020100,02,016,"Aleutians West Census Area, AK",2004,"3,100     ","2,901     ",199     ,6.4     
CN020200,02,020,"Anchorage Borough/municipality, AK",2004,"147,659     ","138,971     ","8,688     ",5.9     
CN020500,02,050,"Bethel Census Area, AK",2004,"7,066     ","6,178     ",888     ,12.6     
CN020600,02,060,"Bristol Bay Borough, AK",2004,"1,049     ",983     ,66     ,6.3     
CN020680,02,068,"Denali Borough, AK",2004,"1,528     ","1,408     ",120     ,7.9     
CN020700,02,070,"Dillingham Census Area, AK",2004,"2,067     ","1,844     ",223     ,10.8     
CN020900,02,090,"Fairbanks North Star Borough, AK",2004,"44,462     ","41,616     ","2,846     ",6.4     
CN021000,02,100,"Haines Borough, AK",2004,"1,421     ","1,281     ",140     ,9.9     
CN021100,02,110,"Juneau Borough/city, AK",2004,"18,102     ","17,051     ","1,051     ",5.8     
CN021220,02,122,"Kenai Peninsula Borough, AK",2004,"25,538     ","23,109     ","2,429     ",9.5     
CN021300,02,130,"Ketchikan Gateway Borough, AK",2004,"7,948     ","7,357     ",591     ,7.4     
CN021500,02,150,"Kodiak Island Borough, AK",2004,"6,228     ","5,684     ",544     ,8.7     
CN021640,02,164,"Lake and Peninsula Borough, AK",2004,922     ,832     ,90     ,9.8     
CN021700,02,170,"Matanuska-Susitna Borough, AK",2004,"34,782     ","31,899     ","2,883     ",8.3     
CN021800,02,180,"Nome Census Area, AK",2004,"3,983     ","3,523     ",460     ,11.5     
CN021850,02,185,"North Slope Borough, AK",2004,"3,700     ","3,324     ",376     ,10.2     
CN021880,02,188,"Northwest Arctic Borough, AK",2004,"2,894     ","2,511     ",383     ,13.2     
CN022010,02,201,"Prince of Wales-Outer Ketchikan Census Area, AK",2004,"2,575     ","2,229     ",346     ,13.4     
CN022200,02,220,"Sitka Borough/city, AK",2004,"4,621     ","4,332     ",289     ,6.3     
CN022310,02,232,"Skagway-Hoonah-Angoon Census Area, AK",2004,"1,777     ","1,544     ",233     ,13.1     
CN022400,02,240,"Southeast Fairbanks Census Area, AK",2004,"2,788     ","2,455     ",333     ,11.9     
CN022610,02,261,"Valdez-Cordova Census Area, AK",2004,"5,427     ","4,891     ",536     ,9.9     
CN022700,02,270,"Wade Hampton Census Area, AK",2004,"2,522     ","2,016     ",506     ,20.1     
CN022800,02,280,"Wrangell-Petersburg Census Area, AK",2004,"2,942     ","2,581     ",361     ,12.3     
CN022820,02,282,"Yakutat Borough, AK",2004,308     ,275     ,33     ,10.7     
CN022900,02,290,"Yukon-Koyukuk Census Area, AK",2004,"3,327     ","2,932     ",395     ,11.9     
PA040800,04,001,"Apache County, AZ",2004,"20,342     ","18,032     ","2,310     ",11.4     
PA040400,04,003,"Cochise County, AZ",2004,"54,559     ","51,877     ","2,682     ",4.9     
PA040600,04,005,"Coconino County, AZ",2004,"66,832     ","63,302     ","3,530     ",5.3     
CN040070,04,007,"Gila County, AZ",2004,"20,708     ","19,392     ","1,316     ",6.4     
CN040090,04,009,"Graham County, AZ",2004,"12,055     ","11,260     ",795     ,6.6     
CN040110,04,011,"Greenlee County, AZ",2004,"3,438     ","3,263     ",175     ,5.1     
CN040120,04,012,"La Paz County, AZ",2004,"7,604     ","7,097     ",507     ,6.7     
CN040130,04,013,"Maricopa County, AZ",2004,"1,784,625     ","1,706,254     ","78,371     ",4.4     
PA040900,04,015,"Mohave County, AZ",2004,"84,476     ","80,783     ","3,693     ",4.4     
PA040550,04,017,"Navajo County, AZ",2004,"37,803     ","34,613     ","3,190     ",8.4     
CN040190,04,019,"Pima County, AZ",2004,"438,031     ","417,753     ","20,278     ",4.6     
PA040450,04,021,"Pinal County, AZ",2004,"81,729     ","76,861     ","4,868     ",6.0     
CN040230,04,023,"Santa Cruz County, AZ",2004,"15,578     ","14,108     ","1,470     ",9.4     
PA040700,04,025,"Yavapai County, AZ",2004,"87,663     ","83,643     ","4,020     ",4.6     
PA040500,04,027,"Yuma County, AZ",2004,"73,521     ","62,039     ","11,482     ",15.6     
CN050010,05,001,"Arkansas County, AR",2004,"10,794     ","10,157     ",637     ,5.9     
CN050030,05,003,"Ashley County, AR",2004,"9,632     ","8,734     ",898     ,9.3     
CN050050,05,005,"Baxter County, AR",2004,"16,351     ","15,352     ",999     ,6.1     
PA050250,05,007,"Benton County, AR",2004,"92,605     ","89,299     ","3,306     ",3.6     
CN050090,05,009,"Boone County, AR",2004,"16,141     ","15,197     ",944     ,5.8     
CN050110,05,011,"Bradley County, AR",2004,"5,517     ","5,098     ",419     ,7.6     
CN050130,05,013,"Calhoun County, AR",2004,"2,574     ","2,401     ",173     ,6.7     
CN050150,05,015,"Carroll County, AR",2004,"13,294     ","12,654     ",640     ,4.8     
CN050170,05,017,"Chicot County, AR",2004,"4,887     ","4,357     ",530     ,10.8     
CN050190,05,019,"Clark County, AR",2004,"11,030     ","10,357     ",673     ,6.1     
CN050210,05,021,"Clay County, AR",2004,"7,273     ","6,694     ",579     ,8.0     
CN050230,05,023,"Cleburne County, AR",2004,"11,042     ","10,454     ",588     ,5.3     
CN050250,05,025,"Cleveland County, AR",2004,"4,131     ","3,858     ",273     ,6.6     
CN050270,05,027,"Columbia County, AR",2004,"10,729     ","10,037     ",692     ,6.4     
CN050290,05,029,"Conway County, AR",2004,"9,384     ","8,850     ",534     ,5.7     
PA050300,05,031,"Craighead County, AR",2004,"43,980     ","41,615     ","2,365     ",5.4     
CN050330,05,033,"Crawford County, AR",2004,"26,097     ","24,772     ","1,325     ",5.1     
PA050700,05,035,"Crittenden County, AR",2004,"21,713     ","20,233     ","1,480     ",6.8     
CN050370,05,037,"Cross County, AR",2004,"8,513     ","7,830     ",683     ,8.0     
CN050390,05,039,"Dallas County, AR",2004,"3,765     ","3,488     ",277     ,7.4     
CN050410,05,041,"Desha County, AR",2004,"5,996     ","5,460     ",536     ,8.9     
CN050430,05,043,"Drew County, AR",2004,"8,590     ","7,917     ",673     ,7.8     
CN050450,05,045,"Faulkner County, AR",2004,"49,627     ","47,195     ","2,432     ",4.9     
CN050470,05,047,"Franklin County, AR",2004,"8,135     ","7,750     ",385     ,4.7     
CN050490,05,049,"Fulton County, AR",2004,"4,954     ","4,657     ",297     ,6.0     
PA050400,05,051,"Garland County, AR",2004,"40,424     ","37,961     ","2,463     ",6.1     
CN050530,05,053,"Grant County, AR",2004,"8,378     ","7,924     ",454     ,5.4     
CN050550,05,055,"Greene County, AR",2004,"17,731     ","16,656     ","1,075     ",6.1     
CN050570,05,057,"Hempstead County, AR",2004,"10,787     ","10,156     ",631     ,5.8     
CN050590,05,059,"Hot Spring County, AR",2004,"14,546     ","13,673     ",873     ,6.0     
CN050610,05,061,"Howard County, AR",2004,"6,336     ","5,959     ",377     ,6.0     
CN050630,05,063,"Independence County, AR",2004,"17,304     ","16,224     ","1,080     ",6.2     
CN050650,05,065,"Izard County, AR",2004,"5,180     ","4,826     ",354     ,6.8     
CN050670,05,067,"Jackson County, AR",2004,"7,761     ","7,096     ",665     ,8.6     
CN050690,05,069,"Jefferson County, AR",2004,"36,313     ","33,501     ","2,812     ",7.7     
CN050710,05,071,"Johnson County, AR",2004,"10,776     ","10,201     ",575     ,5.3     
CN050730,05,073,"Lafayette County, AR",2004,"3,277     ","3,045     ",232     ,7.1     
CN050750,05,075,"Lawrence County, AR",2004,"7,511     ","6,915     ",596     ,7.9     
CN050770,05,077,"Lee County, AR",2004,"3,430     ","3,049     ",381     ,11.1     
CN050790,05,079,"Lincoln County, AR",2004,"5,126     ","4,735     ",391     ,7.6     
CN050810,05,081,"Little River County, AR",2004,"6,410     ","6,099     ",311     ,4.9     
CN050830,05,083,"Logan County, AR",2004,"9,883     ","9,356     ",527     ,5.3     
CN050850,05,085,"Lonoke County, AR",2004,"28,916     ","27,580     ","1,336     ",4.6     
CN050870,05,087,"Madison County, AR",2004,"7,391     ","7,091     ",300     ,4.1     
CN050890,05,089,"Marion County, AR",2004,"6,521     ","6,135     ",386     ,5.9     
CN050910,05,091,"Miller County, AR",2004,"18,754     ","17,849     ",905     ,4.8     
PA050500,05,093,"Mississippi County, AR",2004,"19,617     ","17,675     ","1,942     ",9.9     
CN050950,05,095,"Monroe County, AR",2004,"3,807     ","3,542     ",265     ,7.0     
CN050970,05,097,"Montgomery County, AR",2004,"4,205     ","3,980     ",225     ,5.4     
CN050990,05,099,"Nevada County, AR",2004,"4,349     ","4,090     ",259     ,6.0     
CN051010,05,101,"Newton County, AR",2004,"3,557     ","3,341     ",216     ,6.1     
CN051030,05,103,"Ouachita County, AR",2004,"12,239     ","11,413     ",826     ,6.7     
CN051050,05,105,"Perry County, AR",2004,"4,827     ","4,556     ",271     ,5.6     
CN051070,05,107,"Phillips County, AR",2004,"8,969     ","8,163     ",806     ,9.0     
CN051090,05,109,"Pike County, AR",2004,"5,086     ","4,813     ",273     ,5.4     
CN051110,05,111,"Poinsett County, AR",2004,"11,181     ","10,475     ",706     ,6.3     
CN051130,05,113,"Polk County, AR",2004,"8,381     ","7,883     ",498     ,5.9     
CN051150,05,115,"Pope County, AR",2004,"27,340     ","25,892     ","1,448     ",5.3     
CN051170,05,117,"Prairie County, AR",2004,"4,341     ","4,114     ",227     ,5.2     
CN051190,05,119,"Pulaski County, AR",2004,"184,879     ","175,407     ","9,472     ",5.1     
CN051210,05,121,"Randolph County, AR",2004,"7,674     ","7,047     ",627     ,8.2     
CN051230,05,123,"St. Francis County, AR",2004,"10,582     ","9,616     ",966     ,9.1     
PA050800,05,125,"Saline County, AR",2004,"45,048     ","42,991     ","2,057     ",4.6     
CN051270,05,127,"Scott County, AR",2004,"4,554     ","4,322     ",232     ,5.1     
CN051290,05,129,"Searcy County, AR",2004,"3,314     ","3,127     ",187     ,5.6     
CN051310,05,131,"Sebastian County, AR",2004,"57,033     ","54,341     ","2,692     ",4.7     
CN051330,05,133,"Sevier County, AR",2004,"7,477     ","7,135     ",342     ,4.6     
CN051350,05,135,"Sharp County, AR",2004,"6,441     ","5,939     ",502     ,7.8     
CN051370,05,137,"Stone County, AR",2004,"4,442     ","4,112     ",330     ,7.4     
CN051390,05,139,"Union County, AR",2004,"19,645     ","18,216     ","1,429     ",7.3     
CN051410,05,141,"Van Buren County, AR",2004,"6,890     ","6,413     ",477     ,6.9     
CN051430,05,143,"Washington County, AR",2004,"93,844     ","90,297     ","3,547     ",3.8     
PA050900,05,145,"White County, AR",2004,"31,668     ","29,660     ","2,008     ",6.3     
CN051470,05,147,"Woodruff County, AR",2004,"3,473     ","3,129     ",344     ,9.9     
CN051490,05,149,"Yell County, AR",2004,"9,918     ","9,424     ",494     ,5.0     
CN060010,06,001,"Alameda County, CA",2004,"744,532     ","700,700     ","43,832     ",5.9     
CN060030,06,003,"Alpine County, CA",2004,536     ,493     ,43     ,8.0     
CN060050,06,005,"Amador County, CA",2004,"16,973     ","15,989     ",984     ,5.8     
PS060150,06,007,"Butte County, CA",2004,"97,824     ","90,590     ","7,234     ",7.4     
CN060090,06,009,"Calaveras County, CA",2004,"20,036     ","18,672     ","1,364     ",6.8     
CN060110,06,011,"Colusa County, CA",2004,"9,553     ","8,245     ","1,308     ",13.7     
CN060130,06,013,"Contra Costa County, CA",2004,"509,743     ","481,978     ","27,765     ",5.4     
CN060150,06,015,"Del Norte County, CA",2004,"10,669     ","9,807     ",862     ,8.1     
PA063750,06,017,"El Dorado County, CA",2004,"89,184     ","84,473     ","4,711     ",5.3     
CN060190,06,019,"Fresno County, CA",2004,"405,980     ","363,487     ","42,493     ",10.5     
CN060210,06,021,"Glenn County, CA",2004,"11,499     ","10,422     ","1,077     ",9.4     
PS060300,06,023,"Humboldt County, CA",2004,"60,641     ","56,694     ","3,947     ",6.5     
PS060350,06,025,"Imperial County, CA",2004,"59,707     ","49,509     ","10,198     ",17.1     
CN060270,06,027,"Inyo County, CA",2004,"9,283     ","8,787     ",496     ,5.3     
PS060400,06,029,"Kern County, CA",2004,"315,752     ","284,405     ","31,347     ",9.9     
PA062730,06,031,"Kings County, CA",2004,"53,384     ","47,490     ","5,894     ",11.0     
CN060330,06,033,"Lake County, CA",2004,"25,870     ","23,525     ","2,345     ",9.1     
CN060350,06,035,"Lassen County, CA",2004,"12,230     ","11,299     ",931     ,7.6     
CN060370,06,037,"Los Angeles County, CA",2004,"4,764,553     ","4,454,108     ","310,445     ",6.5     
PA064200,06,039,"Madera County, CA",2004,"61,353     ","55,719     ","5,634     ",9.2     
PS060550,06,041,"Marin County, CA",2004,"129,651     ","123,903     ","5,748     ",4.4     
CN060430,06,043,"Mariposa County, CA",2004,"8,603     ","8,025     ",578     ,6.7     
PA063550,06,045,"Mendocino County, CA",2004,"44,033     ","41,198     ","2,835     ",6.4     
PS060600,06,047,"Merced County, CA",2004,"98,035     ","87,301     ","10,734     ",10.9     
CN060490,06,049,"Modoc County, CA",2004,"4,065     ","3,708     ",357     ,8.8     
CN060510,06,051,"Mono County, CA",2004,"8,319     ","7,897     ",422     ,5.1     
PS060620,06,053,"Monterey County, CA",2004,"208,062     ","190,776     ","17,286     ",8.3     
PA063600,06,055,"Napa County, CA",2004,"71,444     ","68,044     ","3,400     ",4.8     
PA065000,06,057,"Nevada County, CA",2004,"48,885     ","46,285     ","2,600     ",5.3     
PS060670,06,059,"Orange County, CA",2004,"1,575,114     ","1,508,047     ","67,067     ",4.3     
PS061500,06,061,"Placer County, CA",2004,"159,135     ","151,497     ","7,638     ",4.8     
CN060630,06,063,"Plumas County, CA",2004,"10,439     ","9,413     ","1,026     ",9.8     
CN060650,06,065,"Riverside County, CA",2004,"820,902     ","771,592     ","49,310     ",6.0     
PS061350,06,067,"Sacramento County, CA",2004,"661,641     ","624,403     ","37,238     ",5.6     
CN060690,06,069,"San Benito County, CA",2004,"25,179     ","22,763     ","2,416     ",9.6     
CN060710,06,071,"San Bernardino County, CA",2004,"832,439     ","784,354     ","48,085     ",5.8     
PS060850,06,073,"San Diego County, CA",2004,"1,484,244     ","1,413,918     ","70,326     ",4.7     
PS060900,06,075,"San Francisco County/city, CA",2004,"420,147     ","395,796     ","24,351     ",5.8     
PS061080,06,077,"San Joaquin County, CA",2004,"282,553     ","257,801     ","24,752     ",8.8     
CN060790,06,079,"San Luis Obispo County, CA",2004,"130,049     ","124,089     ","5,960     ",4.6     
PS061000,06,081,"San Mateo County, CA",2004,"362,886     ","345,214     ","17,672     ",4.9     
PS061010,06,083,"Santa Barbara County, CA",2004,"211,796     ","201,750     ","10,046     ",4.7     
CN060850,06,085,"Santa Clara County, CA",2004,"824,874     ","771,698     ","53,176     ",6.4     
PS061030,06,087,"Santa Cruz County, CA",2004,"144,037     ","133,902     ","10,135     ",7.0     
PS061450,06,089,"Shasta County, CA",2004,"82,764     ","76,452     ","6,312     ",7.6     
CN060910,06,091,"Sierra County, CA",2004,"1,587     ","1,433     ",154     ,9.7     
CN060930,06,093,"Siskiyou County, CA",2004,"19,050     ","17,243     ","1,807     ",9.5     
PS061050,06,095,"Solano County, CA",2004,"207,103     ","195,018     ","12,085     ",5.8     
PS061060,06,097,"Sonoma County, CA",2004,"254,974     ","242,318     ","12,656     ",5.0     
PS061070,06,099,"Stanislaus County, CA",2004,"224,589     ","203,821     ","20,768     ",9.2     
PA065100,06,101,"Sutter County, CA",2004,"40,217     ","35,944     ","4,273     ",10.6     
CN061030,06,103,"Tehama County, CA",2004,"25,391     ","23,508     ","1,883     ",7.4     
CN061050,06,105,"Trinity County, CA",2004,"5,260     ","4,681     ",579     ,11.0     
PS061210,06,107,"Tulare County, CA",2004,"180,526     ","159,553     ","20,973     ",11.6     
CN061090,06,109,"Tuolumne County, CA",2004,"25,652     ","23,872     ","1,780     ",6.9     
PS061220,06,111,"Ventura County, CA",2004,"413,884     ","391,646     ","22,238     ",5.4     
CN061130,06,113,"Yolo County, CA",2004,"92,269     ","86,651     ","5,618     ",6.1     
CN061150,06,115,"Yuba County, CA",2004,"25,339     ","22,875     ","2,464     ",9.7     
CN080010,08,001,"Adams County, CO",2004,"205,448     ","192,044     ","13,404     ",6.5     
CN080030,08,003,"Alamosa County, CO",2004,"8,267     ","7,772     ",495     ,6.0     
PS080100,08,005,"Arapahoe County, CO",2004,"296,423     ","279,614     ","16,809     ",5.7     
CN080070,08,007,"Archuleta County, CO",2004,"5,791     ","5,468     ",323     ,5.6     
CN080090,08,009,"Baca County, CO",2004,"2,360     ","2,273     ",87     ,3.7     
CN080110,08,011,"Bent County, CO",2004,"2,403     ","2,248     ",155     ,6.5     
CN080130,08,013,"Boulder County, CO",2004,"166,782     ","158,533     ","8,249     ",4.9     
CN080140,08,014,"Broomfield County/city, CO",2004,"24,141     ","22,742     ","1,399     ",5.8     
CN080150,08,015,"Chaffee County, CO",2004,"8,094     ","7,611     ",483     ,6.0     
CN080170,08,017,"Cheyenne County, CO",2004,"1,330     ","1,289     ",41     ,3.1     
CN080190,08,019,"Clear Creek County, CO",2004,"5,878     ","5,541     ",337     ,5.7     
CN080210,08,021,"Conejos County, CO",2004,"3,813     ","3,507     ",306     ,8.0     
CN080230,08,023,"Costilla County, CO",2004,"1,361     ","1,213     ",148     ,10.9     
CN080250,08,025,"Crowley County, CO",2004,"1,629     ","1,495     ",134     ,8.2     
CN080270,08,027,"Custer County, CO",2004,"2,026     ","1,920     ",106     ,5.2     
CN080290,08,029,"Delta County, CO",2004,"14,622     ","13,819     ",803     ,5.5     
PS080250,08,031,"Denver County/city, CO",2004,"303,578     ","283,496     ","20,082     ",6.6     
CN080330,08,033,"Dolores County, CO",2004,977     ,912     ,65     ,6.7     
CN080350,08,035,"Douglas County, CO",2004,"136,680     ","130,294     ","6,386     ",4.7     
CN080370,08,037,"Eagle County, CO",2004,"27,339     ","26,130     ","1,209     ",4.4     
CN080390,08,039,"Elbert County, CO",2004,"12,739     ","12,112     ",627     ,4.9     
PS080200,08,041,"El Paso County, CO",2004,"285,917     ","269,372     ","16,545     ",5.8     
CN080430,08,043,"Fremont County, CO",2004,"18,918     ","17,617     ","1,301     ",6.9     
CN080450,08,045,"Garfield County, CO",2004,"28,239     ","27,027     ","1,212     ",4.3     
CN080470,08,047,"Gilpin County, CO",2004,"3,314     ","3,131     ",183     ,5.5     
CN080490,08,049,"Grand County, CO",2004,"8,498     ","8,140     ",358     ,4.2     
CN080510,08,051,"Gunnison County, CO",2004,"8,724     ","8,356     ",368     ,4.2     
CN080530,08,053,"Hinsdale County, CO",2004,603     ,583     ,20     ,3.3     
CN080550,08,055,"Huerfano County, CO",2004,"3,293     ","3,020     ",273     ,8.3     
CN080570,08,057,"Jackson County, CO",2004,"1,112     ","1,072     ",40     ,3.6     
CN080590,08,059,"Jefferson County, CO",2004,"305,702     ","289,102     ","16,600     ",5.4     
CN080610,08,061,"Kiowa County, CO",2004,902     ,855     ,47     ,5.2     
CN080630,08,063,"Kit Carson County, CO",2004,"4,303     ","4,150     ",153     ,3.6     
CN080650,08,065,"Lake County, CO",2004,"3,894     ","3,671     ",223     ,5.7     
CN080670,08,067,"La Plata County, CO",2004,"28,261     ","27,087     ","1,174     ",4.2     
PS080310,08,069,"Larimer County, CO",2004,"163,899     ","156,219     ","7,680     ",4.7     
CN080710,08,071,"Las Animas County, CO",2004,"7,989     ","7,549     ",440     ,5.5     
CN080730,08,073,"Lincoln County, CO",2004,"3,042     ","2,913     ",129     ,4.2     
CN080750,08,075,"Logan County, CO",2004,"10,757     ","10,286     ",471     ,4.4     
PA080250,08,077,"Mesa County, CO",2004,"69,430     ","65,619     ","3,811     ",5.5     
CN080790,08,079,"Mineral County, CO",2004,471     ,448     ,23     ,4.9     
CN080810,08,081,"Moffat County, CO",2004,"7,706     ","7,319     ",387     ,5.0     
CN080830,08,083,"Montezuma County, CO",2004,"12,601     ","11,896     ",705     ,5.6     
CN080850,08,085,"Montrose County, CO",2004,"19,125     ","18,095     ","1,030     ",5.4     
CN080870,08,087,"Morgan County, CO",2004,"14,316     ","13,659     ",657     ,4.6     
CN080890,08,089,"Otero County, CO",2004,"9,330     ","8,753     ",577     ,6.2     
CN080910,08,091,"Ouray County, CO",2004,"2,679     ","2,570     ",109     ,4.1     
CN080930,08,093,"Park County, CO",2004,"9,593     ","9,070     ",523     ,5.5     
CN080950,08,095,"Phillips County, CO",2004,"2,352     ","2,266     ",86     ,3.7     
CN080970,08,097,"Pitkin County, CO",2004,"10,695     ","10,161     ",534     ,5.0     
CN080990,08,099,"Prowers County, CO",2004,"7,403     ","7,070     ",333     ,4.5     
PS080320,08,101,"Pueblo County, CO",2004,"69,242     ","64,044     ","5,198     ",7.5     
CN081030,08,103,"Rio Blanco County, CO",2004,"3,771     ","3,624     ",147     ,3.9     
CN081050,08,105,"Rio Grande County, CO",2004,"6,561     ","6,156     ",405     ,6.2     
CN081070,08,107,"Routt County, CO",2004,"14,134     ","13,574     ",560     ,4.0     
CN081090,08,109,"Saguache County, CO",2004,"3,100     ","2,879     ",221     ,7.1     
CN081110,08,111,"San Juan County, CO",2004,538     ,505     ,33     ,6.1     
CN081130,08,113,"San Miguel County, CO",2004,"5,041     ","4,799     ",242     ,4.8     
CN081150,08,115,"Sedgwick County, CO",2004,"1,582     ","1,529     ",53     ,3.4     
CN081170,08,117,"Summit County, CO",2004,"16,069     ","15,376     ",693     ,4.3     
CN081190,08,119,"Teller County, CO",2004,"12,506     ","11,796     ",710     ,5.7     
CN081210,08,121,"Washington County, CO",2004,"2,797     ","2,684     ",113     ,4.0     
PS080330,08,123,"Weld County, CO",2004,"109,211     ","102,958     ","6,253     ",5.7     
CN081250,08,125,"Yuma County, CO",2004,"6,126     ","5,924     ",202     ,3.3     
CN090010,09,001,"Fairfield County, CT",2004,"452,651     ","432,578     ","20,073     ",4.4     
