Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Nov,24,1837800,76600,70000,276,11.0
Dec,14,812700,58000,50000,261,10.8
1996-Jan,26,1727555,66400,60000,276,11.3
Feb,19,975750,51400,48300,288,11.7
Mar,18,1137900,63200,67500,308,13.2
Apr,31,2029740,65500,63800,332,13.2
May,28,1958200,69900,60000,331,12.9
Jun,23,1541425,67000,71200,349,14.1
Jul,37,2073435,56000,47200,329,12.7
Aug,41,2468442,60200,57900,320,12.1
Sep,26,1702050,65500,55700,334,12.6
Oct,33,2142605,64900,61000,339,12.7
Nov,22,1629271,74100,57500,339,12.8
Dec,22,1343400,61100,60000,306,11.3
1997-Jan,28,2190000,78200,78000,334,12.2
Feb,17,1005000,59100,61700,347,12.8
Mar,32,2270000,70900,66000,350,12.4
Apr,39,2930000,75100,62500,345,11.9
May,33,2150000,65200,58800,358,12.2
Jun,33,2260000,68500,71200,353,11.7
Jul,31,2355000,76000,52500,370,12.4
Aug,30,2275000,75800,70000,361,12.5
Sep,34,2270000,66800,58000,374,12.7
Oct,36,2205000,61200,55700,385,12.9
Nov,17,1250000,73500,65000,379,12.9
Dec,24,1795000,74800,74000,345,11.7
1998-Jan,18,915000,50800,40000,370,12.9
Feb,27,2195000,81300,71000,354,12.0
Mar,42,2260000,53800,45000,354,11.7
Apr,41,3015000,73500,67000,359,11.8
May,41,2900000,70700,56400,374,12.0
Jun,46,3360000,73000,64000,383,11.9
Jul,41,3735000,91100,77500,388,11.7
Aug,32,2135000,66700,60000,375,11.3
Sep,36,2440000,67800,56700,359,10.7
Oct,36,2590000,71900,65000,342,10.2
Nov,47,2815000,59900,56900,338,9.4
Dec,34,2195000,64600,55000,316,8.6
1999-Jan,22,1255000,57000,45000,325,8.8
Feb,26,2115000,81300,80000,340,9.2
Mar,40,2925000,73100,72000,323,8.8
Apr,32,2240000,70000,64000,341,9.5
May,39,3215000,82400,72500,325,9.0
Jun,45,3655000,81200,63000,323,9.0
Jul,46,3475000,75500,68300,315,8.7
Aug,44,3115000,70800,55000,320,8.6
Sep,47,3055000,65000,64200,307,8.0
Oct,38,2950000,77600,72000,297,7.7
Nov,43,3195000,74300,57900,284,7.5
Dec,36,2470000,68600,48800,285,7.5
2000-Jan,19,1440000,75800,71700,286,7.5
Feb,31,2605000,84000,69400,287,7.5
Mar,37,2590000,70000,66200,285,7.5
Apr,41,3340000,81500,66200,273,7.0
May,55,3815000,69400,58600,280,7.0
Jun,39,3295000,84500,79200,273,6.9
Jul,39,3400000,87200,71200,300,7.7
Aug,61,4185200,68600,70000,319,7.9
Sep,41,3490000,85100,75000,315,7.9
Oct,35,2535000,72400,72100,343,8.6
Nov,28,1607140,57400,57000,336,8.7
Dec,37,3130000,84600,76200,299,7.7
2001-Jan,28,2455000,87700,56000,322,8.2
Feb,28,2200000,78600,72500,338,8.6
Mar,41,3400000,82900,67500,333,8.4
Apr,43,3445000,80100,65000,350,8.8
May,45,3430000,76200,69000,280,7.2
Jun,42,3300000,78600,70000,273,7.0
Jul,41,3810000,92900,79300,300,7.7
Aug,35,2855000,81600,68800,319,8.6
Sep,44,3635000,82600,71700,315,8.5
Oct,33,2700000,81800,77500,343,9.2
Nov,32,3110000,97200,70000,364,9.7
Dec,22,1830000,83200,80000,345,9.5
2002-Jan,40,4060000,101500,80000,348,9.4
Feb,30,2520000,84000,76200,255,6.8
Mar,32,3470000,108400,80000,353,9.6
Apr,43,3905000,90800,79400,332,9.1
May,50,3820000,76400,66200,337,9.1
Jun,49,4280000,87300,72500,327,8.7
Jul,35,3195000,91300,78300,328,8.8
Aug,41,2970000,72400,72500,367,9.8
Sep,33,2590000,78500,68100,391,10.7
Oct,30,2740000,91300,77500,392,10.8
Nov,28,1565000,55900,58300,370,10.3
Dec,32,2420000,75600,55000,365,9.9
2003-Jan,36,3425000,95100,82000,366,10.0
Feb,39,2920000,74900,67500,356,9.5
Mar,34,3025000,89000,76000,381,10.2
Apr,34,3260000,95900,80000,423,11.5
May,42,3080000,73300,67800,409,11.3
Jun,35,3760000,107400,85000,435,12.5
Jul,47,4235000,90100,81700,459,12.8
Aug,51,5070000,99400,93800,447,12.2
Sep,43,4175000,97100,84200,436,11.6
Oct,44,3920000,89100,76000,431,11.1
Nov,32,2785000,87000,80000,399,10.2
Dec,26,2495000,96000,85000,405,10.5
2004-Jan,37,3525000,95300,73800,410,10.6
Feb,36,2365000,65700,60000,433,11.3
Mar,32,2260000,70600,68800,415,10.8
Apr,48,3470000,72300,64300,423,10.7
May,54,5405000,100100,85000,422,10.4
Jun,49,5940000,121200,108800,401,9.6
Jul,42,3955000,94200,68800,401,9.7
Aug,50,3715000,74300,68000,410,10.0
Sep,37,3870000,104600,87500,412,10.2
Oct,37,2955000,79900,78300,415,10.4
Nov,34,3000000,88200,73300,402,10.0
Dec,18,1165000,64700,60000,387,9.8
2005-Jan,25,2140000,85600,67500,406,10.5
Feb,39,3955000,101400,95000,-,-
Mar,39,4195000,107600,76200,-,-
Apr,44,4115000,93500,92000,-,-
May,55,5945000,108100,88800,-,-
Jun,50,4780000,95600,84000,-,-
Jul,49,4165000,85000,84200,-,-
Aug,46,3545000,77100,67800,-,-
Sep,47,5070000,107900,95000,-,-
Oct,38,4025000,105900,80000,-,-
Nov,38,3320000,87400,78000,-,-
Dec,40,3170000,79200,72500,-,-
2006-Jan,36,3745000,104000,80000,-,-
Feb,37,4170000,112700,86200,-,-
Mar,39,4925000,126300,112500,-,-
Apr,36,3365000,93500,86000,-,-
May,46,4385000,95300,70000,-,-
Jun,50,5260000,105200,87500,-,-
Jul,93,10915000,117400,87300,-,-
Aug,49,4625000,94400,93800,437,9.6
Sep,35,2985000,85300,86200,450,10.1
Oct,36,3765000,104600,87500,456,10.2
Nov,37,3080000,83200,75800,395,8.9
Dec,35,4535000,129600,95000,209,4.7
2007-Jan,34,3640000,107100,87500,239,5.4
Feb,44,3990000,90700,75000,199,4.5
Mar,58,5140000,88600,66000,320,6.9
Apr,41,3930000,95900,77000,379,8.2
May,45,3825000,85000,80800,389,8.4
Jun,51,5370000,105300,82100,362,7.8
Jul,36,3935000,109300,88300,401,9.6
Aug,56,5315000,94900,76700,385,9.1
Sep,36,4490000,124700,90000,375,8.8
Oct,35,3505000,100100,79000,395,9.3
Nov,28,2370000,84600,75000,383,9.2
Dec,25,2320000,92800,63800,367,9.0
2008-Jan,26,2365000,91000,75000,-,-
Feb,28,2520000,90000,65000,407,10.5
Mar,52,4945000,95100,80000,348,9.1
Apr,39,3680000,94400,75800,385,10.1
May,46,4520000,98300,76700,344,9.0
Jun,29,2705000,93300,76200,278,7.7
Jul,34,3005000,88400,80000,391,10.8
Aug,43,5255000,122200,107000,366,10.4
Sep,32,3490000,109100,96700,363,10.4
Oct,32,3265000,102000,80000,349,10.1
Nov,20,2175000,108800,95000,339,10.0
Dec,24,2315000,96500,80000,313,9.3
2009-Jan,16,1305000,81600,73300,347,10.5
Feb,24,2360000,98300,83300,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
