Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Dec,-,-,-,-,-,-
1996-Jan,7,900000,128600,135000,133,8.2
Feb,13,1515000,116500,116700,149,9.4
Mar,28,3105000,110900,105000,-,-
Apr,28,3105000,110900,105000,-,-
May,39,3605000,92400,87900,-,-
Jun,25,2055000,82200,72500,-,-
Jul,30,2885000,96200,80000,-,-
Aug,34,3480000,102400,97500,-,-
Sep,-,-,-,-,-,-
Oct,19,1860000,97900,82500,-,-
Nov,17,1695000,99700,95000,-,-
Dec,7,830000,118600,95000,-,-
1997-Jan,13,1455000,111900,110000,190,8.3
Feb,19,1865000,98200,87500,218,9.2
Mar,16,1795000,112200,106700,237,10.6
Apr,17,1810000,106500,103300,237,11.1
May,36,3615000,100400,85000,179,8.5
Jun,31,2770000,89400,83000,179,8.2
Jul,24,2625000,109400,100000,179,8.5
Aug,29,2810000,96900,88800,179,8.6
Sep,23,2460000,107000,98800,179,8.6
Oct,18,1575000,87500,80000,179,8.6
Nov,17,2020000,118800,116700,179,8.6
Dec,19,1960000,103200,85000,179,8.2
1998-Jan,12,865000,72100,80000,198,9.1
Feb,16,1575000,98400,85000,216,10.0
Mar,20,2060000,103000,100000,233,10.7
Apr,23,2790000,121300,93800,262,11.7
May,29,2755000,95000,91000,262,12.0
Jun,23,2560000,111300,98800,247,11.7
Jul,24,2765000,115200,100000,231,11.0
Aug,35,3065000,87600,79400,230,10.7
Sep,21,2575000,122600,110000,202,9.4
Oct,22,2555000,116100,105000,190,8.7
Nov,30,3795000,126500,123300,189,8.3
Dec,17,1895000,111500,103300,168,7.4
1999-Jan,12,1265000,105400,110000,195,8.6
Feb,21,2840000,135200,143300,200,8.7
Mar,29,3450000,119000,111700,189,7.9
Apr,34,3420000,100600,92900,193,7.8
May,25,2825000,113000,89200,193,7.9
Jun,46,5470000,118900,103300,227,8.6
Jul,37,3740000,101100,92500,220,8.0
Aug,35,3240000,92600,92500,218,8.0
Sep,26,2710000,104200,100000,207,7.4
Oct,25,3280000,131200,115000,190,6.8
Nov,32,3835000,119800,110000,213,7.5
Dec,31,3825000,123400,121200,213,7.2
2000-Jan,22,2380000,108200,106700,190,6.3
Feb,23,2935000,127600,112900,183,6.0
Mar,29,3400000,117200,112500,184,6.0
Apr,29,3185000,109800,106000,194,6.5
May,42,4620000,110000,92500,213,6.8
Jun,32,3870000,120900,117500,227,7.5
Jul,28,2975000,106200,97500,228,7.7
Aug,50,6230000,124600,112000,259,8.4
Sep,27,3160000,117000,110000,188,6.1
Oct,33,3675000,111400,110000,259,8.2
Nov,17,2240000,131800,123300,208,6.9
Dec,30,3310000,110300,120000,259,8.6
2001-Jan,-,-,-,-,-,-
Feb,11,1445000,131400,126000,260,8.7
Mar,38,4515000,118800,124000,258,8.4
Apr,44,5215000,118500,120000,257,8.0
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2002-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2003-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2004-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2005-Jan,23,4430000,192600,163300,-,-
Feb,21,2880000,137100,122500,-,-
Mar,26,3705000,142500,140000,-,-
Apr,63,8785000,139400,132400,-,-
May,37,5090000,137600,127100,-,-
Jun,36,4670000,129700,128600,-,-
Jul,41,6590000,160700,122000,-,-
Aug,36,6125000,170100,146700,-,-
Sep,37,6595000,178200,150000,-,-
Oct,30,3700000,123300,110000,-,-
Nov,22,3930000,178600,166700,-,-
Dec,26,4050000,155800,150000,-,-
2006-Jan,19,2455000,129200,126000,-,-
Feb,25,4140000,165600,142500,-,-
Mar,32,4955000,154800,134000,-,-
Apr,26,3085000,118700,104000,-,-
May,50,8100000,162000,145000,-,-
Jun,41,8015000,195500,178300,-,-
Jul,56,7360000,131400,124000,-,-
Aug,47,6370000,135500,125800,-,-
Sep,45,6615000,147000,129200,-,-
Oct,26,4115000,158300,150000,-,-
Nov,31,4950000,159700,150000,-,-
Dec,27,4995000,185000,167500,-,-
2007-Jan,16,2560000,160000,160000,-,-
Feb,21,3815000,181700,135000,-,-
Mar,40,6525000,163100,117500,-,-
Apr,28,4530000,161800,137500,-,-
May,42,5960000,141900,108000,-,-
Jun,38,5350000,140800,132000,-,-
Jul,47,7790000,165700,150000,-,-
Aug,36,5995000,166500,140000,-,-
Sep,18,3295000,183100,180000,-,-
Oct,16,2575000,160900,150000,-,-
Nov,17,3505000,206200,195000,-,-
Dec,13,2550000,196200,165000,-,-
2008-Jan,13,1955000,150400,135000,-,-
Feb,22,3575000,162500,153300,-,-
Mar,19,4845000,255000,190000,-,-
Apr,29,4245000,146400,134000,-,-
May,34,5360000,157600,160000,-,-
Jun,28,4770000,170400,144000,-,-
Jul,34,4730000,139100,133300,-,-
Aug,23,3230000,140400,142000,-,-
Sep,15,2715000,181000,150000,187,8.5
Oct,11,1675000,152300,143300,160,7.4
Nov,16,2390000,149400,140000,158,7.4
Dec,16,2535000,158400,153300,152,7.0
2009-Jan,13,2040000,156900,138000,149,6.9
Feb,11,1215000,110500,95000,158,7.6
Mar,13,1875000,144200,130000,171,8.4
Apr,12,1765000,147100,140000,179,9.5
