Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1997-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1998-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1999-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2000-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2001-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2002-Jan,-,-,-,-,-,-
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
2003-Jan,30,4275000,142500,127300,-,-
Feb,33,4355000,132000,118000,-,-
Mar,25,3150000,126000,103300,-,-
Apr,31,4485214,144700,112900,-,-
May,46,6527232,141900,126700,-,-
Jun,53,7198705,135800,121200,-,-
Jul,39,5353108,137300,124300,-,-
Aug,49,6765220,138100,127800,-,-
Sep,56,6296504,112400,105700,-,-
Oct,77,12367363,160600,129200,-,-
Nov,43,5491395,127700,118300,-,-
Dec,60,8124320,135400,112000,-,-
2004-Jan,43,5329037,123900,122300,-,-
Feb,51,6615449,129700,117000,-,-
Mar,48,5868880,122300,102900,-,-
Apr,67,9942025,148400,130800,-,-
May,60,9550060,159200,144000,-,-
Jun,63,8648551,137300,115500,-,-
Jul,74,9637020,130200,125900,-,-
Aug,77,11133740,144600,120700,-,-
Sep,65,8993129,138400,129000,-,-
Oct,56,8454777,151000,130000,-,-
Nov,54,7788265,144200,128000,-,-
Dec,58,9159687,157900,134300,-,-
2005-Jan,50,7939691,158800,137500,-,-
Feb,56,7949615,142000,122500,-,-
Mar,91,11206657,123200,112100,-,-
Apr,62,9182461,148100,125000,-,-
May,74,8971104,121200,96000,-,-
Jun,77,12308486,159900,145400,-,-
Jul,81,10904804,134600,119200,-,-
Aug,86,12707486,147800,122500,-,-
Sep,71,10108663,142400,127500,-,-
Oct,77,11834099,153700,145000,-,-
Nov,69,10648158,154300,137500,-,-
Dec,75,10736090,143100,118100,-,-
2006-Jan,54,7659781,141800,131100,-,-
Feb,71,9116589,128400,116700,-,-
Mar,86,11999555,139500,114300,-,-
Apr,94,13289916,141400,121300,-,-
May,95,14810950,155900,140800,-,-
Jun,109,16183567,148500,130000,-,-
Jul,109,16475422,151200,135500,-,-
Aug,121,16919222,139800,128800,-,-
Sep,91,16040278,176300,159200,-,-
Oct,99,16399773,165700,139400,-,-
Nov,84,23967305,285300,137800,-,-
Dec,80,11429023,142900,130000,-,-
2007-Jan,67,10207345,152300,130000,-,-
Feb,69,10899321,158000,133800,-,-
Mar,95,13990359,147300,129100,-,-
Apr,87,14985848,172300,153800,-,-
May,111,15058318,135700,118200,-,-
Jun,109,17329145,159000,142500,-,-
Jul,75,12605836,168100,138800,-,-
Aug,102,15332545,150300,135000,-,-
Sep,87,14377973,165300,150800,-,-
Oct,94,13828337,147100,136400,-,-
Nov,85,13635932,160400,140900,-,-
Dec,74,10755379,145300,122000,-,-
2008-Jan,72,9257946,128600,106700,-,-
Feb,68,9359866,137600,132000,-,-
Mar,84,10969563,130600,124400,766,8.8
Apr,83,12119929,146000,120800,767,8.8
May,82,10661057,130000,117500,751,8.9
Jun,98,13996916,142800,116400,771,9.2
Jul,82,11330344,138200,120000,799,9.5
Aug,89,12900268,144900,130000,788,9.5
Sep,90,13979331,155300,137500,795,9.5
Oct,93,12256969,131800,111200,805,9.7
Nov,67,8508585,127000,116700,808,9.9
Dec,79,10721558,135700,124200,709,8.6
2009-Jan,57,6778435,118900,110000,759,9.4
Feb,64,9181843,143500,117800,725,9.0
Mar,73,9677960,132600,113000,687,8.6
Apr,86,11867209,138000,116000,697,8.7
