Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1997-Jan,186,22913513,123200,105800,-,-
Feb,269,36218299,134600,115300,-,-
Mar,315,41490258,131700,112200,-,-
Apr,312,40115571,128600,111700,-,-
May,399,53832566,134900,118300,-,-
Jun,379,52178996,137700,117600,-,-
Jul,436,60376452,138500,120000,-,-
Aug,433,59689212,137900,115700,-,-
Sep,371,49459985,133300,118000,-,-
Oct,370,51638198,139600,115700,-,-
Nov,303,43477758,143500,122300,-,-
Dec,336,47446188,141200,119600,-,-
1998-Jan,245,34474793,140700,128500,1826,5.3
Feb,332,45056885,135700,118600,1863,5.3
Mar,430,61226068,142400,119600,1853,5.1
Apr,433,57118698,131900,120200,1909,5.1
May,505,75802657,150100,129800,1810,4.7
Jun,579,90022626,155500,131500,1784,4.5
Jul,603,88349704,146500,127600,1736,4.2
Aug,508,76424582,150400,124900,1773,4.2
Sep,392,54518340,139100,121900,1826,4.4
Oct,393,54117355,137700,123500,1800,4.3
Nov,341,49952649,146500,122800,1775,4.2
Dec,382,55088583,144200,125300,1775,4.1
1999-Jan,290,40682920,140300,122900,1750,4.0
Feb,375,55392964,147700,130700,1750,4.0
Mar,474,71097103,150000,131600,1708,3.9
Apr,457,67908831,148600,128300,1794,4.1
May,563,82438617,146400,130900,1837,4.1
Jun,564,90113840,159800,136800,1981,4.5
Jul,601,94365522,157000,132200,1947,4.4
Aug,500,74802015,149600,130700,1958,4.4
Sep,430,66778160,155300,131200,2025,4.5
Oct,367,58789605,160200,135700,2002,4.5
Nov,438,70312028,160500,138800,1948,4.3
Dec,426,69683015,163600,142300,1941,4.2
2000-Jan,313,50391510,161000,138700,2023,4.4
Feb,423,60625344,143300,130600,2085,4.5
Mar,570,95662001,167800,142100,2168,4.6
Apr,529,86276146,163100,140100,2192,4.6
May,639,103684441,162300,143500,2221,4.6
Jun,677,119130134,176000,152700,2209,4.5
Jul,638,113432631,177800,156200,2160,4.4
Aug,618,106079394,171600,143500,2135,4.2
Sep,488,84282473,172700,145000,2270,4.4
Oct,460,78878528,171500,146300,2238,4.3
Nov,422,68324540,161900,138800,2165,4.2
Dec,372,64140494,172400,150000,2058,4.0
2001-Jan,331,54142802,163600,140800,2239,4.4
Feb,433,71832456,165900,145600,2379,4.6
Mar,554,96747650,174600,152200,2597,5.1
Apr,534,90681200,169800,150200,2657,5.2
May,648,113528240,175200,148100,2666,5.2
Jun,691,122951808,177900,152400,2785,5.4
Jul,680,122823514,180600,154900,2783,5.4
Aug,658,120734992,183500,157000,2716,5.2
Sep,515,93856208,182200,153600,2749,5.2
Oct,470,77959276,165900,144400,2745,5.2
Nov,450,78596722,174700,154900,2597,4.9
Dec,496,84726584,170800,150000,2497,4.6
2002-Jan,399,65183143,163400,148200,2676,4.9
Feb,491,87047727,177300,151700,2753,5.0
Mar,545,98736736,181200,154500,2869,5.2
Apr,550,96489237,175400,155400,3038,5.5
May,654,115667091,176900,151900,3088,5.6
Jun,647,117355796,181400,155200,3168,5.8
Jul,662,119208136,180100,151500,3234,5.9
Aug,603,107530108,178300,153100,3259,6.0
Sep,497,87066019,175200,149900,3288,6.1
Oct,465,81183797,174600,152800,3183,5.9
Nov,497,83935582,168900,146800,3037,5.6
Dec,523,97401578,186200,153800,2906,5.3
2003-Jan,340,56612032,166500,144900,3196,5.9
Feb,420,74574074,177600,149700,3349,6.3
Mar,601,102793457,171000,149500,3544,6.6
Apr,569,98938037,173900,152200,3619,6.7
May,659,120244730,182500,155500,3659,6.8
Jun,646,121352070,187900,161900,3808,7.0
Jul,729,132981252,182400,156600,3762,6.9
Aug,701,129890513,185300,158900,3694,6.7
Sep,587,110592351,188400,158000,3660,6.5
Oct,550,94577712,172000,149600,3611,6.4
Nov,428,77065886,180100,152800,3532,6.3
Dec,513,93367052,182000,148700,3415,6.1
2004-Jan,387,66859505,172800,147600,3685,6.5
Feb,471,81441406,172900,152900,3763,6.6
Mar,620,118766270,191600,155800,3963,6.9
Apr,704,128630194,182700,155000,4113,7.1
May,732,136568573,186600,152000,4161,7.1
Jun,818,160205268,195800,166100,4121,6.8
Jul,795,140352988,176500,153300,4052,6.7
Aug,798,157614455,197500,158200,3982,6.5
Sep,618,115141629,186300,155100,3937,6.4
Oct,578,104818126,181300,156100,3818,6.1
Nov,592,107275006,181200,157500,3594,5.7
Dec,637,117360736,184200,152900,3364,5.2
2005-Jan,384,67517007,175800,149700,3720,5.8
Feb,542,97414771,179700,153900,3805,5.8
Mar,787,142892852,181600,154500,3893,5.9
Apr,745,135005525,181200,152100,3986,6.0
May,851,158839011,186600,154900,3817,5.6
Jun,922,180214907,195500,164000,3813,5.5
Jul,827,158358437,191500,161000,3919,5.7
Aug,838,166121992,198200,163100,-,-
Sep,703,143884180,204700,159400,3646,5.2
Oct,656,124531473,189800,158600,3582,5.1
Nov,664,132246868,199200,164200,3466,4.9
Dec,666,128708133,193300,160000,3179,4.4
2006-Jan,460,85540058,186000,156800,3287,4.6
Feb,621,114292576,184000,152900,3259,4.5
Mar,813,152511903,187600,159000,3399,4.7
Apr,744,145244198,195200,162300,3571,4.9
May,893,181273927,203000,165700,3627,4.9
Jun,1025,213038620,207800,169400,3662,4.9
Jul,871,171976915,197400,165100,3725,5.0
Aug,891,177380410,199100,163900,3686,4.9
Sep,709,133617412,188500,155000,3649,4.9
Oct,653,126003124,193000,158800,3542,4.7
Nov,616,123700225,200800,168500,3435,4.6
Dec,631,127127223,201500,162000,3241,4.4
2007-Jan,486,96358603,198300,159600,3397,4.6
Feb,563,107879940,191600,156000,3564,4.8
Mar,756,152978919,202400,168900,3844,5.2
Apr,690,140499001,203600,165600,4026,5.5
May,815,171181622,210000,164500,4029,5.6
Jun,916,205837728,224700,173200,4076,5.7
Jul,902,188843444,209400,168600,4021,5.6
Aug,874,190380206,217800,176500,3923,5.5
Sep,514,106423825,207100,170700,3872,5.5
Oct,614,126403124,205900,163000,3712,5.3
Nov,498,101384825,203600,159500,3511,5.1
Dec,500,100623381,201200,157900,3170,4.7
2008-Jan,410,83795577,204400,158100,3361,5.0
Feb,531,97450504,183500,154900,3395,5.1
Mar,573,116046713,202500,164800,3600,5.5
Apr,601,112518386,187200,152000,3739,5.8
May,725,144044619,198700,162900,3718,5.8
Jun,755,152435764,201900,163800,3748,6.0
Jul,751,149147214,198600,164100,3589,5.9
Aug,710,146739165,206700,167600,3465,5.8
Sep,570,109918385,192800,162300,3360,5.6
Oct,465,89273853,192000,158500,3196,5.4
Nov,355,66933662,188500,153700,3098,5.4
Dec,420,78874771,187800,152900,2849,5.0
2009-Jan,262,46516195,177500,148400,2981,5.3
Feb,408,76652664,187900,160700,3094,5.6
Mar,459,84828809,184800,156700,3264,6.0
Apr,484,91401859,188800,153000,3363,6.3
