"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Cleveland","TN",5264,5114,0,150,0
"Cleveland-Elyria-Mentor","OH",129836,124368,573,4365,530
"Coeur d""Alene","ID",20510,19597,710,203,0
"College Station-Bryan","TX",12813,11022,0,1469,322
"Colorado Springs","CO",82003,82003,0,0,0
"Columbia","MO",21619,17424,3165,0,1030
"Columbia","SC",68058,61968,0,0,6090
"Columbus","GA-AL",26761,23937,85,0,2739
"Columbus","IN",5541,5541,0,0,0
"Columbus","OH",218326,196677,658,6659,14332
"Corpus Christi","TX",15354,14405,113,181,655
"Corvallis","OR",3259,3259,0,0,0
"Cumberland","MD-WV",3340,3340,0,0,0
"Dallas-Fort Worth-Arlington","TX",768361,738535,4969,814,24043
"Dalton","GA",9574,8444,720,410,0
"Danville","IL",0,0,0,0,0
"Danville","VA",3602,3602,0,0,0
"Davenport-Moline-Rock Island","IA-IL",17273,12429,588,0,4256
"Dayton","OH",55707,45728,853,1074,8052
"Decatur","AL",3393,3393,0,0,0
"Decatur","IL",4272,3786,0,0,486
"Deltona-Daytona Beach-Ormond Beach","FL",97865,73451,0,0,24414
"Denver-Aurora","CO",336490,311128,319,3107,21936
"Des Moines","IA",83730,77561,412,439,5318
"Detroit-Warren-Livonia","MI",311516,274290,674,3256,33296
"Dothan","AL",3989,3989,0,0,0
"Dover","DE",25989,23004,0,1400,1585
"Dubuque","IA",22780,6692,751,277,15060
"Duluth","MN-WI",13193,12685,508,0,0
"Durham","NC",63621,59879,214,0,3528
"Eau Claire","WI",18510,14593,2795,0,1122
"El Centro","CA",12735,12018,0,458,259
"El Paso","TX",19810,19499,196,115,0
"Elizabethtown","KY",10327,10189,138,0,0
"Elkhart-Goshen","IN",16988,16343,0,520,125
"Elmira","NY",1075,564,0,94,417
"Erie","PA",16515,14595,152,1434,334
"Eugene-Springfield","OR",22943,21715,977,0,251
"Evansville","IN-KY",18544,18121,273,150,0
"Fairbanks","AK",12381,12041,340,0,0
"Fargo","ND-MN",35133,25423,680,0,9030
"Farmington","NM",4368,4368,0,0,0
"Fayetteville","NC",32918,26871,0,0,6047
"Fayetteville-Springdale-Rogers","AR-MO",67852,41006,2073,520,24253
"Flagstaff","AZ",13924,13924,0,0,0
"Flint","MI",30716,30392,0,324,0
"Florence","SC",2324,2324,0,0,0
"Fond du Lac","WI",4308,3829,0,479,0
"Fort Collins-Loveland","CO",55717,49211,1536,2467,2503
"Fort Smith","AR-OK",10236,10154,82,0,0
"Fort Walton Beach-Crestview-Destin","FL",45324,27692,0,479,17153
"Fort Wayne","IN",39584,36834,150,0,2600
"Fresno","CA",98499,95944,207,1863,485
"Gadsden","AL",2185,2185,0,0,0
"Gainesville","FL",19903,17571,100,0,2232
"Gainesville","GA",21762,21762,0,0,0
"Glens Falls","NY",10285,9857,0,0,428
"Goldsboro","NC",5067,5067,0,0,0
"Grand Forks","ND-MN",3779,1721,0,0,2058
"Grand Junction","CO",20012,18611,0,291,1110
"Grand Rapids-Wyoming","MI",59869,58975,167,255,472
"Great Falls","MT",3462,3012,0,0,450
"Greeley","CO",82185,72134,458,480,9113
"Green Bay","WI",33358,30141,0,820,2397
"Greensboro-High Point","NC",68860,62897,913,752,4298
"Greenville","NC",18763,11011,2242,0,5510
"Greenville","SC",45159,42735,428,0,1996
"Gulfport-Biloxi","MS",19184,18270,0,914,0
"Hagerstown-Martinsburg","MD-WV",33297,32585,382,180,150
"Hanford-Corcoran","CA",7108,6721,0,387,0
"Harrisburg-Carlisle","PA",34498,34061,437,0,0
"Harrisonburg","VA",9732,9377,355,0,0
"Hartford-West Hartford-East Hartford","CT",52213,50386,601,409,817
"Hattiesburg","MS",1775,1775,0,0,0
"Hickory-Lenoir-Morganton","NC",23391,23170,221,0,0
"Hinesville-Fort Stewart","GA",3653,3653,0,0,0
"Holland-Grand Haven","MI",37509,33477,1028,2154,850
"Honolulu","HI",54910,54910,0,0,0
"Hot Springs","AR",1421,1421,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",8060,8014,46,0,0
"Houston-Baytown-Sugar Land","TX",612239,558521,1014,0,52704
"Huntington-Ashland","WV-KY-OH",923,615,133,175,0
"Huntsville","AL",10557,6334,0,0,4223
"Idaho Falls","ID",10763,9291,164,1308,0
"Indianapolis","IN",236668,194652,5306,5191,31519
"Iowa City","IA",18043,16365,0,0,1678
"Ithaca","NY",3578,3261,0,0,317
"Jackson","MI",2496,2496,0,0,0
"Jackson","MS",42387,41392,0,0,995
"Jackson","TN",9612,9612,0,0,0
"Jacksonville","FL",232794,212035,310,0,20449
"Jacksonville","NC",10664,10664,0,0,0
"Janesville","WI",7924,7088,215,446,175
"Jefferson City","MO",4058,3903,155,0,0
"Johnson City","TN",11219,10855,29,37,298
"Johnstown","PA",1173,1173,0,0,0
"Jonesboro","AR",6498,6498,0,0,0
"Joplin","MO",2070,2070,0,0,0
"Kalamazoo-Portage","MI",15088,14400,0,688,0
"Kankakee-Bradley","IL",10143,9470,449,224,0
"Kansas City","MO-KS",202552,192417,6150,3686,299
"Kennewick-Richland-Pasco","WA",35264,33455,373,0,1436
"Killeen-Temple-Fort Hood","TX",23492,21713,982,797,0
"Kingsport-Bristol-Bristol","TN-VA",6367,6367,0,0,0
"Kingston","NY",5778,5328,0,0,450
"Knoxville","TN",42764,42149,615,0,0
"Kokomo","IN",5121,4821,0,0,300
"La Crosse","WI-MN",7855,7855,0,0,0
"Lafayette","IN",21694,21425,0,0,269
"Lafayette","LA",16877,16877,0,0,0
"Lake Charles","LA",9983,9899,84,0,0
"Lakeland","FL",49351,49078,273,0,0
"Lancaster","PA",30773,29507,0,0,1266
"Lansing-East Lansing","MI",29581,26838,0,0,2743
"Laredo","TX",13688,13300,0,163,225
"Las Cruces","NM",31839,24289,0,145,7405
"Las Vegas-Paradise","NV",413605,367984,162,35092,10367
"Lawrence","KS",6780,5151,1629,0,0
"Lawton","OK",1583,1583,0,0,0
"Lebanon","PA",7713,7713,0,0,0
"Lewiston","ID-WA",753,753,0,0,0
"Lewiston-Auburn","ME",7321,7321,0,0,0
"Lexington-Fayette","KY",41676,41020,264,392,0
"Lima","OH",1241,1241,0,0,0
"Lincoln","NE",29503,27978,462,0,1063
"Little Rock-North Little Rock","AR",70802,52844,93,0,17865
"Logan","UT-ID",16084,14487,240,940,417
"Longview","TX",2255,2255,0,0,0
"Longview","WA",4826,4738,88,0,0
"Los Angeles-Long Beach-Santa Ana","CA",474732,353807,6713,6290,107922
"Louisville","KY-IN",85846,84768,686,0,392
"Lubbock","TX",19467,12732,6735,0,0
"Lynchburg","VA",20423,20423,0,0,0
"Macon","GA",12137,9549,384,0,2204
"Madera","CA",21500,21500,0,0,0
"Madison","WI",77140,65116,4180,2642,5202
"Manchester-Nashua","NH",23817,22271,1153,0,393
"Mansfield","OH",6279,5276,640,196,167
"McAllen-Edinburg-Pharr","TX",44505,38756,2228,1424,2097
"Medford","OR",34020,31079,328,1639,974
"Memphis","TN-MS-AR",122051,118929,0,0,3122
"Merced","CA",25130,25130,0,0,0
"Miami-Fort Lauderdale-Miami Beach","FL",444498,333423,3117,2893,105065
"Michigan City-La Porte","IN",4348,4176,0,172,0
"Midland","TX",3027,3027,0,0,0
"Milwaukee-Waukesha-West Allis","WI",108347,76824,4756,1735,25032
"Minneapolis-St. Paul-Bloomington","MN-WI",440672,392372,6381,11237,30682
"Missoula","MT",4466,2323,83,0,2060
"Mobile","AL",18338,18158,0,0,180
"Modesto","CA",52292,50363,492,0,1437
"Monroe","LA",3082,2536,0,0,546
"Monroe","MI",18871,18691,0,0,180
"Montgomery","AL",21786,20573,0,0,1213
"Morgantown","WV",0,0,0,0,0
"Morristown","TN",14488,7131,160,0,7197
"Mount Vernon-Anacortes","WA",13340,12790,550,0,0
"Muncie","IN",4002,4002,0,0,0
"Muskegon-Norton Shores","MI",10347,9483,450,200,214
"Myrtle Beach-Conway-North Myrtle Beach","SC",54503,42276,0,1411,10816
"Napa","CA",26700,26700,0,0,0
"Naples-Marco Island","FL",139417,95260,2462,23983,17712
"Nashville-Davidson--Murfreesboro","TN",187413,175445,1127,442,10399
"New Haven-Milford","CT",19941,18941,0,0,1000
"New Orleans-Metairie-Kenner","LA",87011,76948,2563,0,7500
"New York-Northern New Jersey-Long Island","NY-NJ-PA",574516,351788,64778,29902,128048
"Niles-Benton Harbor","MI",8141,8141,0,0,0
"Norwich-New London","CT",18285,13855,75,390,3965
"Ocala","FL",40939,40689,110,0,140
"Ocean City","NJ",22433,13111,4812,862,3648
"Odessa","TX",1578,1578,0,0,0
"Ogden-Clearfield","UT",60837,58126,1009,880,822
"Oklahoma City","OK",118651,105820,703,0,12128
"Olympia","WA",34873,32447,887,0,1539
"Omaha-Council Bluffs","NE-IA",82464,77161,1275,0,4028
"Orlando","FL",413693,383813,3353,3738,22789
"Oshkosh-Neenah","WI",14506,12889,387,0,1230
"Owensboro","KY",3564,3564,0,0,0
"Oxnard-Thousand Oaks-Ventura","CA",52009,44411,0,0,7598
"Palm Bay-Melbourne-Titusville","FL",89435,81015,1700,0,6720
"Panama City-Lynn Haven","FL",20109,19971,138,0,0
"Parkersburg-Marietta","WV-OH",1707,1633,0,74,0
"Pascagoula","MS",17246,17246,0,0,0
"Pensacola-Ferry Pass-Brent","FL",81509,52397,277,0,28835
"Peoria","IL",17228,15400,897,171,760
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",243399,224365,1164,1572,16298
"Phoenix-Mesa-Scottsdale","AZ",900736,794168,3491,17398,85679
"Pine Bluff","AR",540,540,0,0,0
"Pittsburgh","PA",108749,103582,1459,1258,2450
"Pittsfield","MA",3209,2109,0,1100,0
"Pocatello","ID",4167,4167,0,0,0
"Port St. Lucie-Fort Pierce","FL",133959,120464,3445,893,9157
"Portland-South Portland-Biddeford","ME",59141,56340,1200,519,1082
"Portland-Vancouver-Beaverton","OR-WA",235678,204974,551,5774,24379
"Poughkeepsie-Newburgh-Middletown","NY",42492,40283,0,0,2209
"Prescott","AZ",33416,32147,909,360,0
"Providence-New Bedford-Fall River","RI-MA",66132,53080,414,320,12318
"Provo-Orem","UT",70623,62246,828,2041,5508
"Pueblo","CO",11921,11739,182,0,0
"Punta Gorda","FL",41141,38854,544,1743,0
"Racine","WI",15550,13732,451,0,1367
"Raleigh-Cary","NC",157099,147993,414,0,8692
"Rapid City","SD",11696,10755,622,319,0
"Reading","PA",15327,13577,0,0,1750
"Redding","CA",14266,14266,0,0,0
"Reno-Sparks","NV",70163,65497,0,1636,3030
"Richmond","VA",114711,99374,277,934,14126
"Riverside-San Bernardino-Ontario","CA",758034,683152,1323,14374,59185
"Roanoke","VA",16973,16454,269,250,0
"Rochester","MN",28597,28597,0,0,0
"Rochester","NY",32022,31311,223,488,0
"Rockford","IL",20699,18993,745,961,0
"Rocky Mount","NC",5760,5380,380,0,0
"Rome","GA",8796,7365,1431,0,0
"Sacramento--Arden-Arcade--Roseville","CA",391463,384978,335,478,5672
"Saginaw-Saginaw Township North","MI",4338,4338,0,0,0
"Salem","OR",29660,27295,1011,217,1137
"Salinas","CA",25765,25765,0,0,0
"Salisbury","MD",8780,8302,0,0,478
"Salt Lake City","UT",139008,129284,405,3192,6127
"San Angelo","TX",1815,1815,0,0,0
"San Antonio","TX",212374,162156,2040,423,47755
"San Diego-Carlsbad-San Marcos","CA",317260,226401,757,19926,70176
"San Francisco-Oakland-Fremont","CA",285216,258620,2484,2769,21343
"San Jose-Sunnyvale-Santa Clara","CA",51228,48070,1426,0,1732
"San Luis Obispo-Paso Robles","CA",29348,27294,80,439,1535
"Sandusky","OH",1967,1967,0,0,0
"Santa Barbara-Santa Maria-Goleta","CA",30885,20272,31,8772,1810
"Santa Cruz-Watsonville","CA",10437,10437,0,0,0
"Santa Fe","NM",7311,7311,0,0,0
"Santa Rosa-Petaluma","CA",38548,31795,335,0,6418
"Sarasota-Bradenton-Venice","FL",203164,143922,632,13096,45514
"Savannah","GA",32618,31684,649,0,285
"Scranton--Wilkes-Barre","PA",13523,12186,0,440,897
"Seattle-Tacoma-Bellevue","WA",311901,268742,6622,10934,25603
"Sheboygan","WI",3329,2479,0,0,850
"Sherman-Denison","TX",1531,1441,90,0,0
"Shreveport-Bossier City","LA",24961,24961,0,0,0
"Sioux City","IA-NE-SD",5766,5307,356,103,0
"Sioux Falls","SD",30484,29122,0,1362,0
"South Bend-Mishawaka","IN-MI",17459,17459,0,0,0
"Spartanburg","SC",16642,16642,0,0,0
"Spokane","WA",30074,27781,1763,530,0
"Springfield","IL",11261,8726,1293,389,853
"Springfield","MA",14988,14857,131,0,0
"Springfield","MO",44169,38259,680,0,5230
"Springfield","OH",4250,4250,0,0,0
"St. Cloud","MN",25095,23981,0,0,1114
"St. George","UT",35639,34210,329,0,1100
"St. Joseph","MO-KS",2933,2406,151,140,236
"St. Louis","MO-IL",228000,202693,5263,1412,18632
"State College","PA",7643,7512,0,131,0
"Stockton","CA",126321,116756,207,571,8787
"Sumter","SC",5433,4603,236,0,594
"Syracuse","NY",14862,13923,731,0,208
"Tallahassee","FL",35135,29335,138,175,5487
"Tampa-St. Petersburg-Clearwater","FL",337586,300966,4005,1896,30719
"Terre Haute","IN",3280,3105,0,0,175
"Texarkana","TX-Texarkana",3336,2840,496,0,0
"Toledo","OH",34391,31557,593,1101,1140
"Topeka","KS",17222,17222,0,0,0
"Trenton-Ewing","NJ",8448,7201,0,0,1247
"Tucson","AZ",126851,123258,827,1808,958
"Tulsa","OK",60327,59716,0,0,611
"Tuscaloosa","AL",14099,14099,0,0,0
"Tyler","TX",7028,6705,0,0,323
"Utica-Rome","NY",2016,2016,0,0,0
"Valdosta","GA",10516,9609,121,0,786
"Vallejo-Fairfield","CA",37729,34935,1146,0,1648
"Vero Beach","FL",42103,37849,120,408,3726
"Victoria","TX",7446,674,0,6772,0
"Vineland-Millville-Bridgeton","NJ",4836,4828,8,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",141402,106000,2741,1480,31181
"Visalia-Porterville","CA",25503,24868,112,523,0
"Waco","TX",10224,8198,926,0,1100
"Warner Robins","GA",17733,17733,0,0,0
"Washington-Arlington-Alexandria","DC-VA-MD-WV",548844,380938,309,231,167366
"Waterloo-Cedar Falls","IA",10890,9039,331,843,677
"Wausau","WI",13638,12976,72,0,590
"Weirton-Steubenville","WV-OH",1736,1736,0,0,0
"Wenatchee","WA",7939,7482,0,457,0
"Wheeling","WV-OH",459,459,0,0,0
"Wichita Falls","TX",3877,3877,0,0,0
"Wichita","KS",35686,35196,490,0,0
"Williamsport","PA",877,877,0,0,0
"Wilmington","NC",91223,83018,767,678,6760
"Winchester","VA-WV",14827,14627,0,0,200
"Winston-Salem","NC",70747,48594,197,0,21956
"Worcester","MA",42723,40727,841,207,948
"Yakima","WA",8061,6538,1312,211,0
"York-Hanover","PA",31846,30807,0,0,1039
"Youngstown-Warren-Boardman","OH-PA",17791,16983,589,219,0
"Yuba City-Marysville","CA",50027,49752,275,0,0
"Yuma","AZ",38933,38933,0,0,0
