"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Fayetteville","NC MSA",6898,6898,0,0,0
"Fayetteville-Springdale- Rogers","AR MSA",14611,13895,485,231,0
"Flagstaff","AZ-UT MSA",5169,5169,0,0,0
"Florence","AL MSA",261,261,0,0,0
"Florence","SC MSA",4169,3734,0,0,435
"Fort Collins-Loveland","CO MSA",35709,29621,579,264,5245
"Fort Myers-Cape Coral","FL MSA",76199,52442,2284,4170,17303
"Fort Pierce-Port St. Lucie","FL MSA",36432,35888,94,0,450
"Fort Smith","AR-OK MSA",2580,2483,0,97,0
"Fort Walton Beach","FL MSA",10432,9529,93,102,708
"Fort Wayne","IN MSA",13775,13775,0,0,0
"Fresno","CA MSA",35210,35086,124,0,0
"Gadsden","AL MSA",442,442,0,0,0
"Gainesville","FL MSA",13549,8517,49,215,4768
"Glens Falls","NY MSA",1922,1922,0,0,0
"Goldsboro","NC MSA",3390,3390,0,0,0
"Grand Forks","ND-MN MSA",650,0,0,0,650
"Grand Junction","CO MSA",8447,8447,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",46343,42949,107,255,3032
"Great Falls","MT MSA",771,656,0,115,0
"Green Bay","WI MSA",9476,8167,494,0,815
"Greensboro--Winston-Salem-- High Point","NC MSA",80929,75626,221,1436,3646
"Greenville","NC MSA",6846,4931,744,0,1171
"Greenville-Spartanburg- Anderson","SC MSA",52638,45674,717,0,6247
"Harrisburg-Lebanon- Carlisle","PA MSA",11135,11135,0,0,0
"Hartford","CT MSA",26365,25605,0,0,760
"Hattiesburg","MS MSA",4279,337,0,0,3942
"Hickory-Morganton-Lenoir","NC MSA",25178,17886,0,0,7292
"Honolulu","HI MSA",16356,16356,0,0,0
"Houma","LA MSA",5418,5418,0,0,0
"Houston-Galveston-Brazoria TX CMSA","392414",322471,0,186,69757,NA
"Huntington-Ashland","WV-KY- OH MSA",982,513,0,0,469
"Huntsville","AL MSA",4392,4392,0,0,0
"Indianapolis","IN MSA",131317,122879,2411,0,6027
"Iowa City","IA MSA",3837,2993,204,0,640
"Jackson","MI MSA",219,219,0,0,0
"Jackson","MS MSA",20212,16732,0,0,3480
"Jackson","TN MSA",3677,3602,75,0,0
"Jacksonville","FL MSA",140415,89067,285,0,51063
"Jacksonville","NC MSA",4208,4099,57,52,0
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",2496,1516,280,225,475
"Johnson City-Kingsport- Bristol","TN-VA MSA",7449,7161,90,0,198
"Johnstown","PA MSA",50,50,0,0,0
"Jonesboro","AR MSA",1507,1447,60,0,0
"Joplin","MO MSA",3710,3710,0,0,0
"Kalamazoo-Battle Creek","MI MSA",11774,11573,0,0,201
"Kansas City","MO-KS MSA",123159,93030,2219,871,27039
"Killeen-Temple","TX MSA",18691,14867,304,3520,0
"Knoxville","TN MSA",35067,25763,983,0,8321
"Kokomo","IN MSA",4574,4574,0,0,0
"La Crosse","WI-MN MSA",999,999,0,0,0
"Lafayette","LA MSA",10548,10548,0,0,0
"Lafayette","IN MSA",9738,4540,0,0,5198
"Lake Charles","LA MSA",8021,4640,69,0,3312
"Lakeland-Winter Haven","FL MSA",22157,22157,0,0,0
"Lancaster","PA MSA",9129,7299,0,0,1830
"Lansing-East Lansing","MI MSA",8138,8138,0,0,0
"Laredo","TX MSA",7878,6894,0,88,896
"Las Cruces","NM MSA",9276,8932,0,0,344
"Las Vegas","NV-AZ MSA",264136,208817,111,317,54891
"Lawrence","KS MSA",9572,2520,1943,0,5109
"Lawton","OK MSA",1176,1176,0,0,0
"Lewiston-Auburn","ME MSA",941,731,210,0,0
"Lexington","KY MSA",19002,17759,739,504,0
"Lima","OH MSA",257,257,0,0,0
"Lincoln","NE MSA",8792,7880,115,0,797
"Little Rock-North Little Rock","AR MSA",29171,28891,0,0,280
"Longview-Marshall","TX MSA",1215,1215,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",826590,639117,3419,5558,178496
"Louisville","KY-IN MSA",38388,37860,0,0,528
"Lubbock","TX MSA",7538,5138,20,0,2380
"Lynchburg","VA MSA",11732,11732,0,0,0
"Macon","GA MSA",25697,25518,179,0,0
"Madison","WI MSA",36278,25764,1168,764,8582
"Mansfield","OH MSA",579,170,185,0,224
"McAllen-Edinburg-Mission","TX MSA",23530,21745,346,1107,332
"Medford-Ashland","OR MSA",14959,11731,191,825,2212
"Melbourne-Titusville-Palm Bay","FL MSA",39527,34517,105,0,4905
"Memphis","TN-AR-MS MSA",65830,54749,0,0,11081
"Merced","CA MSA",8550,8550,0,0,0
"Miami-Fort Lauderdale","FL CMSA",314981,164352,1155,4999,144475
"Milwaukee-Racine","WI CMSA",59087,52941,1088,2460,2598
"Minneapolis-St. Paul","MN-WI MSA",161405,146719,2050,868,11768
"Missoula","MT MSA",853,853,0,0,0
"Mobile","AL MSA",36691,32774,0,0,3917
"Modesto","CA MSA",36374,36374,0,0,0
"Monroe","LA MSA",3325,3037,288,0,0
"Montgomery","AL MSA",20476,9268,0,0,11208
"Muncie","IN MSA",2155,2155,0,0,0
"Myrtle Beach","SC MSA",20606,17244,231,495,2636
"Naples","FL MSA",70354,57362,0,570,12422
"Nashville","TN MSA",121522,111827,262,1557,7876
"New London-Norwich","CT-RI MSA",8373,8373,0,0,0
"New Orleans","LA MSA",45546,30236,422,0,14888
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",388029,306936,10583,7796,62714
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",65483,64748,0,240,495
"Ocala","FL MSA",25344,25244,100,0,0
"Odessa-Midland","TX MSA",2067,2067,0,0,0
"Oklahoma City","OK MSA",35726,34746,980,0,0
"Omaha","NE-IA MSA",24885,24885,0,0,0
"Orlando","FL MSA",160986,157241,94,0,3651
"Owensboro","KY MSA",3449,3449,0,0,0
"Panama City","FL MSA",5524,5402,122,0,0
"Parkersburg-Marietta","WV-OH MSA",315,315,0,0,0
"Pensacola","FL MSA",19443,19321,122,0,0
"Peoria-Pekin","IL MSA",7028,6642,80,306,0
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",144379,132550,6793,1302,3734
"Phoenix-Mesa","AZ MSA",364749,349045,659,3886,11159
"Pine Bluff","AR MSA",350,350,0,0,0
"Pittsburgh","PA MSA",35245,33308,0,999,938
"Pittsfield","MA MSA",720,720,0,0,0
"Pocatello","ID MSA",555,555,0,0,0
"Portland","ME MSA",12041,11451,0,590,0
"Portland-Salem","OR-WA CMSA",156975,142584,1785,4583,8023
"Providence-Fall River- Warwick","RI-MA MSA",19341,17509,232,660,940
"Provo-Orem","UT MSA",26678,21729,734,1442,2773
"Pueblo","CO MSA",8089,7940,149,0,0
"Punta Gorda","FL MSA",11824,11019,125,427,253
"Raleigh-Durham-Chapel Hill NC MSA","172702",158656,654,0,13392,NA
"Rapid City","SD MSA",2188,1879,0,0,309
"Reading","PA MSA",4959,4959,0,0,0
"Redding","CA MSA",9195,9001,194,0,0
"Reno","NV MSA",51579,35004,100,0,16475
"Richland-Kennewick-Pasco","WA MSA",8801,8552,0,0,249
"Richmond-Petersburg","VA MSA",47691,47590,0,0,101
"Roanoke","VA MSA",10903,10629,274,0,0
"Rochester","MN MSA",7677,6342,667,274,394
"Rochester","NY MSA",20044,18214,0,801,1029
"Rockford","IL MSA",8123,7143,0,980,0
"Rocky Mount","NC MSA",4435,4049,82,0,304
"Sacramento-Yolo","CA CMSA",209447,202495,194,142,6616
"Saginaw-Bay City-Midland","MI MSA",3186,2490,368,0,328
"St. Cloud","MN MSA",3360,3360,0,0,0
"St. Joseph","MO MSA",470,470,0,0,0
"St. Louis","MO-IL MSA",109547,71414,1304,1215,35614
"Salinas","CA MSA",21685,21685,0,0,0
"Salt Lake City-Ogden","UT MSA",63905,58011,185,3229,2480
"San Angelo","TX MSA",2436,2436,0,0,0
"San Antonio","TX MSA",93683,79947,197,0,13539
"San Diego","CA MSA",219072,141747,321,1979,75025
"San Francisco-Oakland-San Jose","CA CMSA",377729,303211,8107,2878,63533
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",27338,25953,0,0,1385
"Santa Barbara-Santa Maria- Lompoc","CA MSA",13779,11873,0,562,1344
"Santa Fe","NM MSA",3764,3764,0,0,0
"Sarasota-Bradenton","FL MSA",106798,83894,0,1132,21772
"Savannah","GA MSA",13878,13186,0,508,184
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",2359,2359,0,0,0
"Seattle-Tacoma-Bremerton WA CMSA","249013",173169,4699,3008,68137,NA
"Sharon","PA MSA",885,885,0,0,0
"Sheboygan","WI MSA",409,409,0,0,0
"Sherman-Denison","TX MSA",900,900,0,0,0
"Shreveport-Bossier City","LA MSA",10451,9969,0,482,0
"Sioux City","IA-NE MSA",847,630,217,0,0
"Sioux Falls","SD MSA",6823,6577,246,0,0
"South Bend","IN MSA",6304,6094,210,0,0
"Spokane","WA MSA",8295,8295,0,0,0
"Springfield","IL MSA",2609,2609,0,0,0
"Springfield","MO MSA",15752,14962,300,125,365
"Springfield","MA MSA",3374,3374,0,0,0
"State College","PA MSA",3237,2755,62,420,0
"Steubenville-Weirton","OH-WV MSA",377,377,0,0,0
"Stockton-Lodi","CA MSA",87098,87098,0,0,0
"Sumter","SC MSA",2095,1933,162,0,0
"Syracuse","NY MSA",3463,3463,0,0,0
"Tallahassee","FL MSA",9890,9195,122,0,573
"Tampa-St. Petersburg- Clearwater","FL MSA",141469,136332,3047,227,1863
"Terre Haute","IN MSA",1516,1516,0,0,0
"Texarkana","TX-TexarkanaAR MSA",1113,1113,0,0,0
"Toledo","OH MSA",14741,13221,670,0,850
"Topeka","KS MSA",4898,4898,0,0,0
"Tucson","AZ MSA",63360,63179,181,0,0
"Tulsa","OK MSA",26713,26542,0,0,171
"Tuscaloosa","AL MSA",7724,7099,0,0,625
"Tyler","TX MSA",4634,4403,0,0,231
"Utica-Rome","NY MSA",506,506,0,0,0
"Victoria","TX MSA",400,400,0,0,0
"Visalia-Tulare-Porterville","CA MSA",12056,12056,0,0,0
"Waco","TX MSA",14051,6041,1010,0,7000
"Washington-Baltimore","DC-MD- VA-WV CMSA",367726,334164,193,199,33170
"Waterloo-Cedar Falls","IA MSA",1174,926,248,0,0
"Wausau","WI MSA",2233,2233,0,0,0
"West Palm Beach-Boca Raton FL MSA","98917",98063,0,254,600,NA
"Wheeling","WV-OH MSA",209,209,0,0,0
"Wichita","KS MSA",13000,12206,794,0,0
"Wichita Falls","TX MSA",7338,1938,0,5400,0
"Wilmington","NC MSA",34747,27147,0,0,7600
"Yakima","WA MSA",1342,1342,0,0,0
"York","PA MSA",8698,8698,0,0,0
"Youngstown-Warren","OH MSA",7867,7375,178,314,0
"Yuba City","CA MSA",3636,3636,0,0,0
"Yuma","AZ MSA",6842,6842,0,0,0
