"city","year","births","deaths","domesticmig","internationalmig","naturalinc","netmig","npopchg_","popestimate","residual","msa_code"
"Akron OH",2000,2252,1442,-96,223,810,127,999,695961,62,10420
"Akron OH",2001,8826,6540,-1112,709,2286,-403,2244,698205,361,10420
"Akron OH",2002,8527,6457,-1696,653,2070,-1043,1258,699463,231,10420
"Akron OH",2003,8352,6580,-1199,539,1772,-660,647,700110,-465,10420
"Akron OH",2004,8320,6669,-1920,521,1651,-1399,272,700382,20,10420
"Akron OH",2005,8272,6821,-1762,533,1451,-1229,21,700403,-201,10420
"Akron OH",2006,8124,6447,-3300,548,1677,-2752,-1148,699255,-73,10420
"Akron OH",2007,8518,6416,-2701,483,2102,-2218,-173,699082,-57,10420
"Akron OH",2008,8548,6527,-3079,485,2021,-2594,-529,698553,44,10420
"Albany GA",2000,568,312,-410,52,256,-358,-109,157759,-7,10500
"Albany GA",2001,2493,1335,-500,120,1158,-380,2055,159814,1277,10500
"Albany GA",2002,2276,1305,-1189,47,971,-1142,199,160013,370,10500
"Albany GA",2003,2223,1401,-96,-127,822,-223,1115,161128,516,10500
"Albany GA",2004,2228,1479,-537,196,749,-341,276,161404,-132,10500
"Albany GA",2005,2315,1335,-462,91,980,-371,508,161912,-101,10500
"Albany GA",2006,2447,1393,-85,150,1054,65,1062,162974,-57,10500
"Albany GA",2007,2454,1356,-184,70,1098,-114,967,163941,-17,10500
"Albany GA",2008,2392,1394,-117,101,998,-16,978,164919,-4,10500
"Albany-Schenectady-Troy NY",2000,2403,1837,341,342,566,683,1279,827152,30,10580
"Albany-Schenectady-Troy NY",2001,9437,7707,-123,1327,1730,1204,2169,829321,-765,10580
"Albany-Schenectady-Troy NY",2002,9251,7748,2233,1199,1503,3432,4204,833525,-731,10580
"Albany-Schenectady-Troy NY",2003,9582,7600,4086,893,1982,4979,6020,839545,-941,10580
"Albany-Schenectady-Troy NY",2004,9467,7683,1952,1134,1784,3086,4266,843811,-604,10580
"Albany-Schenectady-Troy NY",2005,9333,7666,604,1083,1667,1687,2550,846361,-804,10580
"Albany-Schenectady-Troy NY",2006,9467,7391,1066,1189,2076,2255,3930,850291,-401,10580
"Albany-Schenectady-Troy NY",2007,9481,7451,-1886,1023,2030,-863,1273,851564,106,10580
"Albany-Schenectady-Troy NY",2008,9937,7434,-1550,1060,2503,-490,2355,853919,342,10580
"Albuquerque NM",2000,2635,1182,-61,600,1453,539,2026,731674,34,10740
"Albuquerque NM",2001,10813,5426,877,2096,5387,2973,7653,739327,-707,10740
"Albuquerque NM",2002,10915,5688,7389,1778,5227,9167,13883,753210,-511,10740
"Albuquerque NM",2003,11310,5614,6024,1129,5696,7153,12171,765381,-678,10740
"Albuquerque NM",2004,11180,5863,7942,1889,5317,9831,14370,779751,-778,10740
"Albuquerque NM",2005,11760,5878,10514,1651,5882,12165,17395,797146,-652,10740
"Albuquerque NM",2006,11778,6173,11864,1821,5605,13685,18833,815979,-457,10740
"Albuquerque NM",2007,12489,6257,9468,1501,6232,10969,17065,833044,-136,10740
"Albuquerque NM",2008,12753,6278,4898,1589,6475,6487,12869,845913,-93,10740
"Alexandria LA",2000,547,366,-159,21,181,-138,49,145084,6,10780
"Alexandria LA",2001,2166,1579,-815,80,587,-735,-169,144915,-21,10780
"Alexandria LA",2002,2154,1497,-471,62,657,-409,208,145123,-40,10780
"Alexandria LA",2003,2092,1604,1,13,488,14,395,145518,-107,10780
"Alexandria LA",2004,2170,1546,71,78,624,149,790,146308,17,10780
"Alexandria LA",2005,2152,1571,137,57,581,194,742,147050,-33,10780
"Alexandria LA",2006,2181,1548,2410,74,633,2484,5095,152145,1978,10780
"Alexandria LA",2007,2292,1574,-610,45,718,-565,511,152656,358,10780
"Alexandria LA",2008,2257,1567,-357,53,690,-304,449,153105,63,10780
"Allentown-Bethlehem-Easton PA-NJ",2000,2129,1657,553,399,472,952,1471,741873,47,10900
"Allentown-Bethlehem-Easton PA-NJ",2001,8653,7345,4161,1569,1308,5730,6650,748523,-388,10900
"Allentown-Bethlehem-Easton PA-NJ",2002,8518,7397,5131,1494,1121,6625,7383,755906,-363,10900
"Allentown-Bethlehem-Easton PA-NJ",2003,8845,7284,6853,1299,1561,8152,9371,765277,-342,10900
"Allentown-Bethlehem-Easton PA-NJ",2004,9137,7539,7487,1245,1598,8732,9866,775143,-464,10900
"Allentown-Bethlehem-Easton PA-NJ",2005,9117,7509,7264,1282,1608,8546,9671,784814,-483,10900
"Allentown-Bethlehem-Easton PA-NJ",2006,9157,7460,6573,1599,1697,8172,9618,794432,-251,10900
"Allentown-Bethlehem-Easton PA-NJ",2007,9548,7363,4328,1397,2185,5725,8064,802496,154,10900
"Allentown-Bethlehem-Easton PA-NJ",2008,9768,7450,1674,1400,2318,3074,5714,808210,322,10900
"Altoona PA",2000,365,341,-148,6,24,-142,-112,129032,6,11020
"Altoona PA",2001,1485,1660,-437,28,-175,-409,-697,128335,-113,11020
"Altoona PA",2002,1413,1683,-646,24,-270,-622,-994,127341,-102,11020
"Altoona PA",2003,1483,1603,-236,13,-120,-223,-504,126837,-161,11020
"Altoona PA",2004,1441,1591,-100,28,-150,-72,-308,126529,-86,11020
"Altoona PA",2005,1449,1656,-341,22,-207,-319,-647,125882,-121,11020
"Altoona PA",2006,1426,1578,-172,27,-152,-145,-353,125529,-56,11020
"Altoona PA",2007,1448,1587,-101,19,-139,-82,-187,125342,34,11020
"Altoona PA",2008,1488,1553,-201,19,-65,-182,-168,125174,79,11020
"Amarillo TX",2000,906,472,19,124,434,143,576,227098,-1,11100
"Amarillo TX",2001,3575,1943,-765,549,1632,-216,1194,228292,-222,11100
"Amarillo TX",2002,3505,2081,165,519,1424,684,1869,230161,-239,11100
"Amarillo TX",2003,3694,2108,783,444,1586,1227,2546,232707,-267,11100
"Amarillo TX",2004,3873,2050,287,430,1823,717,2308,235015,-232,11100
"Amarillo TX",2005,3801,2074,639,438,1727,1077,2629,237644,-175,11100
"Amarillo TX",2006,3796,1995,40,444,1801,484,2160,239804,-125,11100
"Amarillo TX",2007,3954,2032,77,404,1922,481,2320,242124,-83,11100
"Amarillo TX",2008,3983,2028,-487,409,1955,-78,1714,243838,-163,11100
"Ames IA",2000,204,104,-85,121,100,36,140,80121,4,11180
"Ames IA",2001,984,473,-1044,519,511,-525,-69,80052,-55,11180
"Ames IA",2002,898,438,667,486,460,1153,1555,81607,-58,11180
"Ames IA",2003,953,484,-982,436,469,-546,-126,81481,-49,11180
"Ames IA",2004,900,450,-325,413,450,88,476,81957,-62,11180
"Ames IA",2005,881,493,-846,426,388,-420,-105,81852,-73,11180
"Ames IA",2006,1013,455,700,438,558,1138,1653,83505,-43,11180
"Ames IA",2007,1027,485,848,397,542,1245,1801,85306,14,11180
"Ames IA",2008,1061,484,450,397,577,847,1448,86754,24,11180
"Anchorage AK",2000,1226,356,-397,290,870,-107,768,320374,5,11260
"Anchorage AK",2001,4992,1414,1461,553,3578,2014,5274,325648,-318,11260
"Anchorage AK",2002,4959,1594,3539,29,3365,3568,6709,332357,-224,11260
"Anchorage AK",2003,5009,1535,4041,-1008,3474,3033,6308,338665,-199,11260
"Anchorage AK",2004,5435,1460,2054,1144,3975,3198,6833,345498,-340,11260
"Anchorage AK",2005,5364,1603,1748,413,3761,2161,5630,351128,-292,11260
"Anchorage AK",2006,5601,1591,3058,810,4010,3868,7684,358812,-194,11260
"Anchorage AK",2007,5903,1624,-3349,323,4279,-3026,1277,360089,24,11260
"Anchorage AK",2008,5842,1694,86,510,4148,596,4612,364701,-132,11260
"Anderson IN",2000,411,345,-174,21,66,-153,-80,133278,7,11300
"Anderson IN",2001,1641,1506,-388,91,135,-297,-286,132992,-124,11300
"Anderson IN",2002,1696,1498,-708,86,198,-622,-534,132458,-110,11300
"Anderson IN",2003,1566,1395,-931,68,171,-863,-831,131627,-139,11300
"Anderson IN",2004,1659,1458,-597,69,201,-528,-429,131198,-102,11300
"Anderson IN",2005,1584,1486,-649,70,98,-579,-595,130603,-114,11300
"Anderson IN",2006,1648,1386,135,74,262,209,409,131012,-62,11300
"Anderson IN",2007,1627,1450,-125,63,177,-62,145,131157,30,11300
"Anderson IN",2008,1649,1455,1,63,194,64,344,131501,86,11300
"Anderson SC",2000,552,376,367,26,176,393,575,166313,6,11340
"Anderson SC",2001,2268,1747,1854,126,521,1980,2377,168690,-124,11340
"Anderson SC",2002,2145,1796,857,118,349,975,1184,169874,-140,11340
"Anderson SC",2003,2207,1821,968,96,386,1064,1258,171132,-192,11340
"Anderson SC",2004,2210,1834,1112,108,376,1220,1456,172588,-140,11340
"Anderson SC",2005,2205,1808,1285,107,397,1392,1644,174232,-145,11340
"Anderson SC",2006,2328,1862,2245,110,466,2355,2726,176958,-95,11340
"Anderson SC",2007,2475,1866,2295,98,609,2393,3006,179964,4,11340
"Anderson SC",2008,2369,1924,2294,101,445,2395,2861,182825,21,11340
"Ann Arbor MI",2000,1103,436,466,572,667,1038,1718,324488,13,11460
"Ann Arbor MI",2001,4110,1869,641,2206,2241,2847,4751,329239,-337,11460
"Ann Arbor MI",2002,4207,1783,242,2073,2424,2315,4397,333636,-342,11460
"Ann Arbor MI",2003,4213,1879,-206,1827,2334,1621,3457,337093,-498,11460
"Ann Arbor MI",2004,4268,1877,-190,1653,2391,1463,3632,340725,-222,11460
"Ann Arbor MI",2005,4239,1842,-540,1743,2397,1203,3300,344025,-300,11460
"Ann Arbor MI",2006,4228,1860,-1778,1735,2368,-43,2160,346185,-165,11460
"Ann Arbor MI",2007,4245,1841,-2227,1582,2404,-645,1784,347969,25,11460
"Ann Arbor MI",2008,4253,1883,-4674,1583,2370,-3091,-593,347376,128,11460
"Anniston-Oxford AL",2000,371,309,-959,14,62,-945,-897,111346,-14,11500
"Anniston-Oxford AL",2001,1561,1388,-481,60,173,-421,-345,111001,-97,11500
"Anniston-Oxford AL",2002,1492,1321,-311,49,171,-262,-187,110814,-96,11500
"Anniston-Oxford AL",2003,1413,1213,400,27,200,427,494,111308,-133,11500
"Anniston-Oxford AL",2004,1521,1313,24,55,208,79,212,111520,-75,11500
"Anniston-Oxford AL",2005,1514,1345,322,43,169,365,433,111953,-101,11500
"Anniston-Oxford AL",2006,1490,1371,511,53,119,564,628,112581,-55,11500
"Anniston-Oxford AL",2007,1505,1296,3,44,209,47,275,112856,19,11500
"Anniston-Oxford AL",2008,1544,1317,228,45,227,273,563,113419,63,11500
"Appleton WI",2000,724,297,301,50,427,351,789,202509,11,11540
"Appleton WI",2001,2854,1344,1259,236,1510,1495,2818,205327,-187,11540
"Appleton WI",2002,2847,1342,1229,226,1505,1455,2785,208112,-175,11540
"Appleton WI",2003,2930,1397,658,193,1533,851,2114,210226,-270,11540
"Appleton WI",2004,2995,1394,291,181,1601,472,1935,212161,-138,11540
"Appleton WI",2005,2923,1451,485,192,1472,677,1959,214120,-190,11540
"Appleton WI",2006,2904,1397,410,194,1507,604,2005,216125,-106,11540
"Appleton WI",2007,3028,1437,-40,170,1591,130,1715,217840,-6,11540
"Appleton WI",2008,3050,1422,34,169,1628,203,1880,219720,49,11540
"Asheville NC",2000,1089,941,930,214,148,1144,1281,370451,-11,11700
"Asheville NC",2001,4449,4232,2548,870,217,3418,3315,373766,-320,11700
"Asheville NC",2002,4398,4174,3106,817,224,3923,3878,377644,-269,11700
"Asheville NC",2003,4381,4222,3552,703,159,4255,4125,381769,-289,11700
"Asheville NC",2004,4526,4217,3947,668,309,4615,4551,386320,-373,11700
"Asheville NC",2005,4463,4440,4087,697,23,4784,4469,390789,-338,11700
"Asheville NC",2006,4627,4282,5363,701,345,6064,6196,396985,-213,11700
"Asheville NC",2007,4970,4361,5253,628,609,5881,6543,403528,53,11700
"Asheville NC",2008,5003,4401,3601,637,602,4238,4908,408436,68,11700
"Athens-Clarke County GA",2000,495,252,355,204,243,559,808,166883,6,12020
"Athens-Clarke County GA",2001,2106,1173,644,780,933,1424,2198,169081,-159,12020
"Athens-Clarke County GA",2002,2208,1124,164,720,1084,884,1833,170914,-135,12020
"Athens-Clarke County GA",2003,2288,1143,1340,593,1145,1933,2909,173823,-169,12020
"Athens-Clarke County GA",2004,2255,1265,2776,640,990,3416,4199,178022,-207,12020
"Athens-Clarke County GA",2005,2359,1108,-927,635,1251,-292,822,178844,-137,12020
"Athens-Clarke County GA",2006,2360,1190,2115,672,1170,2787,3858,182702,-99,12020
"Athens-Clarke County GA",2007,2546,1227,1738,595,1319,2333,3616,186318,-36,12020
"Athens-Clarke County GA",2008,2595,1235,994,605,1360,1599,2946,189264,-13,12020
"Atlanta-Sandy Springs-Marietta GA",2000,17362,6390,15829,7347,10972,23176,33882,4281896,-266,12060
"Atlanta-Sandy Springs-Marietta GA",2001,73107,27332,47792,27840,45775,75632,150686,4432582,29279,12060
"Atlanta-Sandy Springs-Marietta GA",2002,73229,27371,26219,26014,45858,52233,122187,4554769,24096,12060
"Atlanta-Sandy Springs-Marietta GA",2003,74391,27657,22507,22445,46734,44952,117565,4672334,25879,12060
"Atlanta-Sandy Springs-Marietta GA",2004,76606,28364,32297,21163,48242,53460,128931,4801265,27229,12060
"Atlanta-Sandy Springs-Marietta GA",2005,77733,27827,51462,21999,49906,73461,144508,4945773,21141,12060
"Atlanta-Sandy Springs-Marietta GA",2006,80987,28686,95661,22215,52301,117876,168151,5113924,-2026,12060
"Atlanta-Sandy Springs-Marietta GA",2007,82946,30248,75098,20060,52698,95158,147372,5261296,-484,12060
"Atlanta-Sandy Springs-Marietta GA",2008,84080,31165,43051,20184,52915,63235,114989,5376285,-1161,12060
"Atlantic City-Hammonton NJ",2000,800,553,-157,321,247,164,428,252980,17,12100
"Atlantic City-Hammonton NJ",2001,3389,2496,-162,1324,893,1162,1803,254783,-252,12100
"Atlantic City-Hammonton NJ",2002,3498,2714,1431,1236,784,2667,3226,258009,-225,12100
"Atlantic City-Hammonton NJ",2003,3551,2850,2081,1093,701,3174,3612,261621,-263,12100
"Atlantic City-Hammonton NJ",2004,3493,2683,2587,1047,810,3634,4199,265820,-245,12100
"Atlantic City-Hammonton NJ",2005,3613,2513,383,1072,1100,1455,2300,268120,-255,12100
"Atlantic City-Hammonton NJ",2006,3551,2535,-864,1182,1016,318,1209,269329,-125,12100
"Atlantic City-Hammonton NJ",2007,3620,2446,-1697,1073,1174,-624,641,269970,91,12100
"Atlantic City-Hammonton NJ",2008,3681,2550,-1672,1078,1131,-594,711,270681,174,12100
"Auburn-Opelika AL",2000,332,180,203,45,152,248,406,115530,6,12220
"Auburn-Opelika AL",2001,1377,784,548,180,593,728,1208,116738,-113,12220
"Auburn-Opelika AL",2002,1355,776,757,153,579,910,1389,118127,-100,12220
"Auburn-Opelika AL",2003,1393,773,790,111,620,901,1393,119520,-128,12220
"Auburn-Opelika AL",2004,1419,826,1381,166,593,1547,2022,121542,-118,12220
"Auburn-Opelika AL",2005,1475,776,2844,146,699,2990,3590,125132,-99,12220
"Auburn-Opelika AL",2006,1568,852,1983,166,716,2149,2793,127925,-72,12220
"Auburn-Opelika AL",2007,1638,843,1675,143,795,1818,2596,130521,-17,12220
"Auburn-Opelika AL",2008,1658,865,1557,146,793,1703,2489,133010,-7,12220
"Augusta-Richmond County GA-SC",2000,1696,1057,-321,234,639,-87,561,500217,9,12260
"Augusta-Richmond County GA-SC",2001,7588,4536,-315,411,3052,96,2665,502882,-483,12260
"Augusta-Richmond County GA-SC",2002,7340,4615,1126,-34,2725,1092,3393,506275,-424,12260
"Augusta-Richmond County GA-SC",2003,7113,4640,2095,-1015,2473,1080,3010,509285,-543,12260
"Augusta-Richmond County GA-SC",2004,7252,4661,1780,962,2591,2742,4833,514118,-500,12260
"Augusta-Richmond County GA-SC",2005,7413,4568,234,300,2845,534,2961,517079,-418,12260
"Augusta-Richmond County GA-SC",2006,7574,4604,1611,674,2970,2285,4993,522072,-262,12260
"Augusta-Richmond County GA-SC",2007,7920,4760,2929,228,3160,3157,6240,528312,-77,12260
"Augusta-Richmond County GA-SC",2008,7768,4914,2739,395,2854,3134,5906,534218,-82,12260
"Austin-Round Rock TX",2000,5231,1519,10031,2305,3712,12336,15918,1265665,-130,12420
"Austin-Round Rock TX",2001,22086,6610,34655,9063,15476,43718,58679,1324344,-515,12420
"Austin-Round Rock TX",2002,22518,6567,4780,8527,15951,13307,28778,1353122,-480,12420
"Austin-Round Rock TX",2003,22560,6609,6916,7377,15951,14293,29553,1382675,-691,12420
"Austin-Round Rock TX",2004,23284,6980,14624,6849,16304,21473,36462,1419137,-1315,12420
"Austin-Round Rock TX",2005,23686,6733,22537,7170,16953,29707,45426,1464563,-1234,12420
"Austin-Round Rock TX",2006,24483,7204,38918,7197,17279,46115,62477,1527040,-917,12420
"Austin-Round Rock TX",2007,25749,7400,40561,6524,18349,47085,65550,1592590,116,12420
"Austin-Round Rock TX",2008,26725,7819,35041,6552,18906,41593,60012,1652602,-487,12420
"Bakersfield CA",2000,2833,996,-921,892,1837,-29,1857,663510,49,12540
"Bakersfield CA",2001,11719,4916,1411,3165,6803,4576,10725,674235,-654,12540
"Bakersfield CA",2002,11950,4979,6117,2807,6971,8924,15382,689617,-513,12540
"Bakersfield CA",2003,12537,5253,9063,2085,7284,11148,18056,707673,-376,12540
"Bakersfield CA",2004,13169,5452,9818,2634,7717,12452,19395,727068,-774,12540
"Bakersfield CA",2005,13709,5195,11370,2517,8514,13887,21698,748766,-703,12540
"Bakersfield CA",2006,14645,5509,10129,2611,9136,12740,21455,770221,-421,12540
"Bakersfield CA",2007,15296,5403,4727,2236,9893,6963,16958,787179,102,12540
"Bakersfield CA",2008,15820,5473,390,2325,10347,2715,13279,800458,217,12540
"Baltimore-Towson MD",2000,8641,5537,-458,1603,3104,1145,4238,2557238,-11,12580
"Baltimore-Towson MD",2001,34227,24002,-235,5007,10225,4772,20174,2577412,5177,12580
"Baltimore-Towson MD",2002,33875,23705,4108,3907,10170,8015,21894,2599306,3709,12580
"Baltimore-Towson MD",2003,33881,23743,3556,1877,10138,5433,21113,2620419,5542,12580
"Baltimore-Towson MD",2004,34513,23329,-6434,4824,11184,-1610,15753,2636172,6179,12580
"Baltimore-Towson MD",2005,34340,23402,-5883,3817,10938,-2066,10819,2646991,1947,12580
"Baltimore-Towson MD",2006,34886,22870,-6573,4526,12016,-2047,11031,2658022,1062,12580
"Baltimore-Towson MD",2007,35397,23541,-11158,3522,11856,-7636,5783,2663805,1563,12580
"Baltimore-Towson MD",2008,35375,23422,-12352,3758,11953,-8594,3312,2667117,-47,12580
"Bangor ME",2000,389,324,-121,29,65,-92,-15,144904,12,12620
"Bangor ME",2001,1572,1368,479,118,204,597,668,145572,-133,12620
"Bangor ME",2002,1476,1343,534,97,133,631,635,146207,-129,12620
"Bangor ME",2003,1557,1394,798,55,163,853,854,147061,-162,12620
"Bangor ME",2004,1573,1340,-727,112,233,-615,-495,146566,-113,12620
"Bangor ME",2005,1621,1445,212,91,176,303,336,146902,-143,12620
"Bangor ME",2006,1603,1439,741,104,164,845,937,147839,-72,12620
"Bangor ME",2007,1655,1289,252,84,366,336,688,148527,-14,12620
"Bangor ME",2008,1698,1315,-354,90,383,-264,124,148651,5,12620
"Barnstable Town MA",2000,509,673,1090,109,-164,1199,996,223228,-39,12700
"Barnstable Town MA",2001,2023,2744,2294,406,-721,2700,1814,225042,-165,12700
"Barnstable Town MA",2002,1995,2756,2521,326,-761,2847,1960,227002,-126,12700
"Barnstable Town MA",2003,2000,2786,1907,188,-786,2095,1133,228135,-176,12700
"Barnstable Town MA",2004,1940,2867,-582,360,-927,-222,-1306,226829,-157,12700
"Barnstable Town MA",2005,1976,2707,-1275,296,-731,-979,-1916,224913,-206,12700
"Barnstable Town MA",2006,1931,2706,-1067,345,-775,-722,-1598,223315,-101,12700
"Barnstable Town MA",2007,1980,2734,-866,270,-754,-596,-1325,221990,25,12700
"Barnstable Town MA",2008,1986,2750,-542,282,-764,-260,-941,221049,83,12700
"Baton Rouge LA",2000,2611,1285,-137,246,1326,109,1441,707343,6,12940
"Baton Rouge LA",2001,10540,5588,-3015,955,4952,-2060,2375,709718,-517,12940
"Baton Rouge LA",2002,10320,5705,-1424,883,4615,-541,3638,713356,-436,12940
"Baton Rouge LA",2003,10198,5758,967,738,4440,1705,5494,718850,-651,12940
"Baton Rouge LA",2004,10406,5870,1744,740,4536,2484,6362,725212,-658,12940
"Baton Rouge LA",2005,10307,5924,-358,751,4383,393,4154,729366,-622,12940
"Baton Rouge LA",2006,10759,6261,29476,771,4498,30247,34222,763588,-523,12940
"Baton Rouge LA",2007,11504,6224,-19,689,5280,670,5809,769397,-141,12940
"Baton Rouge LA",2008,11351,6269,-598,700,5082,102,4930,774327,-254,12940
"Battle Creek MI",2000,460,350,-128,35,110,-93,27,138012,10,12980
"Battle Creek MI",2001,1923,1429,-554,175,494,-379,-7,138005,-122,12980
"Battle Creek MI",2002,1855,1500,-130,165,355,35,260,138265,-130,12980
"Battle Creek MI",2003,1915,1459,-251,139,456,-112,153,138418,-191,12980
"Battle Creek MI",2004,1888,1399,-210,155,489,-55,336,138754,-98,12980
"Battle Creek MI",2005,1849,1387,-1188,148,462,-1040,-694,138060,-116,12980
"Battle Creek MI",2006,1818,1394,-1387,154,424,-1233,-868,137192,-59,12980
"Battle Creek MI",2007,1881,1396,-1507,136,485,-1371,-858,136334,28,12980
"Battle Creek MI",2008,1882,1346,-1146,137,536,-1009,-473,135861,0,12980
"Bay City MI",2000,335,281,-130,5,54,-125,-67,110090,4,13020
"Bay City MI",2001,1319,1095,-594,25,224,-569,-439,109651,-94,13020
"Bay City MI",2002,1326,1115,-203,19,211,-184,-75,109576,-102,13020
"Bay City MI",2003,1230,1114,-451,8,116,-443,-454,109122,-127,13020
"Bay City MI",2004,1309,1122,-329,28,187,-301,-193,108929,-79,13020
"Bay City MI",2005,1230,1104,-442,19,126,-423,-398,108531,-101,13020
"Bay City MI",2006,1233,1075,-741,25,158,-716,-604,107927,-46,13020
"Bay City MI",2007,1273,1106,-759,18,167,-741,-561,107366,13,13020
"Bay City MI",2008,1282,1058,-118,19,224,-99,129,107495,4,13020
"Beaumont-Port Arthur TX",2000,1146,935,-785,146,211,-639,-425,384665,3,13140
"Beaumont-Port Arthur TX",2001,5195,4009,-4494,603,1186,-3891,-2987,381678,-282,13140
"Beaumont-Port Arthur TX",2002,5150,3957,-2186,566,1193,-1620,-730,380948,-303,13140
"Beaumont-Port Arthur TX",2003,5139,3845,-2321,478,1294,-1843,-961,379987,-412,13140
"Beaumont-Port Arthur TX",2004,5147,3923,-1046,472,1224,-574,355,380342,-295,13140
"Beaumont-Port Arthur TX",2005,5219,3980,-1414,485,1239,-929,-23,380319,-333,13140
"Beaumont-Port Arthur TX",2006,4894,3995,-7726,493,899,-7233,-6472,373847,-138,13140
"Beaumont-Port Arthur TX",2007,5363,3793,713,433,1570,1146,2601,376448,-115,13140
"Beaumont-Port Arthur TX",2008,5160,3833,143,441,1327,584,1807,378255,-104,13140
"Bellingham WA",2000,556,301,469,179,255,648,898,167726,-5,13380
"Bellingham WA",2001,1990,1241,2216,648,749,2864,3470,171196,-143,13380
"Bellingham WA",2002,1942,1218,2489,602,724,3091,3692,174888,-123,13380
"Bellingham WA",2003,2043,1356,1771,524,687,2295,2811,177699,-171,13380
"Bellingham WA",2004,2070,1312,2810,501,758,3311,3876,181575,-193,13380
"Bellingham WA",2005,2077,1337,2491,518,740,3009,3605,185180,-144,13380
"Bellingham WA",2006,2171,1310,1834,517,861,2351,3109,188289,-103,13380
"Bellingham WA",2007,2266,1361,2736,468,905,3204,4064,192353,-45,13380
"Bellingham WA",2008,2401,1372,2725,472,1029,3197,4176,196529,-50,13380
"Bend OR",2000,365,200,1083,24,165,1107,1246,116613,-26,13460
"Bend OR",2001,1460,951,3481,92,509,3573,4032,120645,-50,13460
"Bend OR",2002,1444,966,4251,88,478,4339,4795,125440,-22,13460
"Bend OR",2003,1564,998,3178,68,566,3246,3852,129292,40,13460
"Bend OR",2004,1589,939,4255,76,650,4331,4764,134056,-217,13460
"Bend OR",2005,1721,1052,6227,71,669,6298,6886,140942,-81,13460
"Bend OR",2006,1876,1063,7098,75,813,7173,7885,148827,-101,13460
"Bend OR",2007,2121,1060,3918,66,1061,3984,4972,153799,-73,13460
"Bend OR",2008,2137,1107,3682,66,1030,3748,4657,158456,-121,13460
"Billings MT",2000,463,293,7,4,170,11,190,139092,9,13740
"Billings MT",2001,1825,1230,665,34,595,699,1144,140236,-150,13740
"Billings MT",2002,1812,1285,739,28,527,767,1165,141401,-129,13740
"Billings MT",2003,1850,1295,850,18,555,868,1273,142674,-150,13740
"Billings MT",2004,1932,1233,898,34,699,932,1515,144189,-116,13740
"Billings MT",2005,1984,1307,1425,29,677,1454,2004,146193,-127,13740
"Billings MT",2006,1990,1307,826,31,683,857,1465,147658,-75,13740
"Billings MT",2007,2090,1281,992,26,809,1018,1817,149475,-10,13740
"Billings MT",2008,2071,1296,1706,28,775,1734,2530,152005,21,13740
"Binghamton NY",2000,670,603,-464,93,67,-371,-298,252025,6,13780
"Binghamton NY",2001,2795,2650,-909,386,145,-523,-613,251412,-235,13780
"Binghamton NY",2002,2698,2443,-550,369,255,-181,-157,251255,-231,13780
"Binghamton NY",2003,2637,2552,-1786,326,85,-1460,-1633,249622,-258,13780
"Binghamton NY",2004,2695,2533,-1546,309,162,-1237,-1270,248352,-195,13780
"Binghamton NY",2005,2593,2468,-1758,322,125,-1436,-1517,246835,-206,13780
"Binghamton NY",2006,2581,2412,-778,331,169,-447,-395,246440,-117,13780
"Binghamton NY",2007,2788,2546,-1124,302,242,-822,-590,245850,-10,13780
"Binghamton NY",2008,2819,2402,-1351,304,417,-1047,-661,245189,-31,13780
"Birmingham-Hoover AL",2000,3682,2527,517,379,1155,896,2064,1053365,13,13820
"Birmingham-Hoover AL",2001,15135,10688,694,1390,4447,2084,6711,1060076,180,13820
"Birmingham-Hoover AL",2002,14626,10842,-764,1276,3784,512,4404,1064480,108,13820
"Birmingham-Hoover AL",2003,14451,11162,3668,1022,3289,4690,7935,1072415,-44,13820
"Birmingham-Hoover AL",2004,14796,11287,3341,1079,3509,4420,7791,1080206,-138,13820
"Birmingham-Hoover AL",2005,14953,11090,3373,1070,3863,4443,8097,1088303,-209,13820
"Birmingham-Hoover AL",2006,15198,11068,6766,1114,4130,7880,11983,1100286,-27,13820
"Birmingham-Hoover AL",2007,15602,11019,2565,971,4583,3536,8386,1108672,267,13820
"Birmingham-Hoover AL",2008,15440,11077,3302,977,4363,4279,8936,1117608,294,13820
"Bismarck ND",2000,291,195,1,9,96,10,109,94842,3,13900
"Bismarck ND",2001,1149,779,-2,45,370,43,325,95167,-88,13900
"Bismarck ND",2002,1146,761,580,34,385,614,923,96090,-76,13900
"Bismarck ND",2003,1205,767,423,1,438,424,761,96851,-101,13900
"Bismarck ND",2004,1240,749,428,50,491,478,893,97744,-76,13900
"Bismarck ND",2005,1269,689,1121,33,580,1154,1644,99388,-90,13900
"Bismarck ND",2006,1360,766,1183,43,594,1226,1767,101155,-53,13900
"Bismarck ND",2007,1411,759,1292,28,652,1320,1972,103127,0,13900
"Bismarck ND",2008,1473,782,1076,34,691,1110,1817,104944,16,13900
"Blacksburg-Christiansburg-Radford VA",2000,418,293,-50,106,125,56,192,151516,11,13980
"Blacksburg-Christiansburg-Radford VA",2001,1622,1233,849,416,389,1265,1522,153038,-132,13980
"Blacksburg-Christiansburg-Radford VA",2002,1380,1260,-850,389,120,-461,-466,152572,-125,13980
"Blacksburg-Christiansburg-Radford VA",2003,1478,1226,-133,321,252,188,246,152818,-194,13980
"Blacksburg-Christiansburg-Radford VA",2004,1530,1272,-136,326,258,190,341,153159,-107,13980
