"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","2020",2020,0,0,0
"2","Albany* GA MSA","4557",4557,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","24888",23278,50,0,1560
"4","Albuquerque* NM MSA","39642",39642,0,0,0
"5","Alexandria* LA MSA","4251",4251,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","17392",16111,147,494,640
"7","Altoona* PA MSA","218",218,0,0,0
"8","Amarillo* TX MSA","6151",6151,0,0,0
"9","Anchorage* AK MSA","18270",15523,1776,971,0
"10","Anniston* AL MSA","1482",1253,0,0,229
"11","Appleton-Oshkosh-Neenah* WI  MSA","18202",14843,1720,0,1639
"12","Asheville* NC MSA","15054",13760,180,0,1114
"13","Athens* GA MSA","7029",5460,156,0,1413
"14","Atlanta  GA MSA","479189",401100,609,2108,75372
"15","Auburn-Opelika* AL MSA","2738",2738,0,0,0
"16","Augusta-Aiken* GA-SC MSA","23655",22405,0,0,1250
"17","Austin-San Marcos* TX MSA","130465",85085,495,2290,42595
"18","Bakersfield* CA MSA","30411",30411,0,0,0
"19","Bangor* ME MSA","1824",1824,0,0,0
"20","Barnstable-Yarmouth* MA MSA","17978",17304,255,419,0
"21","Baton Rouge* LA MSA","8125",7997,128,0,0
"22","Beaumont-Port Arthur* TX MSA","4662",4662,0,0,0
"23","Bellingham* WA MSA","12371",9527,685,0,2159
"24","Benton Harbor* MI MSA","305",305,0,0,0
"25","Billings* MT MSA","5193",4096,0,272,825
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","14868",14868,0,0,0
"27","Binghamton* NY MSA","1710",1710,0,0,0
"28","Birmingham* AL MSA","43559",43049,0,0,510
"29","Bismarck* ND MSA","7801",6051,607,484,659
"30","Bloomington* IN MSA","4768",4768,0,0,0
"31","Bloomington-Normal* IL MSA","4840",4185,0,0,655
"32","Boise City* ID MSA","56736",53972,114,400,2250
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","237939",187185,2535,2532,45687
"34","Brownsville-Harlingen-San  Benito* TX MSA","9961",9091,178,377,315
"35","Bryan-College Station* TX MSA","16858",5056,0,0,11802
"36","Buffalo-Niagara Falls* NY MSA","26475",25289,0,0,1186
"37","Burlington* VT MSA","9087",9087,0,0,0
"38","Canton-Massillon* OH MSA","16413",16177,236,0,0
"39","Casper* WY MSA","965",965,0,0,0
"40","Cedar Rapids* IA MSA","12066",7499,803,589,3175
"41","Champaign-Urbana* IL MSA","7146",2876,0,0,4270
"42","Charleston-North  Charleston* SC MSA","47735",43401,74,0,4260
"43","Charleston* WV MSA","3598",3598,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","130502",112179,620,1781,15922
"45","Charlottesville* VA MSA","13668",13668,0,0,0
"46","Chattanooga* TN-GA MSA","21913",20608,0,0,1305
"47","Cheyenne* WY MSA","2611",2450,0,0,161
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","497049",417336,3205,12994,63514
"49","Chico-Paradise* CA MSA","7030",7030,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","112168",86688,823,3499,21158
"51","Clarksville-Hopkinsville*  TN-KY MSA","7031",6611,0,420,0
"52","Cleveland-Akron  OH CMSA","142540",134996,842,3732,2970
"53","Colorado Springs* CO MSA","53840",41852,125,136,11727
"54","Columbia* MO MSA","8581",7543,388,650,0
"55","Columbia* SC MSA","27169",27105,64,0,0
"56","Columbus* GA-AL MSA","14283",8657,0,0,5626
