"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","1739",1739,0,0,0
"2","Albany* GA MSA","8255",5097,0,0,3158
"3","Albany-Schenectady-Troy* NY  MSA","11549",10968,0,0,581
"4","Albuquerque* NM MSA","31204",30008,0,216,980
"5","Alexandria* LA MSA","3587",3587,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","10424",8780,0,244,1400
"7","Altoona* PA MSA","467",467,0,0,0
"8","Amarillo* TX MSA","5002",5002,0,0,0
"9","Anchorage* AK MSA","5774",5421,353,0,0
"10","Anniston* AL MSA","1698",1423,0,0,275
"11","Appleton-Oshkosh-Neenah* WI  MSA","11037",9791,624,0,622
"12","Asheville* NC MSA","12011",10828,331,0,852
"13","Athens* GA MSA","8722",7440,1282,0,0
"14","Atlanta  GA MSA","465636",382484,2011,0,81141
"15","Augusta-Aiken* GA-SC MSA","20378",20301,0,0,77
"16","Austin-San Marcos* TX MSA","106292",73295,116,804,32077
"17","Bakersfield* CA MSA","21636",19889,0,477,1270
"18","Bangor* ME MSA","539",539,0,0,0
"19","Barnstable-Yarmouth* MA MSA","16457",15737,0,0,720
"20","Baton Rouge* LA MSA","9722",8378,0,0,1344
"21","Beaumont-Port Arthur* TX MSA","4451",4451,0,0,0
"22","Bellingham* WA MSA","9054",8460,401,0,193
"23","Benton Harbor* MI MSA","255",255,0,0,0
"24","Billings* MT MSA","2280",2280,0,0,0
"25","Biloxi-Gulfport-Pascagoula*  MS MSA","14236",14236,0,0,0
"26","Binghamton* NY MSA","837",837,0,0,0
"27","Birmingham* AL MSA","44589",44589,0,0,0
"28","Bismarck* ND MSA","117",117,0,0,0
"29","Bloomington* IN MSA","5190",4554,83,553,0
"30","Bloomington-Normal* IL MSA","4809",4269,0,0,540
"31","Boise City* ID MSA","51018",50392,0,626,0
"32","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","151999",124379,2745,3192,21683
"33","Brownsville-Harlingen-San  Benito* TX MSA","9490",8711,171,292,316
"34","Bryan-College Station* TX MSA","5513",4326,1187,0,0
"35","Buffalo-Niagara Falls* NY MSA","14003",12520,275,0,1208
"36","Burlington* VT MSA","5128",4610,200,0,318
"37","Canton-Massillon* OH MSA","9216",9035,181,0,0
"38","Casper* WY MSA","800",800,0,0,0
"39","Cedar Rapids* IA MSA","3553",1701,953,307,592
"40","Champaign-Urbana* IL MSA","2762",1764,0,0,998
"41","Charleston-North  Charleston* SC MSA","51201",47621,470,0,3110
"42","Charleston* WV MSA","2507",2507,0,0,0
"43","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","168074",138097,2379,310,27288
"44","Charlottesville* VA MSA","11062",10972,90,0,0
"45","Chattanooga* TN-GA MSA","19732",19409,80,0,243
"46","Cheyenne* WY MSA","2920",2477,77,0,366
"47","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","275406",255725,1166,6125,12390
"48","Chico-Paradise* CA MSA","8993",8993,0,0,0
"49","Cincinnati-Hamilton  OH-KY-  IN CMSA","77522",73762,126,1340,2294
"50","Clarksville-Hopkinsville*  TN-KY MSA","5692",4812,70,270,540
"51","Cleveland-Akron  OH CMSA","86596",81154,641,1284,3517
"52","Colorado Springs* CO MSA","37146",35931,75,420,720
"53","Columbia* MO MSA","4871",4744,127,0,0
"54","Columbia* SC MSA","26299",26299,0,0,0
"55","Columbus* GA-AL MSA","9201",8880,90,231,0
"56","Columbus  OH MSA","90791",80108,967,1564,8152
