"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","2003",1876,127,0,0
"2","Albany* GA MSA","4692",4692,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","25850",20612,0,300,4938
"4","Albuquerque* NM MSA","41175",41175,0,0,0
"5","Alexandria* LA MSA","2971",2971,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","24944",23745,147,328,724
"7","Altoona* PA MSA","561",561,0,0,0
"8","Amarillo* TX MSA","5580",5580,0,0,0
"9","Anchorage* AK MSA","20460",14280,3535,0,2645
"10","Anniston* AL MSA","1788",1209,0,350,229
"11","Appleton-Oshkosh-Neenah* WI  MSA","21615",17264,1189,0,3162
"12","Asheville* NC MSA","12603",12303,300,0,0
"13","Athens* GA MSA","19112",8287,590,0,10235
"14","Atlanta  GA MSA","549654",419755,490,701,128708
"15","Auburn-Opelika* AL MSA","6231",4516,1585,0,130
"16","Augusta-Aiken* GA-SC MSA","19175",19175,0,0,0
"17","Austin-San Marcos* TX MSA","110512",109483,547,0,482
"18","Bakersfield* CA MSA","31989",31222,163,0,604
"19","Bangor* ME MSA","2776",2776,0,0,0
"20","Barnstable-Yarmouth* MA MSA","14385",13425,960,0,0
"21","Baton Rouge* LA MSA","7678",7220,0,0,458
"22","Beaumont-Port Arthur* TX MSA","4200",4200,0,0,0
"23","Bellingham* WA MSA","13094",10752,422,182,1738
"24","Benton Harbor* MI MSA","749",749,0,0,0
"25","Billings* MT MSA","5424",5424,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","28236",15826,0,0,12410
"27","Binghamton* NY MSA","2145",1907,0,0,238
"28","Birmingham* AL MSA","64647",46792,0,120,17735
"29","Bismarck* ND MSA","7651",6201,0,1450,0
"30","Bloomington* IN MSA","7419",6065,495,312,547
"31","Bloomington-Normal* IL MSA","9682",9527,0,155,0
"32","Boise City* ID MSA","64152",60197,305,2491,1159
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","211302",181370,2996,1417,25519
"34","Brownsville-Harlingen-San  Benito* TX MSA","10256",9173,178,590,315
"35","Bryan-College Station* TX MSA","6935",6816,119,0,0
"36","Buffalo-Niagara Falls* NY MSA","25661",21052,150,0,4459
