"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","2924",2924,0,0,0
"2","Albany* GA MSA","6160",6160,0,0,0
"3","Albany-Schenectady-Troy* NY MSA","41210",38858,0,0,2352
"4","Albuquerque* NM MSA","67939",63489,0,549,3901
"5","Alexandria* LA MSA","4276",3766,0,0,510
"6","Allentown-Bethlehem-Easton* PA MSA","30885",28352,0,354,2179
"7","Altoona* PA MSA","959",709,0,0,250
"8","Amarillo* TX MSA","11904",11904,0,0,0
"9","Anchorage* AK MSA","22064",13136,3448,0,5480
"10","Anniston* AL MSA","1433",1433,0,0,0
"11","Appleton-Oshkosh-Neenah* WI MSA","33289",30582,921,171,1615
"12","Asheville* NC MSA","22565",21987,83,495,0
"13","Athens* GA MSA","17675",15165,114,0,2396
"14","Atlanta* GA MSA","630973",549185,4618,487,76683
"15","Auburn-Opelika* AL MSA","8281",5873,0,0,2408
"16","Augusta-Aiken* GA-SC MSA","32629",32629,0,0,0
"17","Austin-San Marcos* TX MSA","101186",97587,441,2892,266
"18","Bakersfield* CA MSA","64313",63410,703,200,0
"19","Bangor* ME MSA","6000",4822,185,993,0
"20","Barnstable-Yarmouth* MA MSA","9184",9184,0,0,0
"21","Baton Rouge* LA MSA","35774",15774,0,0,20000
"22","Beaumont-Port Arthur* TX MSA","15829",8349,0,0,7480
"23","Bellingham* WA MSA","36245",31864,0,540,3841
"24","Benton Harbor* MI MSA","1649",1649,0,0,0
"25","Billings* MT MSA","10957",10657,0,300,0
"26","Biloxi-Gulfport-Pascagoula* MS MSA","24396",22075,0,181,2140
"27","Binghamton* NY MSA","3477",3477,0,0,0
"28","Birmingham* AL MSA","84855",80220,0,0,4635
"29","Bismarck* ND MSA","20323",15246,0,0,5077
"30","Bloomington* IN MSA","12231",9487,1619,236,889
"31","Bloomington-Normal* IL MSA","13137",9272,0,0,3865
"32","Boise City* ID MSA","94797",92949,1656,192,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","275917",216416,7051,5778,46672
"34","Brownsville-Harlingen-San Benito*  TX MSA","21430",21129,301,0,0
"35","Bryan-College Station* TX MSA","12481",9655,683,0,2143
"36","Buffalo-Niagara Falls* NY MSA","39346",38396,700,0,250
"37","Burlington* VT MSA","10240",8103,831,607,699
"38","Canton-Massillon* OH MSA","18421",18421,0,0,0
"39","Casper* WY MSA","3298",3298,0,0,0
"40","Cedar Rapids* IA MSA","11178",10545,190,443,0
"41","Champaign-Urbana* IL MSA","9612",9262,0,0,350
"42","Charleston* WV MSA","4238",3749,0,0,489
"43","Charleston-North Charleston* SC MSA","109883",77728,223,1262,30670
"44","Charlotte-Gastonia-Rock Hill*  NC-SC MSA","191219",178447,390,1463,10919
"45","Charlottesville* VA MSA","20723",20467,256,0,0
"46","Chattanooga* TN-GA MSA","28020",27167,273,50,530
"47","Cheyenne* WY MSA","7357",7357,0,0,0
"48","Chicago-Gary-Kenosha IL-IN-WI CMSA","736065",608895,9368,25413,92389
"49","Chico-Paradise* CA MSA","18111",18111,0,0,0
"50","Cincinnati-Hamilton OH-KY-IN CMSA","169608",144655,573,2124,22256
"51","Clarksville-Hopkinsville* TN-KY MSA","13257",13047,210,0,0
"52","Cleveland-Akron OH CMSA","187352",180041,1040,2403,3868
"53","Colorado Springs* CO MSA","71994",71994,0,0,0
"54","Columbia* MO MSA","16512",15752,760,0,0
"55","Columbia* SC MSA","41949",41822,0,0,127
"56","Columbus* GA-AL MSA","22537",22259,0,278,0
"57","Columbus* OH MSA","194762",176090,1497,2795,14380
"58","Corpus Christi* TX MSA","10862",9156,0,0,1706
"59","Corvallis* OR MSA","7215",5807,250,0,1158
"60","Cumberland* MD-WV MSA","1872",1872,0,0,0
"61","Dallas-Fort Worth TX CMSA","677790",640194,1098,1940,34558
"62","Danville* VA MSA","4220",3611,314,0,295
"63","Davenport-Moline-Rock Island*  IA-IL MSA","18758",6194,0,0,12564
"64","Dayton-Springfield* OH MSA","42321",38182,1209,389,2541
"65","Daytona Beach* FL MSA","142920",117276,4267,700,20677
"66","Decatur* Al MSA","4735",4735,0,0,0
"67","Decatur* IL MSA","24966",21382,0,0,3584
"68","Denver-Boulder-Greeley CO CMSA","331873",301795,2091,2030,25957
"69","Des Moines* IA MSA","58892",55287,787,400,2418
"70","Detroit-Ann Arbor-Flint MI CMSA","377242",361212,1916,3331,10783
"71","Dothan* AL MSA","2802",2802,0,0,0
"72","Dover* DE MSA","18064",18064,0,0,0
"73","Dubuque* IA MSA","4660",3829,168,0,663
"74","Duluth-Superior* MN-WI MSA","12365",12098,267,0,0
"75","Eau Claire* WI MSA","9653",9453,0,200,0
"76","El Paso* TX MSA","19305",18542,72,265,426
"77","Elkhart-Goshen* IN MSA","12308",11908,0,400,0
"78","Elmira* NY MSA","809",392,0,0,417
"79","Enid* OK MSA","839",765,74,0,0
"80","Erie* PA MSA","4468",4378,0,90,0
"81","Eugene-Springfield* OR MSA","26293",25521,772,0,0
"82","Evansville-Henderson* IN-KY MSA","21586",21266,132,0,188
"83","Fargo-Moorhead* ND-MN MSA","19248",17575,0,240,1433
"84","Fayetteville* NC MSA","15811",12942,0,0,2869
"85","Fayetteville-Springdale-Rogers*  AR MSA","44121",31807,0,0,12314
"86","Flagstaff* AZ MSA","12942",11828,873,241,0
"87","Florence* AL MSA","1603",1603,0,0,0
"88","Florence* SC MSA","6492",6492,0,0,0
"89","Fort Collins-Loveland* CO MSA","42060",39839,692,496,1033
"90","Fort Myers-Cape Coral* FL MSA","118415",94232,7000,10495,6688
"91","Fort Pierce-Port St. Lucie* FL MSA","100293",98944,416,933,0
"92","Fort Smith* AR-OK MSA","5230",4910,320,0,0
"93","Fort Walton Beach* FL MSA","21389",21065,0,324,0
"94","Fort Wayne* IN MSA","43301",42405,896,0,0
"95","Fresno* CA MSA","81400",77474,0,666,3260
"96","Gadsden* AL MSA","1185",1185,0,0,0
"97","Gainesville* FL MSA","14508",12367,1335,0,806
"98","Glens Falls* NY MSA","8401",7978,331,0,92
"99","Goldsboro* NC MSA","4949",4949,0,0,0
"100","Grand Forks* ND-MN MSA","4336",3076,0,0,1260
"101","Grand Junction* CO MSA","20848",19239,290,1319,0
"102","Grand Rapids-Muskegon-Holland*  MI MSA","98644",97206,694,300,444
"103","Great Falls* MT MSA","1888",1888,0,0,0
"104","Green Bay* WI MSA","21710",18757,803,0,2150
"105","Greensboro--Winston-Salem--High Point*  NC MSA","122771",120789,308,0,1674
"106","Greenville* NC MSA","13448",11074,190,0,2184
"107","Greenville-Spartanburg-Anderson*  SC MSA","65144",64003,142,162,837
"108","Harrisburg-Lebanon-Carlisle* PA MSA","24989",22191,471,1292,1035
"109","Hartford* CT MSA","47498",45519,308,0,1671
"110","Hattiesburg* MS MSA","1519",1519,0,0,0
"111","Hickory-Morganton* NC MSA","23982",23807,175,0,0
"112","Honolulu* HI MSA","29526",27798,0,1728,0
"113","Houma* LA MSA","7277",7277,0,0,0
"114","Houston-Galveston-Brazoria TX CMSA","446341",425992,632,0,19717
"115","Huntington-Ashland* WV-KY-OH MSA","993",793,0,200,0
"116","Huntsville* AL MSA","7566",6378,0,0,1188
"117","Indianapolis* IN MSA","212448",207817,2005,1445,1181
"118","Iowa City* IA MSA","22427",14410,0,0,8017
"119","Jackson* MI MSA","2533",1693,0,0,840
"120","Jackson* MS MSA","37683",36719,0,0,964
"121","Jackson* TN MSA","5453",5453,0,0,0
"122","Jacksonville* FL MSA","196110",169430,0,234,26446
"123","Jacksonville* NC MSA","8716",8716,0,0,0
"124","Jamestown* NY MSA","88",88,0,0,0
"125","Janesville-Beloit* WI MSA","4419",3607,412,225,175
"126","Johnson City-Kingsport-Bristol*  TN-VA MSA","13192",12641,0,0,551
"127","Johnstown* PA MSA","1405",920,0,0,485
"128","Jonesboro* AR MSA","5502",4400,0,623,479
"129","Joplin* MO MSA","1893",1893,0,0,0
"130","Kalamazoo-Battle Creek* MI MSA","26505",17804,523,820,7358
"131","Kansas City* MO-KS MSA","215898",185084,4666,3307,22841
"132","Killeen-Temple* TX MSA","25754",23958,0,1796,0
"133","Knoxville* TN MSA","47295",45461,417,660,757
"134","Kokomo* IN MSA","6002",5221,482,0,299
