"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","2253",2253,0,0,0
"2","Albany* GA MSA","5263",4795,0,468,0
"3","Albany-Schenectady-Troy* NY  MSA","18031",14631,40,0,3360
"4","Albuquerque* NM MSA","38079",38079,0,0,0
"5","Alexandria* LA MSA","3133",3133,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","16407",15929,0,328,150
"7","Altoona* PA MSA","314",314,0,0,0
"8","Amarillo* TX MSA","15555",6142,0,0,9413
"9","Anchorage* AK MSA","22323",15410,4943,1970,0
"10","Anniston* AL MSA","1327",1098,0,0,229
"11","Appleton-Oshkosh-Neenah* WI  MSA","15814",14203,812,0,799
"12","Asheville* NC MSA","17698",16094,422,412,770
"13","Athens* GA MSA","13781",13122,659,0,0
"14","Atlanta  GA MSA","546320",447009,1190,226,97895
"15","Auburn-Opelika* AL MSA","2790",2578,212,0,0
"16","Augusta-Aiken* GA-SC MSA","24117",20783,0,0,3334
"17","Austin-San Marcos* TX MSA","85407",64611,534,153,20109
"18","Bakersfield* CA MSA","24380",24145,0,235,0
"19","Bangor* ME MSA","776",776,0,0,0
"20","Barnstable-Yarmouth* MA MSA","16643",16444,199,0,0
"21","Baton Rouge* LA MSA","9115",8993,122,0,0
"22","Beaumont-Port Arthur* TX MSA","3591",3591,0,0,0
"23","Bellingham* WA MSA","11871",9435,562,242,1632
"24","Benton Harbor* MI MSA","1351",1351,0,0,0
"25","Billings* MT MSA","4052",4052,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","15908",15656,0,252,0
"27","Binghamton* NY MSA","1054",1054,0,0,0
"28","Birmingham* AL MSA","43478",43478,0,0,0
"29","Bismarck* ND MSA","2947",2539,272,0,136
"30","Bloomington* IN MSA","7719",4273,165,0,3281
"31","Bloomington-Normal* IL MSA","5258",5258,0,0,0
"32","Boise City* ID MSA","59003",52622,268,0,6113
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","186923",143213,3936,2483,37291
"34","Brownsville-Harlingen-San  Benito* TX MSA","10180",9008,236,660,276
"35","Bryan-College Station* TX MSA","9293",9168,125,0,0
"36","Buffalo-Niagara Falls* NY MSA","22249",12649,0,0,9600
"37","Burlington* VT MSA","6261",6261,0,0,0
"38","Canton-Massillon* OH MSA","9311",8904,407,0,0
"39","Casper* WY MSA","745",745,0,0,0
"40","Cedar Rapids* IA MSA","5550",3792,0,242,1516
"41","Champaign-Urbana* IL MSA","2555",2555,0,0,0
"42","Charleston-North  Charleston* SC MSA","46705",42061,0,200,4444
"43","Charleston* WV MSA","3812",3812,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","164514",156107,1151,636,6620
"45","Charlottesville* VA MSA","12307",12307,0,0,0
"46","Chattanooga* TN-GA MSA","33180",16942,150,0,16088
"47","Cheyenne* WY MSA","2090",2090,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","339503",293318,2264,8553,35368
"49","Chico-Paradise* CA MSA","6887",6887,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","92091",89382,414,0,2295
"51","Clarksville-Hopkinsville*  TN-KY MSA","6662",6225,0,437,0
"52","Cleveland-Akron  OH CMSA","105072",103331,430,182,1129
"53","Colorado Springs* CO MSA","93224",44601,0,0,48623
"54","Columbia* MO MSA","10106",7971,185,1400,550
"55","Columbia* SC MSA","31644",31644,0,0,0
"56","Columbus* GA-AL MSA","12322",11996,326,0,0
"57","Columbus  OH MSA","88328",73005,200,1515,13608
"58","Corpus Christi* TX MSA","4957",4641,136,180,0
"59","Corvallis OR MSA*","3589",3589,0,0,0
"60","Cumberland* MD-WV MSA","656",656,0,0,0
"61","Dallas-Fort Worth  TX CMSA","452619",437737,1789,2502,10591
"62","Danville* VA MSA","2254",2254,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","6030",4364,166,0,1500
"64","Dayton-Springfield* OH MSA","23212",15503,136,534,7039
"65","Daytona Beach* FL MSA","43673",39853,98,647,3075
"66","Decatur* Al MSA","2642",2642,0,0,0
"67","Decatur* IL MSA","334",334,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","268473",246384,1083,1133,19873
"69","Des Moines* IA MSA","13924",12589,0,1103,232
"70","Detroit-Ann Arbor-Flint  MI  CMSA","196916",164729,3095,6734,22358
"71","Dothan* AL MSA","2211",1868,0,123,220
"72","Dover* DE MSA","4047",4047,0,0,0
"73","Dubuque* IA MSA","1821",1550,0,271,0
"74","Duluth-Superior* MN-WI MSA","3917",3290,80,0,547
"75","Eau Claire* WI MSA","2779",2779,0,0,0
"76","El Paso* TX MSA","11296",11296,0,0,0
"77","Elkhart-Goshen* IN MSA","7009",7009,0,0,0
"78","Elmira* NY MSA","1088",243,0,0,845
"79","Enid* OK MSA","570",570,0,0,0
"80","Erie* PA MSA","2828",2457,0,0,371
"81","Eugene-Springfield* OR MSA","14937",14499,438,0,0
"82","Evansville-Henderson* IN-KY  MSA","11379",10620,689,70,0
"83","Fargo-Moorhead* ND-MN MSA","1421",1421,0,0,0
"84","Fayetteville* NC MSA","11206",9299,0,390,1517
"85","Fayetteville-Springdale-  Rogers* AR MSA","19498",19315,183,0,0
"86","Flagstaff* AZ-UT MSA","9594",8253,111,0,1230
"87","Florence* AL MSA","957",808,0,0,149
"88","Florence* SC MSA","3909",3648,0,0,261
"89","Fort Collins-Loveland* CO MSA","29223",25443,159,526,3095
"90","Fort Myers-Cape Coral* FL MSA","125073",69159,5110,9315,41489
