"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","2223",2223,0,0,0
"2","Albany* GA MSA","4630",4630,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","16649",16070,0,0,579
"4","Albuquerque* NM MSA","50976",41302,0,174,9500
"5","Alexandria* LA MSA","2806",2806,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","15221",14915,0,306,0
"7","Altoona* PA MSA","68",68,0,0,0
"8","Amarillo* TX MSA","5476",5476,0,0,0
"9","Anchorage* AK MSA","16049",10645,3449,0,1955
"10","Anniston* AL MSA","3797",3797,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","15180",14410,105,0,665
"12","Asheville* NC MSA","12981",12220,761,0,0
"13","Athens* GA MSA","14673",13575,800,0,298
"14","Atlanta  GA MSA","497862",460497,1484,257,35624
"15","Auburn-Opelika* AL MSA","4465",3379,636,0,450
"16","Augusta-Aiken* GA-SC MSA","25402",25402,0,0,0
"17","Austin-San Marcos* TX MSA","103785",48847,1141,0,53797
"18","Bakersfield* CA MSA","38209",38116,93,0,0
"19","Bangor* ME MSA","732",732,0,0,0
"20","Barnstable-Yarmouth* MA MSA","10024",10024,0,0,0
"21","Baton Rouge* LA MSA","11157",10323,0,0,834
"22","Beaumont-Port Arthur* TX MSA","8141",7991,150,0,0
"23","Bellingham* WA MSA","10996",9552,403,0,1041
"24","Benton Harbor* MI MSA","2171",2171,0,0,0
"25","Billings* MT MSA","3756",3756,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","16985",14158,0,407,2420
"27","Binghamton* NY MSA","1131",1131,0,0,0
"28","Birmingham* AL MSA","47241",47241,0,0,0
"29","Bismarck* ND MSA","3036",2419,617,0,0
"30","Bloomington* IN MSA","6189",5643,0,0,546
"31","Bloomington-Normal* IL MSA","8323",5826,0,0,2497
"32","Boise City* ID MSA","50071",47214,390,2467,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","176193",146492,4390,1327,23984
"34","Brownsville-Harlingen-San  Benito* TX MSA","16509",15616,403,327,163
"35","Bryan-College Station* TX MSA","14750",11326,1169,1320,935
"36","Buffalo-Niagara Falls* NY MSA","18299",17517,0,0,782
"37","Burlington* VT MSA","3790",3419,371,0,0
"38","Canton-Massillon* OH MSA","10985",10985,0,0,0
"39","Casper* WY MSA","1680",1680,0,0,0
"40","Cedar Rapids* IA MSA","4761",4184,380,0,197
"41","Champaign-Urbana* IL MSA","3667",3667,0,0,0
"42","Charleston-North  Charleston* SC MSA","53693",45226,0,1581,6886
"43","Charleston* WV MSA","4392",4392,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","190117",170467,264,771,18615
"45","Charlottesville* VA MSA","17180",17037,143,0,0
"46","Chattanooga* TN-GA MSA","30964",29866,801,50,247
