"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","1981",1981,0,0,0
"2","Albany* GA MSA","6134",5923,211,0,0
"3","Albany-Schenectady-Troy* NY  MSA","35530",34708,0,0,822
"4","Albuquerque* NM MSA","59747",59747,0,0,0
"5","Alexandria* LA MSA","3949",3880,69,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","25556",23729,0,1027,800
"7","Altoona* PA MSA","1036",1036,0,0,0
"8","Amarillo* TX MSA","6227",6227,0,0,0
"9","Anchorage* AK MSA","35603",14917,18204,2482,0
"10","Anniston* AL MSA","3925",3696,0,0,229
"11","Appleton-Oshkosh-Neenah* WI  MSA","29284",14754,1723,221,12586
"12","Asheville* NC MSA","25178",19633,1622,3923,0
"13","Athens* GA MSA","18248",17498,750,0,0
"14","Atlanta  GA MSA","545962",437399,831,3051,104681
"15","Auburn-Opelika* AL MSA","11315",5530,354,166,5265
"16","Augusta-Aiken* GA-SC MSA","24864",23420,156,0,1288
"17","Austin-San Marcos* TX MSA","121801",103464,280,1055,17002
"18","Bakersfield* CA MSA","41375",41375,0,0,0
"19","Bangor* ME MSA","4906",4906,0,0,0
"20","Barnstable-Yarmouth* MA MSA","15344",13101,0,1719,524
"21","Baton Rouge* LA MSA","8427",8352,0,75,0
"22","Beaumont-Port Arthur* TX MSA","7218",7218,0,0,0
"23","Bellingham* WA MSA","16956",14572,731,242,1411
"24","Benton Harbor* MI MSA","2945",2945,0,0,0
"25","Billings* MT MSA","6784",6784,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","17530",17380,150,0,0
"27","Binghamton* NY MSA","2166",2166,0,0,0
"28","Birmingham* AL MSA","47114",46653,0,0,461
"29","Bismarck* ND MSA","12659",8378,0,930,3351
"30","Bloomington* IN MSA","20481",10002,9364,1115,0
"31","Bloomington-Normal* IL MSA","7232",7232,0,0,0
"32","Boise City* ID MSA","69472",67642,1105,341,384
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","260286",188843,5213,3241,62989
"34","Brownsville-Harlingen-San  Benito* TX MSA","15836",15075,447,314,0
"35","Bryan-College Station* TX MSA","9157",9051,86,0,20
