"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","2394",2394,0,0,0
"2","Albany* GA MSA","4090",4090,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","28253",26812,270,0,1171
"4","Albuquerque* NM MSA","9530",9314,0,216,0
"5","Alexandria* LA MSA","2482",2482,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","15672",14072,0,0,1600
"7","Altoona* PA MSA","1002",1002,0,0,0
"8","Amarillo* TX MSA","14049",6498,1706,0,5845
"9","Anchorage* AK MSA","12036",10650,302,1084,0
"10","Anniston* AL MSA","2780",2780,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","12920",11310,694,0,916
"12","Asheville* NC MSA","13236",12857,169,0,210
"13","Athens* GA MSA","9859",8074,0,0,1785
"14","Atlanta  GA MSA","416039",344788,1311,3846,66094
"15","Auburn-Opelika* AL MSA","4134",2245,106,483,1300
"16","Augusta-Aiken* GA-SC MSA","24596",24596,0,0,0
"17","Austin-San Marcos* TX MSA","60868",37720,126,1286,21736
"18","Bakersfield* CA MSA","30133",24515,58,222,5338
"19","Bangor* ME MSA","2033",2033,0,0,0
"20","Barnstable-Yarmouth* MA MSA","13922",13398,524,0,0
"21","Baton Rouge* LA MSA","10664",8539,0,190,1935
"22","Beaumont-Port Arthur* TX MSA","4643",4643,0,0,0
"23","Bellingham* WA MSA","10768",9070,208,241,1249
"24","Benton Harbor* MI MSA","1203",1203,0,0,0
"25","Billings* MT MSA","2879",2879,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","10787",10601,54,132,0
"27","Binghamton* NY MSA","1027",1027,0,0,0
"28","Birmingham* AL MSA","36975",36000,0,0,975
"29","Bismarck* ND MSA","4736",2742,0,0,1994
"30","Bloomington* IN MSA","3803",2846,82,0,875
"31","Bloomington-Normal* IL MSA","6449",6393,56,0,0
"32","Boise City* ID MSA","46558",40734,423,0,5401
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","170380",156131,4626,4571,5052
"34","Brownsville-Harlingen-San  Benito* TX MSA","11762",11705,57,0,0
"35","Bryan-College Station* TX MSA","9072",8001,100,0,971
"36","Buffalo-Niagara Falls* NY MSA","17795",17267,229,0,299
"37","Burlington* VT MSA","4340",3831,50,459,0
"38","Canton-Massillon* OH MSA","9515",9328,0,0,187
"39","Casper* WY MSA","1986",546,0,0,1440
"40","Cedar Rapids* IA MSA","6956",2417,370,0,4169
"41","Champaign-Urbana* IL MSA","4911",4911,0,0,0
"42","Charleston-North  Charleston* SC MSA","33503",31121,0,178,2204
"43","Charleston* WV MSA","3271",3015,0,0,256
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","153448",127129,880,0,25439
"45","Charlottesville* VA MSA","11494",11218,276,0,0
"46","Chattanooga* TN-GA MSA","14804",14440,50,67,247
"47","Cheyenne* WY MSA","2613",2613,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","403774",300961,4603,11708,86502
"49","Chico-Paradise* CA MSA","7710",7710,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","88541",75419,0,2057,11065
"51","Clarksville-Hopkinsville*  TN-KY MSA","5086",4266,0,0,820
"52","Cleveland-Akron  OH CMSA","108285",98786,1399,3259,4841
"53","Colorado Springs* CO MSA","73946",36220,0,631,37095
"54","Columbia* MO MSA","11211",11211,0,0,0
"55","Columbia* SC MSA","26546",26546,0,0,0
"56","Columbus* GA-AL MSA","8353",7839,0,514,0
"57","Columbus  OH MSA","118935",96534,766,4299,17336
"58","Corpus Christi* TX MSA","5680",5055,116,351,158
"59","Corvallis OR MSA*","2438",2438,0,0,0
"60","Cumberland* MD-WV MSA","713",713,0,0,0
"61","Dallas-Fort Worth  TX CMSA","442220",349553,562,4696,87409
"62","Danville* VA MSA","2300",2244,0,56,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","5777",5597,180,0,0
"64","Dayton-Springfield* OH MSA","17953",17653,300,0,0
"65","Daytona Beach* FL MSA","53673",49783,1779,705,1406
"66","Decatur* Al MSA","2519",2519,0,0,0
"67","Decatur* IL MSA","909",909,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","216871",185507,5983,2159,23222
"69","Des Moines* IA MSA","27240",23215,171,444,3410
"70","Detroit-Ann Arbor-Flint  MI  CMSA","227332",156524,2240,2307,66261
"71","Dothan* AL MSA","1726",1726,0,0,0
"72","Dover* DE MSA","8430",8430,0,0,0
"73","Dubuque* IA MSA","2395",1698,217,480,0
"74","Duluth-Superior* MN-WI MSA","2267",2043,0,224,0
"75","Eau Claire* WI MSA","4086",3831,0,255,0
"76","El Paso* TX MSA","13163",13102,61,0,0
"77","Elkhart-Goshen* IN MSA","6244",6062,0,0,182
"78","Elmira* NY MSA","654",654,0,0,0
"79","Enid* OK MSA","410",410,0,0,0
"80","Erie* PA MSA","2234",2234,0,0,0
"81","Eugene-Springfield* OR MSA","14994",14703,291,0,0
"82","Evansville-Henderson* IN-KY  MSA","7682",7682,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","1403",1403,0,0,0
"84","Fayetteville* NC MSA","10246",5764,77,0,4405
"85","Fayetteville-Springdale-  Rogers* AR MSA","24995",22515,120,0,2360
"86","Flagstaff* AZ-UT MSA","8812",8812,0,0,0
"87","Florence* AL MSA","237",237,0,0,0
"88","Florence* SC MSA","3517",3126,0,0,391
"89","Fort Collins-Loveland* CO MSA","25001",24271,83,245,402
"90","Fort Myers-Cape Coral* FL MSA","36703",30571,1120,0,5012
"91","Fort Pierce-Port St. Lucie*  FL MSA","51128",36505,383,213,14027
"92","Fort Smith* AR-OK MSA","3881",3482,399,0,0
"93","Fort Walton Beach* FL MSA","14428",13553,0,153,722
"94","Fort Wayne* IN MSA","22324",22324,0,0,0
"95","Fresno  CA MSA","95992",94518,373,856,245
"96","Gadsden* AL MSA","1215",1215,0,0,0
"97","Gainesville* FL MSA","14093",8668,0,0,5425
"98","Glens Falls* NY MSA","3048",2781,141,0,126
"99","Goldsboro* NC MSA","3477",3395,82,0,0
"100","Grand Forks* ND-MN MSA","0",0,0,0,0
"101","Grand Junction* CO MSA","7693",6960,348,385,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","50086",47704,783,0,1599
"103","Great Falls* MT MSA","719",719,0,0,0
"104","Green Bay* WI MSA","9633",8287,288,0,1058
"105","Greensboro--Winston-Salem--  High Point  NC MSA","67180",66247,107,826,0
"106","Greenville* NC MSA","10074",7075,991,0,2008
"107","Greenville-Spartanburg-  Anderson* SC MSA","41839",39969,579,0,1291
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","13693",12919,0,774,0
"109","Hartford* CT MSA","29872",29422,163,0,287
"110","Hattiesburg* MS MSA","844",694,0,150,0
"111","Hickory-Morganton-Lenoir*  NC MSA","14277",13932,145,200,0
"112","Honolulu  HI MSA","8759",8560,199,0,0
"113","Houma* LA MSA","4441",4441,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","365001",280304,126,12936,71635
"115","Huntington-Ashland* WV-KY-  OH MSA","365",365,0,0,0
"116","Huntsville* AL MSA","5085",3978,0,0,1107
"117","Indianapolis  IN MSA","142753",125842,2349,1660,12902
"118","Iowa City* IA MSA","12120",6244,0,0,5876
"119","Jackson* MI MSA","666",666,0,0,0
"120","Jackson* MS MSA","14813",14813,0,0,0
"121","Jackson* TN MSA","2977",2977,0,0,0
"122","Jacksonville  FL MSA","119846",102152,900,0,16794
"123","Jacksonville* NC MSA","4671",4671,0,0,0
"124","Jamestown* NY MSA","219",219,0,0,0
"125","Janesville-Beloit* WI MSA","3877",1783,261,0,1833
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","6404",6404,0,0,0
