"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","1822",1822,0,0,0
"2","Albany* GA MSA","4201",3865,336,0,0
"3","Albany-Schenectady-Troy* NY  MSA","26021",24845,187,0,989
"4","Albuquerque* NM MSA","45774",45125,0,649,0
"5","Alexandria* LA MSA","3506",3506,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","19463",19021,147,295,0
"7","Altoona* PA MSA","981",981,0,0,0
"8","Amarillo* TX MSA","6235",5978,0,0,257
"9","Anchorage* AK MSA","26080",19787,5709,584,0
"10","Anniston* AL MSA","1833",1604,0,0,229
"11","Appleton-Oshkosh-Neenah* WI  MSA","25937",23491,1299,360,787
"12","Asheville* NC MSA","14745",14007,150,0,588
"13","Athens* GA MSA","14019",13346,673,0,0
"14","Atlanta  GA MSA","584149",513524,2435,4035,64155
"15","Auburn-Opelika* AL MSA","5999",4761,1238,0,0
"16","Augusta-Aiken* GA-SC MSA","21735",21735,0,0,0
"17","Austin-San Marcos* TX MSA","140566",99311,0,0,41255
"18","Bakersfield* CA MSA","32592",31913,0,299,380
"19","Bangor* ME MSA","2635",2459,0,176,0
"20","Barnstable-Yarmouth* MA MSA","23827",21678,532,1238,379
"21","Baton Rouge* LA MSA","9909",9451,0,0,458
"22","Beaumont-Port Arthur* TX MSA","6477",5965,0,512,0
"23","Bellingham* WA MSA","15358",12633,422,987,1316
"24","Benton Harbor* MI MSA","390",390,0,0,0
"25","Billings* MT MSA","4657",4657,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","19798",17963,60,0,1775
"27","Binghamton* NY MSA","2577",2577,0,0,0
"28","Birmingham* AL MSA","61747",60396,0,0,1351
"29","Bismarck* ND MSA","8487",5760,1002,1725,0
"30","Bloomington* IN MSA","7515",6048,556,597,314
"31","Bloomington-Normal* IL MSA","6041",4403,0,720,918
"32","Boise City* ID MSA","71890",70482,344,1064,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","205800",183639,3558,3493,15110
"34","Brownsville-Harlingen-San  Benito* TX MSA","11078",10620,178,280,0
"35","Bryan-College Station* TX MSA","11800",9915,559,0,1326
"36","Buffalo-Niagara Falls* NY MSA","36864",27011,210,0,9643
"37","Burlington* VT MSA","9822",9690,132,0,0
"38","Canton-Massillon* OH MSA","16578",16171,407,0,0
"39","Casper* WY MSA","743",743,0,0,0
"40","Cedar Rapids* IA MSA","7627",6397,440,517,273
"41","Champaign-Urbana* IL MSA","7354",6351,0,0,1003
"42","Charleston-North  Charleston* SC MSA","65560",48773,332,0,16455
"43","Charleston* WV MSA","4948",4121,0,254,573
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","170636",150622,979,1254,17781
"45","Charlottesville* VA MSA","22393",22393,0,0,0
"46","Chattanooga* TN-GA MSA","22511",22163,0,50,298
"47","Cheyenne* WY MSA","3949",3949,0,0,0
