"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","1989",1989,0,0,0
"2","Albany* GA MSA","3569",3569,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","22986",22075,196,0,715
"4","Albuquerque* NM MSA","38830",38157,0,673,0
"5","Alexandria* LA MSA","2754",2754,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","19921",19257,0,664,0
"7","Altoona* PA MSA","1137",1137,0,0,0
"8","Amarillo* TX MSA","4128",4128,0,0,0
"9","Anchorage* AK MSA","20295",15365,1648,0,3282
"10","Anniston* AL MSA","3069",898,0,0,2171
"11","Appleton-Oshkosh-Neenah* WI  MSA","19337",15217,1161,390,2569
"12","Asheville* NC MSA","11934",11806,128,0,0
"13","Athens* GA MSA","6529",6434,95,0,0
"14","Atlanta  GA MSA","446743",386334,734,509,59166
"15","Auburn-Opelika* AL MSA","2526",2328,0,198,0
"16","Augusta-Aiken* GA-SC MSA","17408",16887,0,0,521
"17","Austin-San Marcos* TX MSA","160151",105312,1317,1781,51741
"18","Bakersfield* CA MSA","30517",30517,0,0,0
"19","Bangor* ME MSA","1340",1340,0,0,0
"20","Barnstable-Yarmouth* MA MSA","13759",13759,0,0,0
"21","Baton Rouge* LA MSA","10778",9862,0,0,916
"22","Beaumont-Port Arthur* TX MSA","4564",4261,303,0,0
"23","Bellingham* WA MSA","13414",10960,422,242,1790
"24","Benton Harbor* MI MSA","626",626,0,0,0
"25","Billings* MT MSA","3835",3835,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","18154",17254,0,0,900
"27","Binghamton* NY MSA","588",588,0,0,0
"28","Birmingham* AL MSA","40167",40167,0,0,0
"29","Bismarck* ND MSA","6269",5429,540,300,0
"30","Bloomington* IN MSA","4156",3609,0,0,547
"31","Bloomington-Normal* IL MSA","5666",5541,125,0,0
"32","Boise City* ID MSA","64985",63327,0,1658,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","198168",185601,3873,1506,7188
"34","Brownsville-Harlingen-San  Benito* TX MSA","10298",8425,178,280,1415
"35","Bryan-College Station* TX MSA","5097",5097,0,0,0
