"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","1832",1832,0,0,0
"2","Albany* GA MSA","5963",5772,0,191,0
"3","Albany-Schenectady-Troy* NY  MSA","21831",21281,135,125,290
"4","Albuquerque* NM MSA","37578",37578,0,0,0
"5","Alexandria* LA MSA","2966",2966,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","23545",23217,0,328,0
"7","Altoona* PA MSA","513",513,0,0,0
"8","Amarillo* TX MSA","5551",5551,0,0,0
"9","Anchorage* AK MSA","29694",22646,3198,1809,2041
"10","Anniston* AL MSA","2164",1935,0,0,229
"11","Appleton-Oshkosh-Neenah* WI  MSA","16317",13795,958,0,1564
"12","Asheville* NC MSA","14853",12976,331,0,1546
"13","Athens* GA MSA","9341",8055,156,0,1130
"14","Atlanta  GA MSA","557834",476573,215,1613,79433
"15","Auburn-Opelika* AL MSA","5475",5325,150,0,0
"16","Augusta-Aiken* GA-SC MSA","26617",26617,0,0,0
"17","Austin-San Marcos* TX MSA","149871",136315,2214,153,11189
"18","Bakersfield* CA MSA","29114",28236,0,0,878
"19","Bangor* ME MSA","7814",2003,0,0,5811
"20","Barnstable-Yarmouth* MA MSA","15899",15899,0,0,0
"21","Baton Rouge* LA MSA","12382",9182,136,0,3064
"22","Beaumont-Port Arthur* TX MSA","5943",5943,0,0,0
"23","Bellingham* WA MSA","19382",16006,632,322,2422
"24","Benton Harbor* MI MSA","939",939,0,0,0
"25","Billings* MT MSA","5687",5217,0,240,230
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","33395",16429,122,755,16089
"27","Binghamton* NY MSA","3121",2221,0,0,900
"28","Birmingham* AL MSA","48941",48941,0,0,0
"29","Bismarck* ND MSA","7573",6448,850,275,0
"30","Bloomington* IN MSA","5811",5401,410,0,0
"31","Bloomington-Normal* IL MSA","4542",4262,0,280,0
"32","Boise City* ID MSA","67863",67240,361,262,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","211327",197279,3715,2577,7756
"34","Brownsville-Harlingen-San  Benito* TX MSA","10361",10019,178,164,0
"35","Bryan-College Station* TX MSA","5948",5948,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","22393",21899,130,0,364
"37","Burlington* VT MSA","9262",9153,109,0,0
"38","Canton-Massillon* OH MSA","14719",14333,386,0,0
"39","Casper* WY MSA","1449",1449,0,0,0
"40","Cedar Rapids* IA MSA","13378",10464,299,969,1646
"41","Champaign-Urbana* IL MSA","8160",7120,362,0,678
