"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"1","Abilene* TX MSA","3234",3234,0,0,0
"2","Albany* GA MSA","7198",5333,286,0,1579
"3","Albany-Schenectady-Troy* NY  MSA","24931",21794,200,0,2937
"4","Albuquerque* NM MSA","49595",49438,0,0,157
"5","Alexandria* LA MSA","3070",3070,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","23682",20490,0,268,2924
"7","Altoona* PA MSA","460",460,0,0,0
"8","Amarillo* TX MSA","6249",6249,0,0,0
"9","Anchorage* AK MSA","12067",11537,530,0,0
"10","Anniston* AL MSA","1817",1413,0,0,404
"11","Appleton-Oshkosh-Neenah* WI  MSA","24271",21685,1254,0,1332
"12","Asheville* NC MSA","16762",13681,100,0,2981
"13","Athens* GA MSA","8638",8564,74,0,0
"14","Atlanta  GA MSA","607345",558791,603,2911,45040
"15","Augusta-Aiken* GA-SC MSA","23397",22964,0,38,395
"16","Austin-San Marcos* TX MSA","135901",106495,349,186,28871
"17","Bakersfield* CA MSA","29168",28730,83,355,0
"18","Bangor* ME MSA","813",813,0,0,0
"19","Barnstable-Yarmouth* MA MSA","18034",17617,0,417,0
"20","Baton Rouge* LA MSA","17093",10194,0,0,6899
"21","Beaumont-Port Arthur* TX MSA","3786",3786,0,0,0
"22","Bellingham* WA MSA","13181",12587,401,0,193
"23","Benton Harbor* MI MSA","1162",1162,0,0,0
"24","Billings* MT MSA","7174",7174,0,0,0
"25","Biloxi-Gulfport-Pascagoula*  MS MSA","20617",20506,111,0,0
"26","Binghamton* NY MSA","2116",2116,0,0,0
"27","Birmingham* AL MSA","63931",62299,0,211,1421
"28","Bismarck* ND MSA","7027",6779,248,0,0
"29","Bloomington* IN MSA","6934",5676,270,518,470
"30","Bloomington-Normal* IL MSA","8797",8289,235,273,0
"31","Boise City* ID MSA","66731",62576,1001,2345,809
"32","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","229446",188851,3536,2398,34661
"33","Brownsville-Harlingen-San  Benito* TX MSA","16777",15940,837,0,0
"34","Bryan-College Station* TX MSA","11788",9508,955,0,1325
"35","Buffalo-Niagara Falls* NY MSA","16894",15725,0,0,1169
"36","Burlington* VT MSA","6946",6946,0,0,0
"37","Canton-Massillon* OH MSA","17989",17445,544,0,0
"38","Casper* WY MSA","1340",1340,0,0,0
"39","Cedar Rapids* IA MSA","15744",8856,1107,847,4934
"40","Champaign-Urbana* IL MSA","5190",5028,162,0,0
"41","Charleston-North  Charleston* SC MSA","64486",57538,849,160,5939
"42","Charleston* WV MSA","5295",4900,0,0,395
"43","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","289706",233186,983,1141,54396
"44","Charlottesville* VA MSA","15155",14533,341,0,281
"45","Chattanooga* TN-GA MSA","25307",24584,428,52,243
"46","Cheyenne* WY MSA","4971",4971,0,0,0
"47","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","482041",448360,3866,8436,21379
"48","Chico-Paradise* CA MSA","8712",8712,0,0,0
"49","Cincinnati-Hamilton  OH-KY-  IN CMSA","137418",123088,1107,1629,11594
"50","Clarksville-Hopkinsville*  TN-KY MSA","7999",7379,60,0,560
"51","Cleveland-Akron  OH CMSA","164654",155172,1654,2247,5581
"52","Colorado Springs* CO MSA","58222",57792,0,430,0
"53","Columbia* MO MSA","8354",7596,758,0,0
"54","Columbia* SC MSA","46298",37735,0,0,8563
"55","Columbus* GA-AL MSA","12765",12765,0,0,0
"56","Columbus  OH MSA","144058",123578,225,7224,13031
"57","Corpus Christi* TX MSA","10470",9766,99,249,356
"58","Cumberland* MD-WV MSA","1423",1423,0,0,0
"59","Dallas-Fort Worth  TX CMSA","509141",497027,626,275,11213
"60","Danville* VA MSA","3160",3060,100,0,0
"61","Davenport-Moline-Rock  Island* IA-IL MSA","9213",8341,872,0,0
"62","Dayton-Springfield* OH MSA","34193",27580,230,786,5597
"63","Daytona Beach* FL MSA","57277",44319,0,156,12802
"64","Decatur* Al MSA","5014",4909,0,0,105
"65","Decatur* IL MSA","4115",2615,0,0,1500
"66","Denver-Boulder-Greeley  CO  CMSA","338135",280854,2581,1999,52701
"67","Des Moines* IA MSA","38957",38109,0,390,458
"68","Detroit-Ann Arbor-Flint  MI  CMSA","331882",307714,3269,4392,16507
"69","Dothan* AL MSA","1903",1903,0,0,0
"70","Dover* DE MSA","8827",8827,0,0,0
"71","Dubuque* IA MSA","4054",3667,162,225,0
"72","Duluth-Superior* MN-WI MSA","4597",4124,242,0,231
"73","Eau Claire* WI MSA","12220",10865,725,630,0
"74","El Paso* TX MSA","15105",13362,0,0,1743
"75","Elkhart-Goshen* IN MSA","11612",11612,0,0,0
"76","Elmira* NY MSA","571",571,0,0,0
"77","Enid* OK MSA","930",930,0,0,0
"78","Erie* PA MSA","5187",5187,0,0,0
"79","Eugene-Springfield* OR MSA","13396",13270,126,0,0
"80","Evansville-Henderson* IN-KY  MSA","21604",14240,82,0,7282
"81","Fargo-Moorhead* ND-MN MSA","5116",3876,0,0,1240
"82","Fayetteville* NC MSA","8800",8800,0,0,0
"83","Fayetteville-Springdale-  Rogers* AR MSA","19480",18533,675,272,0
"84","Flagstaff* AZ-UT MSA","6181",6181,0,0,0
"85","Florence* AL MSA","1362",1362,0,0,0
"86","Florence* SC MSA","4947",4601,42,0,304
"87","Fort Collins-Loveland* CO MSA","32952",30439,0,873,1640
"88","Fort Myers-Cape Coral* FL MSA","85606",61868,3561,5410,14767
"89","Fort Pierce-Port St. Lucie*  FL MSA","42774",30438,187,0,12149
"90","Fort Smith* AR-OK MSA","6595",4449,746,0,1400
"91","Fort Walton Beach* FL MSA","39008",15047,0,151,23810
"92","Fort Wayne* IN MSA","39447",39259,0,0,188
"93","Fresno  CA MSA","30513",30389,124,0,0
"94","Gadsden* AL MSA","734",734,0,0,0
"95","Gainesville* FL MSA","11802",9594,0,0,2208
"96","Glens Falls* NY MSA","4136",3668,0,0,468
"97","Goldsboro* NC MSA","3851",3219,160,472,0
"98","Grand Forks* ND-MN MSA","0",0,0,0,0
"99","Grand Junction* CO MSA","13344",12080,383,421,460
"100","Grand Rapids-Muskegon-  Holland  MI MSA","83992",78096,727,429,4740
"101","Great Falls* MT MSA","1969",1237,81,0,651
"102","Green Bay* WI MSA","16608",15680,702,0,226
"103","Greensboro--Winston-Salem--  High Point  NC MSA","113843",112278,344,164,1057
"104","Greenville* NC MSA","13946",10305,206,0,3435
"105","Greenville-Spartanburg-  Anderson* SC MSA","55131",53065,522,0,1544
