Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Feb,-,-,-,-,-,-
Mar,-,-,-,-,-,-
Apr,-,-,-,-,-,-
May,-,-,-,-,-,-
Jun,-,-,-,-,-,-
Jul,-,-,-,-,-,-
Aug,-,-,-,-,-,-
Sep,-,-,-,-,-,-
Oct,-,-,-,-,-,-
Nov,-,-,-,-,-,-
Dec,-,-,-,-,-,-
1997-Jan,34,2707262,79600,66000,-,-
Feb,75,6956571,92800,72100,-,-
Mar,96,8303904,86500,76700,-,-
Apr,97,8433662,86900,76200,-,-
May,129,13104471,101600,77000,-,-
Jun,77,7118860,92500,80600,-,-
Jul,101,9506499,94100,74800,-,-
Aug,93,9651944,103800,82300,-,-
Sep,95,8638275,90900,78300,-,-
Oct,81,7589350,93700,76100,-,-
Nov,84,8411184,100100,82300,-,-
Dec,69,7096344,102800,76800,-,-
1998-Jan,70,7528802,107600,85600,319,3.6
Feb,73,6998036,95900,81000,294,3.3
Mar,109,10107715,92700,78000,315,3.5
Apr,117,11592840,99100,81000,331,3.6
May,112,12985723,115900,84400,315,3.5
Jun,123,13411786,109000,86400,289,3.1
Jul,122,14546910,119200,85600,295,3.1
Aug,116,11746126,101300,83200,326,3.3
Sep,76,8849955,116400,84600,316,3.3
Oct,102,12644472,124000,89200,310,3.2
Nov,84,8095758,96400,86500,300,3.1
Dec,80,9570144,119600,84300,300,3.0
1999-Jan,59,6540233,110900,87200,300,3.1
Feb,71,8758724,123400,86000,300,3.1
Mar,96,11540688,120200,88800,309,3.2
Apr,104,11189061,107600,86000,316,3.3
May,110,11293316,102700,91200,312,3.3
Jun,128,15520542,121300,91900,331,3.5
Jul,104,12198235,117300,87700,311,3.3
Aug,108,11384010,105400,88800,290,3.1
Sep,111,13121358,118200,86900,285,3.0
Oct,80,8282812,103500,92100,282,3.0
Nov,86,9725065,113100,92500,264,2.8
Dec,85,9619389,113200,93200,270,2.8
2000-Jan,69,8366542,121300,95000,291,3.0
Feb,84,9262770,110300,90800,296,3.0
Mar,97,12145882,125200,97200,290,3.0
Apr,113,13050938,115500,96000,308,3.1
May,121,14780301,122200,98300,283,2.9
Jun,126,15372612,122000,100000,287,2.9
Jul,87,11584342,133200,99000,319,3.3
Aug,119,16098214,135300,98600,310,3.2
Sep,90,11207186,124500,99400,311,3.2
Oct,105,13988673,133200,97700,321,3.3
Nov,94,11618648,123600,101000,311,3.1
Dec,79,9502970,120300,103700,300,3.0
2001-Jan,91,12383611,136100,99700,318,3.2
Feb,83,11605842,139800,102500,332,3.3
Mar,118,19800452,167800,121000,306,3.0
Apr,118,14233510,120600,104000,335,3.3
May,141,17234549,122200,108000,356,3.4
Jun,135,18912975,140100,110000,395,3.8
Jul,108,14456022,133900,107300,398,3.7
Aug,117,15899408,135900,108900,411,3.9
Sep,100,15648345,156500,110800,402,3.7
Oct,109,15379042,141100,106400,404,3.7
Nov,91,12421624,136500,109100,376,3.5
Dec,103,13793897,133900,103300,364,3.3
2002-Jan,77,9975399,129600,107100,382,3.5
Feb,81,10816607,133500,110000,430,4.0
Mar,104,13567458,130500,109300,426,4.0
Apr,111,15970050,143900,112400,427,4.0
May,128,16672050,130300,109200,468,4.4
Jun,100,16375285,163800,120000,479,4.7
Jul,137,18935265,138200,113400,510,4.9
Aug,104,13543127,130200,113900,498,4.8
Sep,105,15014765,143000,110300,512,4.9
Oct,86,12258161,142500,111900,516,5.0
Nov,73,10538784,144400,116700,525,5.2
Dec,92,12015504,130600,108200,493,4.9
2003-Jan,68,9367563,137800,108000,559,5.6
Feb,74,10938372,147800,119100,581,5.9
Mar,96,16255985,169300,117000,588,6.0
Apr,126,19603480,155600,120000,596,6.0
May,114,17525153,153700,120000,597,6.1
Jun,112,17383879,155200,121000,635,6.4
Jul,117,16894893,144400,121500,666,6.8
Aug,114,17981773,157700,119400,700,7.1
Sep,106,15831098,149300,113800,676,6.9
Oct,117,16923609,144600,115700,629,6.2
Nov,95,14006259,147400,117500,635,6.2
Dec,79,13399325,169600,126000,628,6.2
2004-Jan,76,11308288,148800,115000,646,6.3
Feb,82,14244179,173700,128000,678,6.6
Mar,125,20392909,163100,119700,700,6.7
Apr,127,20460031,161100,118500,740,7.0
May,121,17784461,147000,117900,771,7.3
Jun,114,16395234,143800,119200,811,7.6
Jul,134,21864720,163200,123200,817,7.6
Aug,125,19057154,152500,116100,784,7.2
Sep,120,19012278,158400,121700,796,7.3
Oct,102,15828048,155200,121200,773,7.1
Nov,107,16316544,152500,119600,725,6.6
Dec,127,22882673,180200,118800,694,6.1
2005-Jan,77,11605820,150700,115900,741,6.5
Feb,99,17750004,179300,112800,740,6.4
Mar,124,23604740,190400,121100,780,6.8
Apr,122,19481136,159700,118300,792,6.9
May,142,23544356,165800,124100,827,7.1
Jun,161,25785552,160200,119700,833,6.9
Jul,145,25702662,177300,123600,833,6.9
Aug,142,23403652,164800,124800,-,-
Sep,124,22124324,178400,119400,805,6.6
Oct,112,21729424,194000,131000,830,6.7
Nov,115,18198584,158200,119700,788,6.3
Dec,121,18698848,154500,122600,693,5.6
2006-Jan,86,14936311,173700,122900,722,5.8
Feb,106,21669713,204400,132600,711,5.7
Mar,148,25335014,171200,116900,785,6.2
Apr,129,20530545,159200,115900,867,6.8
May,135,27021855,200200,134200,903,7.1
Jun,169,28843828,170700,121200,877,6.9
Jul,146,28756226,197000,131700,914,7.2
Aug,144,25473708,176900,125400,877,6.9
Sep,126,22322089,177200,120000,863,6.7
Oct,131,21751872,166000,126300,855,6.6
Nov,122,20522988,168200,125000,835,6.4
Dec,132,24371490,184600,136800,813,6.2
2007-Jan,100,15973018,159700,130000,849,6.4
Feb,138,23703750,171800,135600,862,6.4
Mar,168,29493918,175600,132500,915,6.7
Apr,146,27255778,186700,135800,971,7.0
May,170,30905020,181800,132300,974,6.9
Jun,166,31177830,187800,145900,1006,7.1
Jul,169,34836077,206100,155800,1034,7.2
Aug,172,33212753,193100,151100,1090,7.5
Sep,121,22268829,184000,143000,1056,7.3
Oct,120,22655123,188800,147300,1040,7.2
Nov,121,21290367,176000,137500,975,6.8
Dec,106,21708272,204800,193300,895,6.3
2008-Jan,113,19403843,171700,136200,940,6.6
Feb,110,21529684,195700,133300,954,6.8
Mar,126,24991196,198300,160000,974,7.1
Apr,164,29993087,182900,166200,976,7.1
May,173,33359195,192800,154200,924,6.7
Jun,146,25075168,171700,136000,885,6.5
Jul,160,30090695,188100,156200,884,6.5
Aug,160,34117717,213200,153300,871,6.5
Sep,123,21653355,176000,131300,825,6.1
Oct,118,21511032,182300,148000,815,6.0
Nov,76,12268556,161400,130000,790,6.0
Dec,90,15532067,172600,138200,740,5.7
2009-Jan,63,11127405,176600,135000,781,6.2
Feb,90,14954171,166200,124000,774,6.2
Mar,97,16479082,169900,145600,795,6.5
Apr,119,22121959,185900,127800,812,6.9
