"fips_st","fips_puma","per_owner","max_hpi","time","change","state","city"
26,3400,"91.5335463258786",NA,NA,NA,NA,NA
26,3500,"84.8659003831418",NA,NA,NA,NA,NA
26,3600,"91.4127423822715",NA,NA,NA,NA,NA
26,3701,"36.5781710914454",NA,NA,NA,NA,NA
26,3702,"59.6707818930041",NA,NA,NA,NA,NA
26,3703,"69.5454545454545",NA,NA,NA,NA,NA
26,3704,"73.8095238095238",NA,NA,NA,NA,NA
26,3705,"69.9588477366255",NA,NA,NA,NA,NA
26,3706,"52.4",NA,NA,NA,NA,NA
26,3707,"65.5",NA,NA,NA,NA,NA
26,3708,"70.6451612903226",NA,NA,NA,NA,NA
26,3801,"77.7408637873754",NA,NA,NA,NA,NA
26,3802,"83.9024390243902",NA,NA,NA,NA,NA
26,3803,"83.0618892508143",NA,NA,NA,NA,NA
26,3804,"80.4733727810651",NA,NA,NA,NA,NA
26,3805,"80.5369127516778",NA,NA,NA,NA,NA
26,3806,"73.6328125",NA,NA,NA,NA,NA
26,3807,"81.2987012987013",NA,NA,NA,NA,NA
26,3900,"84.0616966580977",NA,NA,NA,NA,NA
26,4000,"85.4910714285714",NA,NA,NA,NA,NA
26,4101,"85.0909090909091",NA,NA,NA,NA,NA
26,4102,"76.4705882352941",NA,NA,NA,NA,NA
26,4103,"85.1662404092072",NA,NA,NA,NA,NA
26,4104,"92.7906976744186",NA,NA,NA,NA,NA
27,100,"85.2173913043478",NA,NA,NA,"ND-MN","Fargo"
27,200,"86.4978902953586",NA,NA,NA,NA,NA
27,300,"87.0014771048745",NA,NA,NA,NA,NA
27,400,"84.8691695108077","241.84","2009.25","-0.310000000000002","MN-WI","Duluth"
27,500,"86.512027491409",NA,NA,NA,NA,NA
27,600,"88.903743315508",NA,NA,NA,NA,NA
27,700,"86.405529953917",NA,NA,NA,NA,NA
27,800,"86.6840731070496","218.46","2007.5","-10.72","MN","St. Cloud"
27,900,"90.9615384615385","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1001,"95.5696202531646","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1002,"78.4023668639053","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1100,"90.6510851419032","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1201,"79.652605459057","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1202,"79.2828685258964","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1203,"92.8395061728395","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1301,"60.2189781021898","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1302,"49.8607242339833","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1303,"69.5081967213115","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1401,"87.3529411764706","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1402,"83.2976445396146","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1403,"78.740157480315","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1404,"78.169014084507","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1405,"70.8978328173375","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1406,"72.3076923076923","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1501,"65.4589371980676","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1502,"57.2614107883817","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1601,"86.8217054263566","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1602,"71.4733542319749","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1700,"89.3491124260355","234.33","2007.25","-18.18","MN-WI","Minneapolis-St. Paul-Bloomington"
27,1800,"87.458006718925",NA,NA,NA,NA,NA
27,1900,"84.4827586206897",NA,NA,NA,NA,NA
27,2000,"82.5367647058823",NA,NA,NA,"MN","Mankato-North Mankato"
27,2100,"87.4603174603175",NA,NA,NA,NA,NA
27,2200,"85.0299401197605",NA,NA,NA,"WI-MN","La Crosse"
27,2300,"84.3010752688172","190.19","2008.25","-2.16999999999999","MN","Rochester"
27,2400,"88.029197080292",NA,NA,NA,NA,NA
27,2500,"86.6737739872068",NA,NA,NA,NA,NA
28,100,"84.4990548204159","160.13","2008.25","-3.59999999999999","TN-MS-AR","Memphis"
28,200,"71.75",NA,NA,NA,"TN-MS-AR","Memphis"
28,300,"80.4054054054054",NA,NA,NA,NA,NA
28,400,"78.7003610108303",NA,NA,NA,NA,NA
28,500,"74.8898678414097",NA,NA,NA,NA,NA
28,600,"63.6144578313253",NA,NA,NA,NA,NA
28,700,"66.109785202864",NA,NA,NA,NA,NA
28,800,"74.9482401656315",NA,NA,NA,NA,NA
28,900,"72.7053140096618",NA,NA,NA,NA,NA
28,1000,"78.1316348195329",NA,NA,NA,NA,NA
28,1100,"73.0627306273063",NA,NA,NA,NA,NA
28,1200,"79.7619047619048",NA,NA,NA,NA,NA
28,1300,"81.7460317460317","167.71","2008.25","-0.230000000000018","MS","Jackson"
28,1400,"61.2211221122112","167.71","2008.25","-0.230000000000018","MS","Jackson"
28,1500,"80.8176100628931","167.71","2008.25","-0.230000000000018","MS","Jackson"
28,1600,"72.077922077922",NA,NA,NA,NA,NA
28,1700,"82.8333333333333",NA,NA,NA,NA,NA
28,1800,"81.6229116945107",NA,NA,NA,"MS","Hattiesburg"
28,1900,"68.763102725367","194.04","2008.25","-3.28999999999999","MS","Hattiesburg"
28,2000,"78.267716535433",NA,NA,NA,NA,NA
28,2100,"80.6976744186046",NA,NA,NA,"MS","Gulfport-Biloxi"
28,2200,"76.5625","223.12","2008.25","-12.6","MS","Gulfport-Biloxi"
28,2300,"78.4922394678492","213.47","2008.25","-3.69999999999999","MS","Pascagoula"
29,100,"77.1428571428572",NA,NA,NA,"MO-KS","Kansas City"
29,200,"78.4580498866213","187.01","2009.25","-4.75","MO-KS","St. Joseph"
29,300,"76.923076923077",NA,NA,NA,NA,NA
29,400,"77.2569444444444",NA,NA,NA,NA,NA
29,500,"78.5114045618247",NA,NA,NA,"MO","Columbia"
29,600,"65.0190114068441","161.38","2009","0","MO","Columbia"
29,700,"75.4409769335142",NA,NA,NA,NA,NA
29,800,"80.9960681520315","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,901,"82.142857142857","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,902,"81.3299232736573","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,1001,"74.949494949495","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,1002,"46.9565217391304","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,1003,"67.4300254452926","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,1004,"68.75","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,1100,"76.7554479418886","181.18","2007.5","-3.67000000000002","MO-KS","Kansas City"
29,1200,"80.0228310502283",NA,NA,NA,"MO-KS","Kansas City"
29,1300,"76.16",NA,NA,NA,NA,NA
29,1400,"78.1931464174455",NA,NA,NA,"MO","Jefferson City"
29,1500,"81.6296296296296","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1601,"90.5325443786982","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1602,"79.0927021696253","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1701,"75.2873563218391","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1702,"80.0492610837438","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1703,"71.5976331360947","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1704,"80.253164556962","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1705,"76.6968325791855","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1706,"86.6666666666667","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1707,"82.2981366459627","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1708,"88.4615384615385","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1801,"53.9249146757679","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1802,"43.6585365853659","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1803,"65.2173913043478","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,1900,"87.3219373219373","191.14","2008.25","-1.97999999999999","MO-IL","St. Louis"
29,2000,"77.7267508610792",NA,NA,NA,"MO-IL","Cape Girardeau-Jackson"
29,2100,"69.2901234567901",NA,NA,NA,NA,NA
29,2200,"73.9700374531835",NA,NA,NA,NA,NA
29,2300,"78.516228748068",NA,NA,NA,NA,NA
29,2400,"80.8806488991889","158.74","2008.5","-1","MO","Springfield"
29,2500,"59.4594594594595","158.74","2008.5","-1","MO","Springfield"
29,2600,"75.0328515111695",NA,NA,NA,NA,NA
29,2700,"75.5186721991701","165.46","2009.25","-4.06","MO","Joplin"
30,100,"80.9963099630996",NA,NA,NA,NA,NA
30,200,"71.7285945072698",NA,NA,NA,"MT","Great Falls"
30,300,"79.205298013245",NA,NA,NA,"MT","Billings"
30,400,"78.2022471910112","208.29","2009","0","MT","Billings"
30,500,"73.2217573221757",NA,NA,NA,NA,NA
30,600,"76.8577494692144",NA,NA,NA,NA,NA
30,700,"70.6443914081146",NA,NA,NA,"MT","Missoula"
31,100,"75.6204379562044",NA,NA,NA,NA,NA
31,200,"79.5252225519288",NA,NA,NA,NA,NA
31,300,"78.6538461538461",NA,NA,NA,NA,NA
31,400,"77.972027972028",NA,NA,NA,NA,NA
31,500,"78.6206896551724",NA,NA,NA,NA,NA
31,600,"81.0996563573883",NA,NA,NA,NA,NA
31,701,"82.9875518672199",NA,NA,NA,NA,NA
31,702,"76.0925449871465","169.39","2008.25","-1.66000000000000","NE-IA","Omaha-Council Bluffs"
31,801,"60.15625","161.7","2008.25","-1.63000000000000","NE","Lincoln"
31,802,"79.8319327731092","161.7","2008.25","-1.63000000000000","NE","Lincoln"
31,901,"73.6842105263158","169.39","2008.25","-1.66000000000000","NE-IA","Omaha-Council Bluffs"
31,902,"77.8337531486146","169.39","2008.25","-1.66000000000000","NE-IA","Omaha-Council Bluffs"
31,903,"60.5691056910569","169.39","2008.25","-1.66000000000000","NE-IA","Omaha-Council Bluffs"
31,904,"62.1818181818182","169.39","2008.25","-1.66000000000000","NE-IA","Omaha-Council Bluffs"
32,100,"80.6691449814126","251.48","2006.25","-64.46","NV","Reno-Sparks"
32,200,"55.3039332538737","251.48","2006.25","-64.46","NV","Reno-Sparks"
32,300,"74.773413897281",NA,NA,NA,NA,NA
32,400,"79.179810725552",NA,NA,NA,"NV","Carson City"
32,501,"71.0888610763454","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,502,"62.2596153846154","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,503,"67.843137254902","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,504,"36.4937388193202","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,505,"71.9354838709677","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,506,"80.2898550724638","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,507,"74.5762711864407","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,508,"60.1960784313725","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,509,"47.1783295711061","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,510,"65.8469945355191","257.94","2007","-96.91","NV","Las Vegas-Paradise"
32,511,"73.2750242954325","257.94","2007","-96.91","NV","Las Vegas-Paradise"
33,100,"80.8080808080808",NA,NA,NA,NA,NA
33,200,"83.587786259542",NA,NA,NA,NA,NA
33,300,"73.3333333333333",NA,NA,NA,NA,NA
33,400,"80.4878048780488",NA,NA,NA,NA,NA
33,500,"79.2114695340502",NA,NA,NA,NA,NA
33,600,"89.1170431211499","253.82","2006.25","-19","NH","Manchester-Nashua"
33,700,"84.7094801223242",NA,NA,NA,NA,NA
33,800,"57.0605187319885","253.82","2006.25","-19","NH","Manchester-Nashua"
33,900,"73.6842105263158","253.82","2006.25","-19","NH","Manchester-Nashua"
33,1000,"89.3491124260355",NA,NA,NA,NA,NA
33,1100,"79.2682926829268",NA,NA,NA,NA,NA
34,101,"65.0118203309693","274.18","2007.25","-22.16","NJ","Atlantic City-Hammonton"
34,102,"82.7751196172249","274.18","2007.25","-22.16","NJ","Atlantic City-Hammonton"
34,200,"81.947261663286","334.25","2007","-20.2","NJ","Ocean City"
34,301,"63.7393767705383",NA,NA,NA,NA,NA
34,302,"67.4698795180723",NA,NA,NA,NA,NA
34,303,"60.3036876355748",NA,NA,NA,NA,NA
34,304,"69.8727015558699",NA,NA,NA,NA,NA
34,305,"83.6972343522562",NA,NA,NA,NA,NA
34,306,"90.7272727272727",NA,NA,NA,NA,NA
34,400,"32.6760563380282",NA,NA,NA,NA,NA
34,501,"55.7142857142857",NA,NA,NA,NA,NA
34,502,"80.751879699248",NA,NA,NA,NA,NA
34,601,"28.0254777070064",NA,NA,NA,NA,NA
34,602,"48.9675516224189",NA,NA,NA,NA,NA
34,701,"43.1876606683805",NA,NA,NA,NA,NA
34,702,"32.0093457943925",NA,NA,NA,NA,NA
34,703,"45.8974358974359",NA,NA,NA,NA,NA
34,800,"87.5415282392027",NA,NA,NA,NA,NA
34,901,"81.444759206799",NA,NA,NA,NA,NA
34,902,"77.8471138845554",NA,NA,NA,NA,NA
34,903,"58.252427184466",NA,NA,NA,NA,NA
34,904,"75.2988047808765",NA,NA,NA,NA,NA
34,905,"68.065693430657",NA,NA,NA,NA,NA
34,1001,"84.2293906810036",NA,NA,NA,NA,NA
34,1002,"80.16",NA,NA,NA,NA,NA
34,1101,"71.8464351005484",NA,NA,NA,NA,NA
34,1102,"88.7015177065767",NA,NA,NA,NA,NA
34,1103,"69.5378151260504",NA,NA,NA,NA,NA
34,1104,"86.3157894736842",NA,NA,NA,NA,NA
34,1105,"85.0855745721271",NA,NA,NA,NA,NA
34,1201,"90.7738095238095",NA,NA,NA,NA,NA
34,1202,"89.5006402048656",NA,NA,NA,NA,NA
34,1203,"78.5607196401799",NA,NA,NA,NA,NA
34,1301,"25.3886010362694",NA,NA,NA,NA,NA
34,1302,"32.7868852459016",NA,NA,NA,NA,NA
34,1401,"68.5393258426966",NA,NA,NA,NA,NA
34,1402,"38.9920424403183",NA,NA,NA,NA,NA
34,1403,"82.0976491862568",NA,NA,NA,NA,NA
34,1404,"67.2764227642276",NA,NA,NA,NA,NA
34,1501,"86.3917525773196",NA,NA,NA,NA,NA
34,1502,"81.5040650406504",NA,NA,NA,NA,NA
34,1503,"76.9058295964126",NA,NA,NA,NA,NA
34,1504,"80.8510638297872",NA,NA,NA,NA,NA
34,1600,"87.936046511628",NA,NA,NA,NA,NA
34,1700,"80.110497237569","204.19","2007.5","-9.22999999999999","PA-NJ","Allentown-Bethlehem-Easton"
34,1800,"35.3846153846154",NA,NA,NA,NA,NA
34,1901,"73.826714801444",NA,NA,NA,NA,NA
34,1902,"78.9115646258503",NA,NA,NA,NA,NA
34,1903,"76.5133171912833",NA,NA,NA,NA,NA
34,2001,"80.4924242424242",NA,NA,NA,NA,NA
34,2002,"84.2266462480858",NA,NA,NA,NA,NA
34,2003,"85.6037151702786",NA,NA,NA,NA,NA
34,2101,"64.735516372796",NA,NA,NA,NA,NA
34,2102,"70.4318936877076",NA,NA,NA,NA,NA
34,2103,"80.3478260869565",NA,NA,NA,NA,NA
34,2104,"83.0188679245283",NA,NA,NA,NA,NA
34,2201,"83.546617915905",NA,NA,NA,NA,NA
34,2202,"83.8546922300706",NA,NA,NA,NA,NA
34,2301,"70.6060606060606","233.68","2007.5","-14.4800000000000","NJ","Trenton-Ewing"
34,2302,"78.2051282051282","233.68","2007.5","-14.4800000000000","NJ","Trenton-Ewing"
34,2400,"73.5294117647059","225.62","2007.75","-12.72","NJ","Vineland-Millville-Bridgeton"
35,100,"78.3236994219653","230.15","2009.25","-4.44","NM","Farmington"
35,200,"76.953125",NA,NA,NA,NA,NA
35,300,"71.830985915493",NA,NA,NA,NA,NA
35,400,"78.0292942743009",NA,NA,NA,NA,NA
35,500,"86.0313315926893","184.57","2008.25","-4.44999999999999","NM","Albuquerque"
35,601,"75.792507204611","184.57","2008.25","-4.44999999999999","NM","Albuquerque"
35,602,"65.4135338345865","184.57","2008.25","-4.44999999999999","NM","Albuquerque"
35,603,"76.9072164948454","184.57","2008.25","-4.44999999999999","NM","Albuquerque"
35,604,"55.8823529411765","184.57","2008.25","-4.44999999999999","NM","Albuquerque"
35,605,"79.3010752688172","184.57","2008.25","-4.44999999999999","NM","Albuquerque"
35,700,"78.4090909090909",NA,NA,NA,NA,NA
35,800,"77.7301927194861",NA,NA,NA,"NM","Albuquerque"
35,900,"70.2521008403361","196.56","2008.25","-3.59999999999999","NM","Las Cruces"
35,1000,"76.0259179265659",NA,NA,NA,NA,NA
35,1100,"78.2945736434108",NA,NA,NA,NA,NA
36,100,"79.3002915451895",NA,NA,NA,NA,NA
36,200,"78.971533516988",NA,NA,NA,NA,NA
36,300,"76.7277856135402","225.83","2009","0","NY","Glens Falls"
36,401,"82.7586206896552","174","2009.25","-7.88999999999999","NY","Utica-Rome"
36,402,"63.3986928104575","174","2009.25","-7.88999999999999","NY","Utica-Rome"
36,500,"72.4293785310735",NA,NA,NA,NA,NA
36,600,"75.4934210526316","166.62","2009.25","-1.20000000000002","NY","Syracuse"
36,700,"46.6165413533835","166.62","2009.25","-1.20000000000002","NY","Syracuse"
36,801,"81.421647819063","166.62","2009.25","-1.20000000000002","NY","Syracuse"
36,802,"78.9868667917448","166.62","2009.25","-1.20000000000002","NY","Syracuse"
36,803,"81.2792511700468","166.62","2009.25","-1.20000000000002","NY","Syracuse"
36,804,"80.6324110671937",NA,NA,NA,NA,NA
36,901,"53.0085959885387","142.97","2009.25","-1","NY","Rochester"
36,902,"46.6183574879227","142.97","2009.25","-1","NY","Rochester"
36,1001,"83.7254901960784","142.97","2009.25","-1","NY","Rochester"
36,1002,"80.6451612903226","142.97","2009.25","-1","NY","Rochester"
36,1003,"79.607843137255","142.97","2009.25","-1","NY","Rochester"
36,1004,"78.7267080745342","142.97","2009.25","-1","NY","Rochester"
36,1005,"83.6787564766839","142.97","2009.25","-1","NY","Rochester"
36,1100,"80.5194805194805","142.97","2009.25","-1","NY","Rochester"
36,1200,"81.7796610169492",NA,NA,NA,"NY","Rochester"
36,1300,"80.8695652173913",NA,NA,NA,NA,NA
36,1401,"55.9265442404007","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1402,"44.6384039900249","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1501,"81.6017316017316","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1502,"70.561797752809","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1601,"78.4444444444445","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1602,"75.7709251101322","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1603,"83.7628865979381","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1604,"77.0992366412214","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1605,"82.9817158931083","152.74","2009.25","-3.52000000000001","NY","Buffalo-Niagara Falls"
36,1700,"70.6128133704735",NA,NA,NA,"NY","Ithaca"
36,1800,"80.1128349788434",NA,NA,NA,NA,NA
36,1900,"79.5479009687836",NA,NA,NA,"NY","Albany-Schenectady-Troy"
36,2000,"79.585326953748",NA,NA,NA,NA,NA
36,2100,"72.4247226624406","202.04","2008.25","-3.38000000000000","NY","Albany-Schenectady-Troy"
36,2201,"83.1739961759082","202.04","2008.25","-3.38000000000000","NY","Albany-Schenectady-Troy"
36,2202,"71.842105263158","202.04","2008.25","-3.38000000000000","NY","Albany-Schenectady-Troy"
36,2300,"70.3757225433526","202.04","2008.25","-3.38000000000000","NY","Albany-Schenectady-Troy"
36,2401,"47.6712328767123","202.04","2008.25","-3.38000000000000","NY","Albany-Schenectady-Troy"
36,2402,"73.3333333333333","202.04","2008.25","-3.38000000000000","NY","Albany-Schenectady-Troy"
36,2500,"80",NA,NA,NA,NA,NA
36,2601,"85.3269537480064","188.91","2009","0","NY","Binghamton"
36,2602,"63.963963963964","188.91","2009","0","NY","Binghamton"
36,2700,"78.0238500851789",NA,NA,NA,"NY","Elmira"
36,2800,"81.6161616161616",NA,NA,NA,NA,NA
36,2900,"80.0796812749004",NA,NA,NA,NA,NA
36,3000,"78.7207872078721",NA,NA,NA,NA,NA
36,3101,"77.1561771561772",NA,NA,NA,"NY","Kingston"
36,3102,"74.4147157190635","275.18","2007","-20.21","NY","Kingston"
36,3201,"80.7321772639692","254.07","2007","-24.04","NY","Poughkeepsie-Newburgh-Middletown"
36,3202,"71.8909710391823","254.07","2007","-24.04","NY","Poughkeepsie-Newburgh-Middletown"
36,3301,"73.7127371273713","254.07","2007","-24.04","NY","Poughkeepsie-Newburgh-Middletown"
36,3302,"72.9946524064171","254.07","2007","-24.04","NY","Poughkeepsie-Newburgh-Middletown"
36,3303,"78.763440860215","254.07","2007","-24.04","NY","Poughkeepsie-Newburgh-Middletown"
36,3400,"54.9689440993789",NA,NA,NA,NA,NA
36,3501,"90.2552204176334",NA,NA,NA,NA,NA
36,3502,"74.7863247863248",NA,NA,NA,NA,NA
36,3503,"74.0863787375415",NA,NA,NA,NA,NA
36,3504,"70.674486803519",NA,NA,NA,NA,NA
36,3505,"61.4533965244866",NA,NA,NA,NA,NA
36,3506,"88.5026737967914",NA,NA,NA,NA,NA
36,3601,"84.4827586206897",NA,NA,NA,NA,NA
36,3602,"70.6896551724138",NA,NA,NA,NA,NA
36,3701,"31.8559556786704",NA,NA,NA,NA,NA
36,3702,"43.8961038961039",NA,NA,NA,NA,NA
36,3703,"57.4850299401198",NA,NA,NA,NA,NA
36,3704,"37.1273712737127",NA,NA,NA,NA,NA
36,3705,"8.85167464114833",NA,NA,NA,NA,NA
36,3706,"10.2102102102102",NA,NA,NA,NA,NA
36,3707,"3.84615384615385",NA,NA,NA,NA,NA
36,3708,"6.06060606060606",NA,NA,NA,NA,NA
36,3709,"24.4399185336049",NA,NA,NA,NA,NA
36,3710,"9.06593406593407",NA,NA,NA,NA,NA
36,3801,"9.90654205607477",NA,NA,NA,NA,NA
36,3802,"14.6131805157593",NA,NA,NA,NA,NA
36,3803,"13.7142857142857",NA,NA,NA,NA,NA
36,3804,"8.23529411764706",NA,NA,NA,NA,NA
36,3805,"38.177874186551",NA,NA,NA,NA,NA
36,3806,"36.7321867321867",NA,NA,NA,NA,NA
36,3807,"23",NA,NA,NA,NA,NA
36,3808,"34.0675477239354",NA,NA,NA,NA,NA
36,3809,"14.4599303135889",NA,NA,NA,NA,NA
36,3810,"30.6228373702422",NA,NA,NA,NA,NA
36,3901,"87.7551020408163",NA,NA,NA,NA,NA
36,3902,"77.7777777777778",NA,NA,NA,NA,NA
36,3903,"64.4578313253012",NA,NA,NA,NA,NA
36,4001,"19.0140845070423",NA,NA,NA,NA,NA
36,4002,"20.952380952381",NA,NA,NA,NA,NA
36,4003,"26.2247838616715",NA,NA,NA,NA,NA
36,4004,"35.8916478555305",NA,NA,NA,NA,NA
36,4005,"37.5586854460094",NA,NA,NA,NA,NA
36,4006,"21.7721518987342",NA,NA,NA,NA,NA
36,4007,"23.5294117647059",NA,NA,NA,NA,NA
36,4008,"28.0612244897959",NA,NA,NA,NA,NA
36,4009,"65.0877192982456",NA,NA,NA,NA,NA
36,4010,"43.3333333333333",NA,NA,NA,NA,NA
36,4011,"19.8142414860681",NA,NA,NA,NA,NA
36,4012,"34.9633251833741",NA,NA,NA,NA,NA
36,4013,"44.4933920704846",NA,NA,NA,NA,NA
36,4014,"35.781990521327",NA,NA,NA,NA,NA
36,4015,"28.4164859002169",NA,NA,NA,NA,NA
36,4016,"51",NA,NA,NA,NA,NA
36,4017,"43.9114391143911",NA,NA,NA,NA,NA
36,4018,"30.4225352112676",NA,NA,NA,NA,NA
36,4101,"23.5469448584203",NA,NA,NA,NA,NA
36,4102,"42.7872860635697",NA,NA,NA,NA,NA
36,4103,"55.9366754617414",NA,NA,NA,NA,NA
36,4104,"76.0626398210291",NA,NA,NA,NA,NA
36,4105,"80.3389830508475",NA,NA,NA,NA,NA
36,4106,"58.3864118895966",NA,NA,NA,NA,NA
36,4107,"32.6589595375723",NA,NA,NA,NA,NA
36,4108,"48.3221476510067",NA,NA,NA,NA,NA
36,4109,"34.9614395886889",NA,NA,NA,NA,NA
36,4110,"52.3972602739726",NA,NA,NA,NA,NA
36,4111,"52.3929471032746",NA,NA,NA,NA,NA
36,4112,"58.8907014681892",NA,NA,NA,NA,NA
36,4113,"72.5308641975309",NA,NA,NA,NA,NA
36,4114,"44.8275862068966",NA,NA,NA,NA,NA
36,4201,"85.634328358209",NA,NA,NA,NA,NA
36,4202,"87.0259481037924",NA,NA,NA,NA,NA
36,4203,"91.8429003021148",NA,NA,NA,NA,NA
36,4204,"87.1052631578947",NA,NA,NA,NA,NA
36,4205,"89.5140664961637",NA,NA,NA,NA,NA
36,4206,"68.9102564102564",NA,NA,NA,NA,NA
36,4207,"93.3518005540166",NA,NA,NA,NA,NA
36,4208,"92.741935483871",NA,NA,NA,NA,NA
36,4209,"93.3526011560694",NA,NA,NA,NA,NA
36,4210,"87.142857142857",NA,NA,NA,NA,NA
36,4211,"86.2686567164179",NA,NA,NA,NA,NA
36,4212,"78.386167146974",NA,NA,NA,NA,NA
36,4301,"91.0591471801926",NA,NA,NA,NA,NA
36,4302,"92.6503340757238",NA,NA,NA,NA,NA
36,4303,"90.0523560209424",NA,NA,NA,NA,NA
36,4304,"85.3242320819113",NA,NA,NA,NA,NA
36,4305,"82.6086956521739",NA,NA,NA,NA,NA
36,4306,"81.1046511627907",NA,NA,NA,NA,NA
36,4307,"86.1764705882353",NA,NA,NA,NA,NA
36,4308,"79.5698924731183",NA,NA,NA,NA,NA
36,4309,"81.7857142857143",NA,NA,NA,NA,NA
36,4310,"89.2351274787535",NA,NA,NA,NA,NA
36,4311,"85.0299401197605",NA,NA,NA,NA,NA
36,4312,"78.8461538461538",NA,NA,NA,NA,NA
37,100,"78.5082174462705",NA,NA,NA,"NC","Asheville"
37,201,"81.6981132075472","245.18","2008.5","-0.150000000000006","NC","Asheville"
37,202,"69.3069306930693","245.18","2008.5","-0.150000000000006","NC","Asheville"
37,300,"81.5950920245399",NA,NA,NA,"NC","Asheville"
37,400,"78.6102062975027",NA,NA,NA,NA,NA
37,500,"72.8723404255319",NA,NA,NA,NA,NA
37,600,"78.7556904400607",NA,NA,NA,NA,NA
37,700,"78.3870967741935","176.79","2009.25","-2.34000000000000","NC","Hickory-Lenoir-Morganton"
37,800,"79.2237442922374","176.79","2009.25","-2.34000000000000","NC","Hickory-Lenoir-Morganton"
37,901,"58.1453634085213","184.31","2009","0","NC-SC","Charlotte-Gastonia-Concord"
37,902,"64.4257703081232","184.31","2009","0","NC-SC","Charlotte-Gastonia-Concord"
37,903,"62.4641833810888","184.31","2009","0","NC-SC","Charlotte-Gastonia-Concord"
