Code,Code,Code,County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
CN010510,01,051,"Elmore County, AL",2006,"35,171     ","34,134     ","1,037     ",2.9     
CN010530,01,053,"Escambia County, AL",2006,"14,318     ","13,701     ",617     ,4.3     
PS010010,01,055,"Etowah County, AL",2006,"46,471     ","44,764     ","1,707     ",3.7     
CN010570,01,057,"Fayette County, AL",2006,"7,734     ","7,449     ",285     ,3.7     
CN010590,01,059,"Franklin County, AL",2006,"13,916     ","13,356     ",560     ,4.0     
CN010610,01,061,"Geneva County, AL",2006,"11,694     ","11,312     ",382     ,3.3     
CN010630,01,063,"Greene County, AL",2006,"3,382     ","3,217     ",165     ,4.9     
CN010650,01,065,"Hale County, AL",2006,"7,151     ","6,825     ",326     ,4.6     
CN010670,01,067,"Henry County, AL",2006,"7,500     ","7,239     ",261     ,3.5     
PA010550,01,069,"Houston County, AL",2006,"46,704     ","45,319     ","1,385     ",3.0     
PA010570,01,071,"Jackson County, AL",2006,"27,027     ","25,978     ","1,049     ",3.9     
PS010050,01,073,"Jefferson County, AL",2006,"316,501     ","305,512     ","10,989     ",3.5     
CN010750,01,075,"Lamar County, AL",2006,"6,028     ","5,755     ",273     ,4.5     
PA010600,01,077,"Lauderdale County, AL",2006,"42,547     ","40,995     ","1,552     ",3.6     
CN010790,01,079,"Lawrence County, AL",2006,"15,614     ","14,961     ",653     ,4.2     
PA010650,01,081,"Lee County, AL",2006,"64,835     ","62,922     ","1,913     ",3.0     
CN010830,01,083,"Limestone County, AL",2006,"35,754     ","34,627     ","1,127     ",3.2     
CN010850,01,085,"Lowndes County, AL",2006,"4,786     ","4,470     ",316     ,6.6     
CN010870,01,087,"Macon County, AL",2006,"8,813     ","8,409     ",404     ,4.6     
CN010890,01,089,"Madison County, AL",2006,"161,372     ","156,781     ","4,591     ",2.8     
CN010910,01,091,"Marengo County, AL",2006,"8,577     ","8,232     ",345     ,4.0     
CN010930,01,093,"Marion County, AL",2006,"13,486     ","12,975     ",511     ,3.8     
PA010700,01,095,"Marshall County, AL",2006,"41,985     ","40,724     ","1,261     ",3.0     
CN010970,01,097,"Mobile County, AL",2006,"181,840     ","175,280     ","6,560     ",3.6     
CN010990,01,099,"Monroe County, AL",2006,"9,289     ","8,801     ",488     ,5.3     
CN011010,01,101,"Montgomery County, AL",2006,"105,606     ","101,791     ","3,815     ",3.6     
PA010750,01,103,"Morgan County, AL",2006,"55,842     ","53,897     ","1,945     ",3.5     
CN011050,01,105,"Perry County, AL",2006,"3,561     ","3,300     ",261     ,7.3     
CN011070,01,107,"Pickens County, AL",2006,"8,095     ","7,740     ",355     ,4.4     
CN011090,01,109,"Pike County, AL",2006,"15,156     ","14,628     ",528     ,3.5     
CN011110,01,111,"Randolph County, AL",2006,"9,732     ","9,281     ",451     ,4.6     
CN011130,01,113,"Russell County, AL",2006,"21,396     ","20,303     ","1,093     ",5.1     
CN011150,01,115,"St. Clair County, AL",2006,"35,051     ","33,984     ","1,067     ",3.0     
PA011100,01,117,"Shelby County, AL",2006,"98,494     ","96,165     ","2,329     ",2.4     
CN011190,01,119,"Sumter County, AL",2006,"4,769     ","4,487     ",282     ,5.9     
PA010800,01,121,"Talladega County, AL",2006,"39,361     ","37,594     ","1,767     ",4.5     
CN011230,01,123,"Tallapoosa County, AL",2006,"18,494     ","17,681     ",813     ,4.4     
PS010220,01,125,"Tuscaloosa County, AL",2006,"87,519     ","85,033     ","2,486     ",2.8     
PA010850,01,127,"Walker County, AL",2006,"29,829     ","28,655     ","1,174     ",3.9     
CN011290,01,129,"Washington County, AL",2006,"6,879     ","6,533     ",346     ,5.0     
CN011310,01,131,"Wilcox County, AL",2006,"3,545     ","3,276     ",269     ,7.6     
CN011330,01,133,"Winston County, AL",2006,"10,569     ","10,116     ",453     ,4.3     
CN020130,02,013,"Aleutians East Borough, AK",2006,"1,139     ","1,044     ",95     ,8.3     
CN020100,02,016,"Aleutians West Census Area, AK",2006,"3,214     ","3,034     ",180     ,5.6     
CN020200,02,020,"Anchorage Borough/municipality, AK",2006,"151,586     ","143,631     ","7,955     ",5.2     
CN020500,02,050,"Bethel Census Area, AK",2006,"6,975     ","6,063     ",912     ,13.1     
CN020600,02,060,"Bristol Bay Borough, AK",2006,"1,018     ",964     ,54     ,5.3     
CN020680,02,068,"Denali Borough, AK",2006,"1,644     ","1,550     ",94     ,5.7     
CN020700,02,070,"Dillingham Census Area, AK",2006,"2,101     ","1,903     ",198     ,9.4     
CN020900,02,090,"Fairbanks North Star Borough, AK",2006,"45,225     ","42,677     ","2,548     ",5.6     
CN021000,02,100,"Haines Borough, AK",2006,"1,452     ","1,336     ",116     ,8.0     
CN021100,02,110,"Juneau Borough/city, AK",2006,"18,550     ","17,661     ",889     ,4.8     
CN021220,02,122,"Kenai Peninsula Borough, AK",2006,"25,454     ","23,391     ","2,063     ",8.1     
CN021300,02,130,"Ketchikan Gateway Borough, AK",2006,"8,100     ","7,608     ",492     ,6.1     
CN021500,02,150,"Kodiak Island Borough, AK",2006,"6,145     ","5,692     ",453     ,7.4     
CN021640,02,164,"Lake and Peninsula Borough, AK",2006,"1,081     ","1,016     ",65     ,6.0     
CN021700,02,170,"Matanuska-Susitna Borough, AK",2006,"39,047     ","36,156     ","2,891     ",7.4     
CN021800,02,180,"Nome Census Area, AK",2006,"3,896     ","3,431     ",465     ,11.9     
CN021850,02,185,"North Slope Borough, AK",2006,"4,145     ","3,864     ",281     ,6.8     
CN021880,02,188,"Northwest Arctic Borough, AK",2006,"2,962     ","2,629     ",333     ,11.2     
CN022010,02,201,"Prince of Wales-Outer Ketchikan Census Area, AK",2006,"2,351     ","2,018     ",333     ,14.2     
CN022200,02,220,"Sitka Borough/city, AK",2006,"4,685     ","4,435     ",250     ,5.3     
CN022310,02,232,"Skagway-Hoonah-Angoon Census Area, AK",2006,"1,895     ","1,657     ",238     ,12.6     
CN022400,02,240,"Southeast Fairbanks Census Area, AK",2006,"3,344     ","2,990     ",354     ,10.6     
CN022610,02,261,"Valdez-Cordova Census Area, AK",2006,"5,189     ","4,751     ",438     ,8.4     
CN022700,02,270,"Wade Hampton Census Area, AK",2006,"2,536     ","2,015     ",521     ,20.5     
CN022800,02,280,"Wrangell-Petersburg Census Area, AK",2006,"2,905     ","2,630     ",275     ,9.5     
CN022820,02,282,"Yakutat Borough, AK",2006,312     ,282     ,30     ,9.6     
CN022900,02,290,"Yukon-Koyukuk Census Area, AK",2006,"2,787     ","2,426     ",361     ,13.0     
PA040800,04,001,"Apache County, AZ",2006,"20,220     ","18,238     ","1,982     ",9.8     
PA040400,04,003,"Cochise County, AZ",2006,"56,886     ","54,380     ","2,506     ",4.4     
PA040600,04,005,"Coconino County, AZ",2006,"69,118     ","66,171     ","2,947     ",4.3     
CN040070,04,007,"Gila County, AZ",2006,"20,846     ","19,787     ","1,059     ",5.1     
CN040090,04,009,"Graham County, AZ",2006,"13,048     ","12,400     ",648     ,5.0     
CN040110,04,011,"Greenlee County, AZ",2006,"3,754     ","3,615     ",139     ,3.7     
CN040120,04,012,"La Paz County, AZ",2006,"7,712     ","7,278     ",434     ,5.6     
CN040130,04,013,"Maricopa County, AZ",2006,"1,907,782     ","1,841,051     ","66,731     ",3.5     
PA040900,04,015,"Mohave County, AZ",2006,"92,372     ","88,458     ","3,914     ",4.2     
PA040550,04,017,"Navajo County, AZ",2006,"37,977     ","35,237     ","2,740     ",7.2     
CN040190,04,019,"Pima County, AZ",2006,"449,358     ","431,585     ","17,773     ",4.0     
PA040450,04,021,"Pinal County, AZ",2006,"102,215     ","97,211     ","5,004     ",4.9     
CN040230,04,023,"Santa Cruz County, AZ",2006,"16,638     ","15,399     ","1,239     ",7.4     
PA040700,04,025,"Yavapai County, AZ",2006,"96,191     ","92,413     ","3,778     ",3.9     
PA040500,04,027,"Yuma County, AZ",2006,"77,095     ","65,835     ","11,260     ",14.6     
CN050010,05,001,"Arkansas County, AR",2006,"11,650     ","10,770     ",880     ,7.6     
CN050030,05,003,"Ashley County, AR",2006,"9,718     ","8,992     ",726     ,7.5     
CN050050,05,005,"Baxter County, AR",2006,"17,390     ","16,466     ",924     ,5.3     
PA050250,05,007,"Benton County, AR",2006,"102,872     ","99,437     ","3,435     ",3.3     
CN050090,05,009,"Boone County, AR",2006,"16,959     ","16,121     ",838     ,4.9     
CN050110,05,011,"Bradley County, AR",2006,"5,672     ","5,276     ",396     ,7.0     
CN050130,05,013,"Calhoun County, AR",2006,"2,649     ","2,466     ",183     ,6.9     
CN050150,05,015,"Carroll County, AR",2006,"13,920     ","13,318     ",602     ,4.3     
CN050170,05,017,"Chicot County, AR",2006,"4,991     ","4,573     ",418     ,8.4     
CN050190,05,019,"Clark County, AR",2006,"10,931     ","10,325     ",606     ,5.5     
CN050210,05,021,"Clay County, AR",2006,"7,080     ","6,503     ",577     ,8.1     
CN050230,05,023,"Cleburne County, AR",2006,"11,547     ","10,970     ",577     ,5.0     
CN050250,05,025,"Cleveland County, AR",2006,"4,203     ","3,948     ",255     ,6.1     
CN050270,05,027,"Columbia County, AR",2006,"11,056     ","10,388     ",668     ,6.0     
CN050290,05,029,"Conway County, AR",2006,"9,858     ","9,373     ",485     ,4.9     
PA050300,05,031,"Craighead County, AR",2006,"45,466     ","43,287     ","2,179     ",4.8     
CN050330,05,033,"Crawford County, AR",2006,"27,921     ","26,663     ","1,258     ",4.5     
PA050700,05,035,"Crittenden County, AR",2006,"22,280     ","20,766     ","1,514     ",6.8     
CN050370,05,037,"Cross County, AR",2006,"8,583     ","7,963     ",620     ,7.2     
CN050390,05,039,"Dallas County, AR",2006,"3,920     ","3,664     ",256     ,6.5     
CN050410,05,041,"Desha County, AR",2006,"6,304     ","5,730     ",574     ,9.1     
CN050430,05,043,"Drew County, AR",2006,"8,525     ","7,846     ",679     ,8.0     
CN050450,05,045,"Faulkner County, AR",2006,"53,144     ","50,810     ","2,334     ",4.4     
CN050470,05,047,"Franklin County, AR",2006,"8,515     ","8,149     ",366     ,4.3     
CN050490,05,049,"Fulton County, AR",2006,"5,087     ","4,829     ",258     ,5.1     
PA050400,05,051,"Garland County, AR",2006,"41,965     ","39,775     ","2,190     ",5.2     
CN050530,05,053,"Grant County, AR",2006,"8,617     ","8,197     ",420     ,4.9     
CN050550,05,055,"Greene County, AR",2006,"18,904     ","17,833     ","1,071     ",5.7     
CN050570,05,057,"Hempstead County, AR",2006,"11,004     ","10,410     ",594     ,5.4     
CN050590,05,059,"Hot Spring County, AR",2006,"15,476     ","14,675     ",801     ,5.2     
CN050610,05,061,"Howard County, AR",2006,"6,456     ","6,108     ",348     ,5.4     
CN050630,05,063,"Independence County, AR",2006,"17,517     ","16,555     ",962     ,5.5     
CN050650,05,065,"Izard County, AR",2006,"5,371     ","5,040     ",331     ,6.2     
CN050670,05,067,"Jackson County, AR",2006,"7,861     ","7,256     ",605     ,7.7     
CN050690,05,069,"Jefferson County, AR",2006,"36,163     ","33,327     ","2,836     ",7.8     
CN050710,05,071,"Johnson County, AR",2006,"11,092     ","10,523     ",569     ,5.1     
CN050730,05,073,"Lafayette County, AR",2006,"3,133     ","2,912     ",221     ,7.1     
CN050750,05,075,"Lawrence County, AR",2006,"7,418     ","6,916     ",502     ,6.8     
CN050770,05,077,"Lee County, AR",2006,"3,589     ","3,260     ",329     ,9.2     
CN050790,05,079,"Lincoln County, AR",2006,"5,153     ","4,742     ",411     ,8.0     
CN050810,05,081,"Little River County, AR",2006,"6,481     ","6,188     ",293     ,4.5     
CN050830,05,083,"Logan County, AR",2006,"10,237     ","9,741     ",496     ,4.8     
CN050850,05,085,"Lonoke County, AR",2006,"31,418     ","30,085     ","1,333     ",4.2     
CN050870,05,087,"Madison County, AR",2006,"7,857     ","7,574     ",283     ,3.6     
CN050890,05,089,"Marion County, AR",2006,"6,937     ","6,578     ",359     ,5.2     
CN050910,05,091,"Miller County, AR",2006,"19,410     ","18,507     ",903     ,4.7     
PA050500,05,093,"Mississippi County, AR",2006,"21,098     ","19,449     ","1,649     ",7.8     
CN050950,05,095,"Monroe County, AR",2006,"3,860     ","3,583     ",277     ,7.2     
CN050970,05,097,"Montgomery County, AR",2006,"4,366     ","4,161     ",205     ,4.7     
CN050990,05,099,"Nevada County, AR",2006,"4,409     ","4,166     ",243     ,5.5     
CN051010,05,101,"Newton County, AR",2006,"3,579     ","3,394     ",185     ,5.2     
CN051030,05,103,"Ouachita County, AR",2006,"12,425     ","11,429     ",996     ,8.0     
CN051050,05,105,"Perry County, AR",2006,"4,865     ","4,622     ",243     ,5.0     
CN051070,05,107,"Phillips County, AR",2006,"9,075     ","8,335     ",740     ,8.2     
CN051090,05,109,"Pike County, AR",2006,"5,330     ","5,061     ",269     ,5.0     
CN051110,05,111,"Poinsett County, AR",2006,"11,267     ","10,515     ",752     ,6.7     
CN051130,05,113,"Polk County, AR",2006,"8,854     ","8,433     ",421     ,4.8     
CN051150,05,115,"Pope County, AR",2006,"29,981     ","28,557     ","1,424     ",4.7     
CN051170,05,117,"Prairie County, AR",2006,"4,480     ","4,228     ",252     ,5.6     
CN051190,05,119,"Pulaski County, AR",2006,"188,357     ","179,339     ","9,018     ",4.8     
CN051210,05,121,"Randolph County, AR",2006,"7,764     ","7,207     ",557     ,7.2     
CN051230,05,123,"St. Francis County, AR",2006,"10,725     ","9,765     ",960     ,9.0     
PA050800,05,125,"Saline County, AR",2006,"48,176     ","46,061     ","2,115     ",4.4     
CN051270,05,127,"Scott County, AR",2006,"4,897     ","4,681     ",216     ,4.4     
CN051290,05,129,"Searcy County, AR",2006,"3,530     ","3,362     ",168     ,4.8     
CN051310,05,131,"Sebastian County, AR",2006,"60,418     ","57,644     ","2,774     ",4.6     
CN051330,05,133,"Sevier County, AR",2006,"7,717     ","7,405     ",312     ,4.0     
CN051350,05,135,"Sharp County, AR",2006,"6,504     ","6,066     ",438     ,6.7     
CN051370,05,137,"Stone County, AR",2006,"4,729     ","4,466     ",263     ,5.6     
CN051390,05,139,"Union County, AR",2006,"19,687     ","18,378     ","1,309     ",6.6     
CN051410,05,141,"Van Buren County, AR",2006,"7,059     ","6,634     ",425     ,6.0     
CN051430,05,143,"Washington County, AR",2006,"102,305     ","98,598     ","3,707     ",3.6     
PA050900,05,145,"White County, AR",2006,"32,034     ","30,210     ","1,824     ",5.7     
CN051470,05,147,"Woodruff County, AR",2006,"3,552     ","3,258     ",294     ,8.3     
CN051490,05,149,"Yell County, AR",2006,"10,825     ","10,339     ",486     ,4.5     
CN060010,06,001,"Alameda County, CA",2006,"741,658     ","708,737     ","32,921     ",4.4     
CN060030,06,003,"Alpine County, CA",2006,487     ,455     ,32     ,6.6     
CN060050,06,005,"Amador County, CA",2006,"17,411     ","16,479     ",932     ,5.4     
PS060150,06,007,"Butte County, CA",2006,"100,762     ","94,496     ","6,266     ",6.2     
CN060090,06,009,"Calaveras County, CA",2006,"20,808     ","19,588     ","1,220     ",5.9     
CN060110,06,011,"Colusa County, CA",2006,"10,015     ","8,788     ","1,227     ",12.3     
CN060130,06,013,"Contra Costa County, CA",2006,"515,865     ","493,779     ","22,086     ",4.3     
CN060150,06,015,"Del Norte County, CA",2006,"10,901     ","10,153     ",748     ,6.9     
PA063750,06,017,"El Dorado County, CA",2006,"92,481     ","88,215     ","4,266     ",4.6     
CN060190,06,019,"Fresno County, CA",2006,"414,591     ","381,322     ","33,269     ",8.0     
CN060210,06,021,"Glenn County, CA",2006,"11,730     ","10,788     ",942     ,8.0     
PS060300,06,023,"Humboldt County, CA",2006,"60,021     ","56,705     ","3,316     ",5.5     
PS060350,06,025,"Imperial County, CA",2006,"63,659     ","53,838     ","9,821     ",15.4     
CN060270,06,027,"Inyo County, CA",2006,"9,100     ","8,685     ",415     ,4.6     
PS060400,06,029,"Kern County, CA",2006,"339,497     ","313,862     ","25,635     ",7.6     
PA062730,06,031,"Kings County, CA",2006,"55,553     ","50,861     ","4,692     ",8.4     
CN060330,06,033,"Lake County, CA",2006,"24,520     ","22,637     ","1,883     ",7.7     
CN060350,06,035,"Lassen County, CA",2006,"12,341     ","11,366     ",975     ,7.9     
CN060370,06,037,"Los Angeles County, CA",2006,"4,844,513     ","4,613,176     ","231,337     ",4.8     
PA064200,06,039,"Madera County, CA",2006,"63,368     ","58,938     ","4,430     ",7.0     
PS060550,06,041,"Marin County, CA",2006,"131,895     ","127,236     ","4,659     ",3.5     
CN060430,06,043,"Mariposa County, CA",2006,"9,100     ","8,585     ",515     ,5.7     
PA063550,06,045,"Mendocino County, CA",2006,"43,679     ","41,405     ","2,274     ",5.2     
PS060600,06,047,"Merced County, CA",2006,"98,915     ","89,571     ","9,344     ",9.4     
CN060490,06,049,"Modoc County, CA",2006,"4,021     ","3,709     ",312     ,7.8     
CN060510,06,051,"Mono County, CA",2006,"8,321     ","7,953     ",368     ,4.4     
PS060620,06,053,"Monterey County, CA",2006,"205,124     ","190,919     ","14,205     ",6.9     
PA063600,06,055,"Napa County, CA",2006,"72,418     ","69,622     ","2,796     ",3.9     
PA065000,06,057,"Nevada County, CA",2006,"50,111     ","47,919     ","2,192     ",4.4     
PS060670,06,059,"Orange County, CA",2006,"1,613,861     ","1,558,945     ","54,916     ",3.4     
PS061500,06,061,"Placer County, CA",2006,"170,556     ","163,448     ","7,108     ",4.2     
CN060630,06,063,"Plumas County, CA",2006,"10,188     ","9,408     ",780     ,7.7     
CN060650,06,065,"Riverside County, CA",2006,"890,106     ","845,260     ","44,846     ",5.0     
PS061350,06,067,"Sacramento County, CA",2006,"675,556     ","643,398     ","32,158     ",4.8     
CN060690,06,069,"San Benito County, CA",2006,"24,410     ","22,659     ","1,751     ",7.2     
CN060710,06,071,"San Bernardino County, CA",2006,"868,679     ","826,827     ","41,852     ",4.8     
PS060850,06,073,"San Diego County, CA",2006,"1,511,202     ","1,451,226     ","59,976     ",4.0     
PS060900,06,075,"San Francisco County/city, CA",2006,"419,954     ","402,304     ","17,650     ",4.2     
PS061080,06,077,"San Joaquin County, CA",2006,"286,483     ","265,202     ","21,281     ",7.4     
CN060790,06,079,"San Luis Obispo County, CA",2006,"133,709     ","128,441     ","5,268     ",3.9     
PS061000,06,081,"San Mateo County, CA",2006,"367,687     ","354,177     ","13,510     ",3.7     
PS061010,06,083,"Santa Barbara County, CA",2006,"213,004     ","204,392     ","8,612     ",4.0     
CN060850,06,085,"Santa Clara County, CA",2006,"829,873     ","792,674     ","37,199     ",4.5     
PS061030,06,087,"Santa Cruz County, CA",2006,"144,499     ","136,345     ","8,154     ",5.6     
PS061450,06,089,"Shasta County, CA",2006,"83,279     ","77,780     ","5,499     ",6.6     
CN060910,06,091,"Sierra County, CA",2006,"1,604     ","1,484     ",120     ,7.5     
CN060930,06,093,"Siskiyou County, CA",2006,"18,786     ","17,280     ","1,506     ",8.0     
PS061050,06,095,"Solano County, CA",2006,"209,971     ","199,736     ","10,235     ",4.9     
PS061060,06,097,"Sonoma County, CA",2006,"256,550     ","246,288     ","10,262     ",4.0     
PS061070,06,099,"Stanislaus County, CA",2006,"226,573     ","208,523     ","18,050     ",8.0     
PA065100,06,101,"Sutter County, CA",2006,"40,774     ","37,122     ","3,652     ",9.0     
CN061030,06,103,"Tehama County, CA",2006,"25,308     ","23,667     ","1,641     ",6.5     
CN061050,06,105,"Trinity County, CA",2006,"5,109     ","4,604     ",505     ,9.9     
PS061210,06,107,"Tulare County, CA",2006,"189,302     ","173,186     ","16,116     ",8.5     
CN061090,06,109,"Tuolumne County, CA",2006,"26,072     ","24,565     ","1,507     ",5.8     
PS061220,06,111,"Ventura County, CA",2006,"423,781     ","405,532     ","18,249     ",4.3     
CN061130,06,113,"Yolo County, CA",2006,"94,550     ","89,656     ","4,894     ",5.2     
CN061150,06,115,"Yuba County, CA",2006,"26,820     ","24,461     ","2,359     ",8.8     
CN080010,08,001,"Adams County, CO",2006,"218,873     ","208,065     ","10,808     ",4.9     
CN080030,08,003,"Alamosa County, CO",2006,"8,295     ","7,903     ",392     ,4.7     
PS080100,08,005,"Arapahoe County, CO",2006,"305,088     ","291,798     ","13,290     ",4.4     
CN080070,08,007,"Archuleta County, CO",2006,"6,502     ","6,229     ",273     ,4.2     
CN080090,08,009,"Baca County, CO",2006,"2,441     ","2,364     ",77     ,3.2     
CN080110,08,011,"Bent County, CO",2006,"2,428     ","2,289     ",139     ,5.7     
CN080130,08,013,"Boulder County, CO",2006,"171,913     ","165,393     ","6,520     ",3.8     
CN080140,08,014,"Broomfield County/city, CO",2006,"25,642     ","24,523     ","1,119     ",4.4     
CN080150,08,015,"Chaffee County, CO",2006,"8,212     ","7,849     ",363     ,4.4     
CN080170,08,017,"Cheyenne County, CO",2006,"1,359     ","1,322     ",37     ,2.7     
CN080190,08,019,"Clear Creek County, CO",2006,"5,836     ","5,595     ",241     ,4.1     
CN080210,08,021,"Conejos County, CO",2006,"3,800     ","3,546     ",254     ,6.7     
CN080230,08,023,"Costilla County, CO",2006,"1,338     ","1,223     ",115     ,8.6     
CN080250,08,025,"Crowley County, CO",2006,"1,603     ","1,492     ",111     ,6.9     
CN080270,08,027,"Custer County, CO",2006,"1,965     ","1,879     ",86     ,4.4     
CN080290,08,029,"Delta County, CO",2006,"15,996     ","15,345     ",651     ,4.1     
PS080250,08,031,"Denver County/city, CO",2006,"308,444     ","293,352     ","15,092     ",4.9     
CN080330,08,033,"Dolores County, CO",2006,992     ,927     ,65     ,6.6     
CN080350,08,035,"Douglas County, CO",2006,"152,245     ","146,722     ","5,523     ",3.6     
CN080370,08,037,"Eagle County, CO",2006,"30,055     ","29,021     ","1,034     ",3.4     
CN080390,08,039,"Elbert County, CO",2006,"13,224     ","12,688     ",536     ,4.1     
PS080200,08,041,"El Paso County, CO",2006,"297,909     ","283,856     ","14,053     ",4.7     
CN080430,08,043,"Fremont County, CO",2006,"19,598     ","18,488     ","1,110     ",5.7     
CN080450,08,045,"Garfield County, CO",2006,"33,476     ","32,466     ","1,010     ",3.0     
CN080470,08,047,"Gilpin County, CO",2006,"3,432     ","3,291     ",141     ,4.1     
CN080490,08,049,"Grand County, CO",2006,"8,839     ","8,546     ",293     ,3.3     
CN080510,08,051,"Gunnison County, CO",2006,"9,586     ","9,279     ",307     ,3.2     
CN080530,08,053,"Hinsdale County, CO",2006,623     ,603     ,20     ,3.2     
CN080550,08,055,"Huerfano County, CO",2006,"3,399     ","3,190     ",209     ,6.1     
CN080570,08,057,"Jackson County, CO",2006,"1,116     ","1,083     ",33     ,3.0     
CN080590,08,059,"Jefferson County, CO",2006,"306,624     ","293,551     ","13,073     ",4.3     
CN080610,08,061,"Kiowa County, CO",2006,895     ,864     ,31     ,3.5     
CN080630,08,063,"Kit Carson County, CO",2006,"4,518     ","4,379     ",139     ,3.1     
CN080650,08,065,"Lake County, CO",2006,"4,049     ","3,875     ",174     ,4.3     
CN080670,08,067,"La Plata County, CO",2006,"30,539     ","29,492     ","1,047     ",3.4     
PS080310,08,069,"Larimer County, CO",2006,"170,658     ","163,814     ","6,844     ",4.0     
CN080710,08,071,"Las Animas County, CO",2006,"8,522     ","8,170     ",352     ,4.1     
CN080730,08,073,"Lincoln County, CO",2006,"3,082     ","2,970     ",112     ,3.6     
CN080750,08,075,"Logan County, CO",2006,"11,215     ","10,819     ",396     ,3.5     
PA080250,08,077,"Mesa County, CO",2006,"74,730     ","71,709     ","3,021     ",4.0     
CN080790,08,079,"Mineral County, CO",2006,457     ,434     ,23     ,5.0     
CN080810,08,081,"Moffat County, CO",2006,"8,414     ","8,091     ",323     ,3.8     
CN080830,08,083,"Montezuma County, CO",2006,"13,265     ","12,669     ",596     ,4.5     
CN080850,08,085,"Montrose County, CO",2006,"20,442     ","19,608     ",834     ,4.1     
CN080870,08,087,"Morgan County, CO",2006,"14,455     ","13,883     ",572     ,4.0     
CN080890,08,089,"Otero County, CO",2006,"9,403     ","8,821     ",582     ,6.2     
CN080910,08,091,"Ouray County, CO",2006,"3,031     ","2,935     ",96     ,3.2     
CN080930,08,093,"Park County, CO",2006,"9,816     ","9,421     ",395     ,4.0     
CN080950,08,095,"Phillips County, CO",2006,"2,413     ","2,330     ",83     ,3.4     
CN080970,08,097,"Pitkin County, CO",2006,"11,348     ","10,984     ",364     ,3.2     
CN080990,08,099,"Prowers County, CO",2006,"6,994     ","6,580     ",414     ,5.9     
PS080320,08,101,"Pueblo County, CO",2006,"70,997     ","66,923     ","4,074     ",5.7     
CN081030,08,103,"Rio Blanco County, CO",2006,"4,770     ","4,639     ",131     ,2.7     
CN081050,08,105,"Rio Grande County, CO",2006,"6,667     ","6,352     ",315     ,4.7     
CN081070,08,107,"Routt County, CO",2006,"15,100     ","14,608     ",492     ,3.3     
CN081090,08,109,"Saguache County, CO",2006,"3,225     ","3,020     ",205     ,6.4     
CN081110,08,111,"San Juan County, CO",2006,555     ,528     ,27     ,4.9     
CN081130,08,113,"San Miguel County, CO",2006,"5,488     ","5,298     ",190     ,3.5     
CN081150,08,115,"Sedgwick County, CO",2006,"1,640     ","1,589     ",51     ,3.1     
CN081170,08,117,"Summit County, CO",2006,"16,972     ","16,436     ",536     ,3.2     
CN081190,08,119,"Teller County, CO",2006,"12,899     ","12,340     ",559     ,4.3     
CN081210,08,121,"Washington County, CO",2006,"2,921     ","2,818     ",103     ,3.5     
PS080330,08,123,"Weld County, CO",2006,"115,862     ","110,333     ","5,529     ",4.8     
CN081250,08,125,"Yuma County, CO",2006,"6,555     ","6,380     ",175     ,2.7     
